From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2018-02-07 17:00:00,2018-02-07 18:00:00,53.5,152.0,2.61,70.53,68.51,24.02,17.98,0.91,58.89,0.18,1.03,,29.33,0.93,255.17,26.08,989.33,20.74,
2018-02-07 18:00:00,2018-02-07 19:00:00,62.17,161.0,39.99,123.83,170.16,28.09,22.92,1.53,6.16,0.1,1.33,,43.17,0.48,201.5,2.75,990.0,17.68,
2018-02-07 19:00:00,2018-02-07 20:00:00,85.92,211.0,214.53,131.07,408.62,31.49,26.91,2.95,1.43,0.15,1.97,,57.5,0.39,190.5,2.0,990.58,14.92,
2018-02-07 20:00:00,2018-02-07 21:00:00,103.58,296.0,365.68,140.59,,36.3,29.53,4.12,1.38,0.28,3.22,,65.08,0.44,182.75,1.92,991.5,14.12,
2018-02-07 21:00:00,2018-02-07 22:00:00,140.75,360.0,470.71,140.92,,37.22,30.03,5.3,1.55,0.47,4.9,,73.08,0.39,210.0,2.0,992.0,13.23,
2018-02-07 22:00:00,2018-02-07 23:00:00,191.67,423.0,455.72,132.78,,39.64,24.08,4.91,1.99,1.43,5.03,,78.92,0.41,204.5,2.0,992.0,12.09,
2018-02-07 23:00:00,2018-02-08 00:00:00,210.67,422.0,478.45,132.36,,40.58,19.76,5.28,2.47,1.03,5.55,,87.25,0.49,196.92,2.0,992.0,10.98,
2018-02-08 00:00:00,2018-02-08 01:00:00,218.42,420.0,461.28,118.67,,42.64,19.13,4.74,1.75,0.6,5.97,,91.83,0.44,207.0,2.0,992.0,10.06,
2018-02-08 01:00:00,2018-02-08 02:00:00,223.58,371.0,145.5,94.85,43.57,22.11,3.4,4.39,3.55,4.66,1.89,,95.25,0.27,111.67,2.0,991.5,9.37,
2018-02-08 02:00:00,2018-02-08 03:00:00,212.08,355.0,360.6,86.35,,6.3,6.48,3.0,2.14,1.02,5.4,,98.67,0.32,181.83,2.0,991.0,8.61,
2018-02-08 03:00:00,2018-02-08 04:00:00,214.67,357.0,373.72,75.55,48.9,44.9,14.22,4.32,1.4,1.03,5.2,,100.0,0.42,223.42,2.0,991.0,8.2,
2018-02-08 04:00:00,2018-02-08 05:00:00,215.0,345.0,372.27,71.09,46.4,36.04,7.93,4.13,1.41,3.17,3.32,,100.0,0.56,230.42,2.0,991.0,7.88,
2018-02-08 05:00:00,2018-02-08 06:00:00,222.33,373.0,350.87,75.35,47.0,43.06,14.26,3.58,1.6,0.7,5.12,,100.0,0.54,225.92,2.0,991.0,7.73,
2018-02-08 06:00:00,2018-02-08 07:00:00,243.17,390.0,343.55,71.15,265.8,45.93,13.57,3.27,1.34,0.94,4.21,,100.0,0.56,232.0,2.0,991.17,7.52,
2018-02-08 07:00:00,2018-02-08 08:00:00,254.09,395.0,373.16,75.82,480.2,49.67,15.3,3.4,1.77,0.46,3.64,,99.92,0.34,227.08,17.08,992.0,7.78,
2018-02-08 08:00:00,2018-02-08 09:00:00,277.0,431.0,439.02,104.71,,56.11,19.28,4.0,1.89,0.4,3.16,,82.67,0.33,159.58,131.67,992.5,11.9,
2018-02-08 09:00:00,2018-02-08 10:00:00,324.83,543.0,297.5,171.03,441.5,59.03,26.9,3.82,1.87,0.4,3.21,,58.92,0.48,177.83,213.25,993.0,16.99,
2018-02-08 10:00:00,2018-02-08 11:00:00,351.0,615.0,51.84,116.33,160.19,46.74,24.1,1.62,24.07,0.53,2.85,,43.83,1.03,268.73,168.92,993.0,18.66,
2018-02-08 11:00:00,2018-02-08 12:00:00,197.17,339.0,10.88,72.95,82.52,44.68,25.83,1.31,79.92,0.38,1.72,,31.33,0.71,223.09,268.75,992.58,20.8,
2018-02-08 12:00:00,2018-02-08 13:00:00,157.33,276.0,4.35,48.02,50.33,38.02,24.62,1.08,112.28,0.32,1.41,,23.67,0.85,262.55,547.25,991.67,22.93,
2018-02-08 13:00:00,2018-02-08 14:00:00,124.75,250.0,3.0,45.73,46.32,33.27,23.88,1.0,110.06,0.29,1.48,,22.5,0.68,151.17,307.5,990.58,22.99,
2018-02-08 14:00:00,2018-02-08 15:00:00,94.5,200.0,5.67,46.21,44.63,29.46,28.43,0.93,102.83,0.23,1.59,,20.58,0.8,232.75,287.42,989.92,23.31,
2018-02-08 15:00:00,2018-02-08 16:00:00,74.58,161.0,10.07,45.84,43.52,25.03,18.25,0.9,82.04,0.34,1.37,,21.67,0.83,263.92,183.92,989.0,22.63,
2018-02-08 16:00:00,2018-02-08 17:00:00,62.0,141.0,7.05,52.93,50.44,24.22,17.52,0.86,66.55,0.23,1.23,,24.92,0.87,254.0,129.25,989.0,22.19,
2018-02-08 17:00:00,2018-02-08 18:00:00,65.58,158.0,3.17,63.71,63.08,24.0,15.81,0.84,60.38,0.22,1.22,,26.83,0.9,260.42,35.08,989.0,20.85,
2018-02-08 18:00:00,2018-02-08 19:00:00,57.75,153.0,111.32,124.51,271.46,24.82,18.08,1.95,3.57,0.1,1.16,,42.58,0.53,239.42,3.67,989.0,17.29,
2018-02-08 19:00:00,2018-02-08 20:00:00,81.75,274.0,368.81,140.82,485.7,29.81,22.9,3.88,1.72,0.18,1.92,,58.08,0.5,235.5,2.0,989.25,14.79,
2018-02-08 20:00:00,2018-02-08 21:00:00,117.92,342.0,466.25,148.44,,31.67,18.77,4.73,1.34,1.19,3.12,,66.83,0.32,216.42,2.0,990.0,13.56,
2018-02-08 21:00:00,2018-02-08 22:00:00,143.92,379.0,454.93,143.67,,38.73,22.58,5.1,1.64,1.1,5.34,,73.92,0.45,223.08,2.0,990.0,12.96,
2018-02-08 22:00:00,2018-02-08 23:00:00,197.33,431.0,,145.2,,39.96,18.43,5.67,1.68,2.39,5.75,,83.25,0.48,220.42,2.0,990.0,11.8,
2018-02-08 23:00:00,2018-02-09 00:00:00,234.08,488.0,463.11,123.41,,41.56,15.86,5.29,1.46,1.52,7.98,,89.25,0.36,219.0,2.0,990.08,11.03,
2018-02-09 00:00:00,2018-02-09 01:00:00,252.58,464.0,472.91,126.93,,45.62,16.55,5.59,1.82,1.18,9.23,,92.75,0.45,223.67,2.0,990.0,10.53,
2018-02-09 01:00:00,2018-02-09 02:00:00,296.17,503.0,155.47,106.7,56.79,21.66,3.53,5.26,3.5,8.04,2.66,,95.83,0.51,237.33,2.0,990.0,9.91,
2018-02-09 02:00:00,2018-02-09 03:00:00,359.58,555.0,318.85,98.45,473.7,9.12,8.94,3.4,1.52,1.27,8.85,,98.33,0.48,239.5,2.0,990.0,9.41,
2018-02-09 03:00:00,2018-02-09 04:00:00,369.58,566.0,276.02,86.66,458.38,63.08,11.75,4.22,1.43,1.39,7.44,,99.25,0.6,232.75,2.0,990.0,9.13,
2018-02-09 04:00:00,2018-02-09 05:00:00,375.5,566.0,148.47,85.65,288.31,55.88,7.47,2.97,1.56,3.04,4.05,,97.92,0.7,224.42,2.0,990.0,9.16,
2018-02-09 05:00:00,2018-02-09 06:00:00,357.67,549.0,124.25,76.27,245.26,63.59,12.89,2.49,1.12,0.88,4.22,,99.0,0.63,230.75,2.0,990.0,8.76,
2018-02-09 06:00:00,2018-02-09 07:00:00,310.17,458.0,96.48,61.42,192.72,52.4,14.05,2.08,0.89,0.34,2.99,,99.58,0.53,220.92,2.0,990.0,8.42,
2018-02-09 07:00:00,2018-02-09 08:00:00,268.42,394.0,227.27,62.33,328.24,45.19,14.32,2.72,1.75,0.23,2.05,,100.0,0.51,217.0,17.25,991.0,8.28,
2018-02-09 08:00:00,2018-02-09 09:00:00,273.25,431.0,270.22,90.89,390.13,53.13,18.93,2.97,1.32,0.29,1.97,,85.5,0.5,220.5,122.33,991.83,11.68,
2018-02-09 09:00:00,2018-02-09 10:00:00,309.75,497.0,131.9,134.02,309.15,57.58,27.85,2.79,4.94,0.3,2.13,,63.42,0.48,198.25,195.83,992.75,16.28,
2018-02-09 10:00:00,2018-02-09 11:00:00,349.36,575.0,24.94,101.17,114.02,48.04,42.48,1.59,43.57,0.43,1.93,,45.67,0.69,246.0,178.08,993.0,18.95,
2018-02-09 11:00:00,2018-02-09 12:00:00,219.17,392.0,6.69,75.24,72.78,48.19,35.54,1.34,89.33,0.57,1.4,,32.58,0.81,248.42,270.42,992.33,20.98,
2018-02-09 12:00:00,2018-02-09 13:00:00,161.55,310.0,4.72,64.7,61.64,42.14,43.25,1.11,107.62,0.47,1.35,,23.67,0.74,266.36,524.82,991.82,22.78,
2018-02-09 13:00:00,2018-02-09 14:00:00,126.75,263.0,2.4,49.07,48.53,35.46,31.88,1.02,130.59,0.2,1.48,,22.33,0.92,245.58,535.0,990.83,23.94,
2018-02-09 14:00:00,2018-02-09 15:00:00,111.17,221.0,1.85,41.19,40.48,30.19,23.1,0.97,126.35,0.2,1.69,,23.0,1.04,250.25,434.0,990.0,24.08,
2018-02-09 15:00:00,2018-02-09 16:00:00,99.92,188.0,1.8,36.28,35.95,28.28,19.21,0.88,112.47,0.16,1.37,,22.33,0.91,251.83,322.58,989.5,23.92,
2018-02-09 16:00:00,2018-02-09 17:00:00,84.33,244.0,6.0,45.94,42.89,24.7,15.48,0.87,87.9,0.25,1.22,,24.58,0.98,265.83,124.67,989.0,22.93,
2018-02-09 17:00:00,2018-02-09 18:00:00,74.75,172.0,2.29,71.78,69.31,26.17,18.27,0.98,62.07,0.2,1.33,,29.08,0.86,260.33,27.58,989.5,21.41,
2018-02-09 18:00:00,2018-02-09 19:00:00,74.92,188.0,91.16,135.51,253.17,28.34,22.82,1.86,2.44,0.1,1.51,,46.33,0.39,181.33,2.92,990.0,17.69,
2018-02-09 19:00:00,2018-02-09 20:00:00,102.5,290.0,327.76,157.05,325.33,31.21,24.93,4.52,1.88,0.36,1.97,,60.92,0.3,193.58,2.0,990.67,15.25,
2018-02-09 20:00:00,2018-02-09 21:00:00,141.67,409.0,,166.7,40.98,36.08,20.02,5.92,1.83,1.77,2.84,,71.33,0.38,182.17,2.0,991.0,13.84,
2018-02-09 21:00:00,2018-02-09 22:00:00,183.0,439.0,,34.5,39.65,27.97,0.87,6.86,1.66,5.12,1.31,,79.58,0.51,192.58,2.0,991.83,12.85,
2018-02-09 22:00:00,2018-02-09 23:00:00,208.0,472.0,,,41.91,25.82,1.5,7.66,1.59,5.3,1.43,,86.67,0.56,233.17,2.0,992.0,12.06,
2018-02-09 23:00:00,2018-02-10 00:00:00,246.0,505.0,,34.9,35.95,17.59,1.54,7.34,1.76,5.47,1.29,,91.92,0.48,239.92,2.0,992.75,11.23,
2018-02-10 00:00:00,2018-02-10 01:00:00,244.0,461.0,,40.6,38.45,16.44,1.07,6.98,2.04,5.81,1.33,,95.08,0.41,201.83,2.0,992.17,10.54,
2018-02-10 01:00:00,2018-02-10 02:00:00,262.0,450.0,,39.02,19.75,1.98,5.93,7.15,3.4,1.82,1.4,,97.67,0.37,230.5,2.0,992.0,10.02,
2018-02-10 02:00:00,2018-02-10 03:00:00,255.0,455.0,,106.6,50.6,3.81,5.97,4.6,2.1,1.83,4.15,,99.42,0.51,234.0,2.0,992.0,9.41,
2018-02-10 03:00:00,2018-02-10 04:00:00,256.0,447.0,,107.14,44.85,40.21,11.59,5.97,2.0,1.72,6.08,,99.67,0.35,194.25,2.0,992.0,8.99,
2018-02-10 04:00:00,2018-02-10 05:00:00,248.0,401.0,457.06,94.27,,42.98,10.38,5.04,1.49,1.78,6.2,,100.0,0.41,205.83,2.0,992.08,8.58,
2018-02-10 05:00:00,2018-02-10 06:00:00,223.0,354.0,445.39,73.05,,40.52,12.42,5.1,1.57,1.24,7.03,,100.0,0.39,204.08,2.0,992.58,8.41,
2018-02-10 06:00:00,2018-02-10 07:00:00,233.0,357.0,,73.63,,38.29,16.53,5.82,2.3,0.7,8.02,,100.0,0.51,238.0,2.0,993.0,8.24,
2018-02-10 07:00:00,2018-02-10 08:00:00,260.0,417.0,,72.83,36.78,27.77,9.61,6.17,1.72,4.05,5.15,,100.0,0.47,252.25,17.0,993.92,8.34,
2018-02-10 08:00:00,2018-02-10 09:00:00,328.0,492.0,,,46.4,20.33,0.84,6.96,1.85,10.18,1.34,,88.42,0.24,208.17,116.67,994.83,12.13,
2018-02-10 09:00:00,2018-02-10 10:00:00,342.0,638.0,236.16,171.76,176.8,44.99,22.64,4.63,3.6,2.73,9.45,,57.67,0.81,261.25,202.42,995.0,17.34,
2018-02-10 10:00:00,2018-02-10 11:00:00,306.0,536.0,36.08,120.31,140.34,52.79,28.63,2.14,43.99,0.98,6.48,,43.33,0.89,237.25,186.58,995.58,19.41,
2018-02-10 11:00:00,2018-02-10 12:00:00,250.0,484.0,7.72,99.12,102.04,56.03,34.64,1.92,106.43,0.74,3.58,,32.83,0.57,295.67,260.0,995.0,21.97,
2018-02-10 12:00:00,2018-02-10 13:00:00,206.0,404.0,4.04,85.88,84.72,48.26,35.32,1.57,131.87,0.29,2.63,,25.17,0.61,201.58,417.17,994.33,24.04,
2018-02-10 13:00:00,2018-02-10 14:00:00,177.0,361.0,3.04,72.94,71.52,40.68,28.92,1.29,147.25,0.2,2.08,,20.33,0.98,149.25,393.33,993.25,24.61,
2018-02-10 14:00:00,2018-02-10 15:00:00,129.0,249.0,1.57,46.03,44.46,27.65,20.5,0.98,152.17,0.13,1.59,,16.0,0.77,124.25,386.17,992.58,25.58,
2018-02-10 15:00:00,2018-02-10 16:00:00,94.0,201.0,1.22,59.58,56.56,32.84,32.53,1.26,165.72,0.14,1.61,,20.83,1.37,12.0,209.0,991.92,24.6,
2018-02-10 16:00:00,2018-02-10 17:00:00,130.0,345.0,9.27,66.3,58.46,27.17,22.63,0.94,105.97,0.46,1.59,,20.25,1.17,6.91,96.42,991.0,24.0,
2018-02-10 17:00:00,2018-02-10 18:00:00,90.0,260.0,18.43,109.86,127.34,27.2,21.48,1.18,39.52,0.24,1.49,,31.0,0.38,166.67,29.25,991.42,21.52,
2018-02-10 18:00:00,2018-02-10 19:00:00,85.0,315.0,218.75,147.15,385.22,34.35,22.41,2.81,4.8,0.36,1.72,,47.0,0.34,150.17,3.25,992.0,18.22,
2018-02-10 19:00:00,2018-02-10 20:00:00,106.0,322.0,484.95,168.42,38.32,31.93,13.93,5.44,4.01,1.78,1.59,,60.25,0.38,230.92,1.92,992.58,15.92,
2018-02-10 20:00:00,2018-02-10 21:00:00,140.0,462.0,,35.33,39.33,23.03,1.46,6.94,4.18,4.08,1.03,,71.5,0.33,197.33,1.75,993.0,14.59,
2018-02-10 21:00:00,2018-02-10 22:00:00,180.0,506.0,,,45.47,31.79,0.5,7.83,4.79,5.91,1.17,,75.83,0.37,221.17,2.0,993.67,14.17,
2018-02-10 22:00:00,2018-02-10 23:00:00,205.0,475.0,,37.63,29.92,9.56,3.98,8.54,4.93,2.79,1.2,,82.0,0.42,242.92,1.92,994.0,13.66,
2018-02-10 23:00:00,2018-02-11 00:00:00,238.0,550.0,,,37.92,17.85,1.0,8.1,3.51,5.54,1.23,,85.25,0.24,203.67,2.0,994.0,12.98,
2018-02-11 00:00:00,2018-02-11 01:00:00,227.0,482.0,,,43.04,16.28,0.54,7.58,2.46,5.91,1.28,,87.17,0.38,178.0,2.0,994.0,12.3,
2018-02-11 01:00:00,2018-02-11 02:00:00,239.0,428.0,,50.84,20.11,3.03,4.79,7.16,4.75,1.98,1.15,,89.17,0.4,213.5,1.83,994.0,11.75,
2018-02-11 02:00:00,2018-02-11 03:00:00,268.0,469.0,,122.0,48.9,3.9,4.7,4.75,2.24,1.93,1.1,,92.5,0.35,200.33,2.0,993.67,11.42,
2018-02-11 03:00:00,2018-02-11 04:00:00,271.0,448.0,,114.5,54.02,40.48,6.92,5.86,1.49,2.57,3.51,,92.67,0.34,211.42,2.0,993.0,11.13,
2018-02-11 04:00:00,2018-02-11 05:00:00,235.0,370.0,402.26,96.55,,48.87,7.27,4.34,1.15,1.16,4.15,,92.83,0.32,172.92,2.0,993.0,10.47,
2018-02-11 05:00:00,2018-02-11 06:00:00,224.0,353.0,260.32,80.47,433.34,50.61,9.38,3.01,1.31,0.81,3.65,,87.75,0.37,134.25,2.0,993.0,10.77,
2018-02-11 06:00:00,2018-02-11 07:00:00,222.0,337.0,373.85,80.77,320.1,44.66,11.31,3.52,1.71,0.6,2.77,,90.75,0.38,169.58,2.0,993.0,10.46,
2018-02-11 07:00:00,2018-02-11 08:00:00,237.0,372.0,435.56,76.65,,42.38,14.27,4.18,1.57,0.4,2.73,,92.5,0.43,249.33,13.25,993.5,10.48,
2018-02-11 08:00:00,2018-02-11 09:00:00,246.0,387.0,422.25,93.42,,44.42,17.09,4.58,2.24,0.4,2.81,,79.0,0.52,159.08,86.75,994.25,13.31,
2018-02-11 09:00:00,2018-02-11 10:00:00,243.0,398.0,273.99,134.93,319.9,45.69,31.27,3.61,4.83,0.4,2.88,,51.17,0.46,178.25,202.67,994.58,18.55,
2018-02-11 10:00:00,2018-02-11 11:00:00,219.0,405.0,35.77,96.87,123.85,45.68,38.56,1.75,33.71,0.43,2.26,,31.17,1.11,100.0,198.67,994.25,21.94,
2018-02-11 11:00:00,2018-02-11 12:00:00,141.0,279.0,11.92,79.38,89.9,46.99,48.39,1.22,62.07,0.34,1.58,,25.33,0.93,102.5,227.58,994.0,23.64,
2018-02-11 12:00:00,2018-02-11 13:00:00,127.0,288.0,6.5,68.49,72.19,40.49,44.6,1.05,78.71,0.11,1.4,,23.58,1.11,150.58,283.25,993.33,24.57,
2018-02-11 13:00:00,2018-02-11 14:00:00,99.0,272.0,3.33,47.66,48.59,34.28,38.77,0.92,98.7,0.1,1.28,,22.58,1.7,137.75,268.42,991.83,24.7,
2018-02-11 14:00:00,2018-02-11 15:00:00,84.0,342.0,3.41,44.09,30.09,23.3,20.12,0.64,78.8,0.21,0.96,,27.08,1.74,114.9,287.0,990.9,24.64,
2018-02-11 15:00:00,2018-02-11 16:00:00,80.36,302.91,25.64,40.68,16.12,13.61,4.93,0.22,22.28,0.52,0.54,,29.58,1.82,111.42,193.0,990.0,23.56,
2018-02-11 16:00:00,2018-02-11 17:00:00,82.73,285.5,6.95,39.48,32.85,25.16,12.81,0.6,38.05,0.2,0.76,,34.33,1.57,110.58,118.17,990.0,22.12,
2018-02-11 17:00:00,2018-02-11 18:00:00,69.25,244.0,4.18,55.67,57.13,33.34,19.07,0.84,30.5,0.1,0.84,,38.67,1.18,110.5,30.75,990.0,20.72,
2018-02-11 18:00:00,2018-02-11 19:00:00,68.0,230.0,11.4,85.42,94.7,32.75,18.57,1.16,7.45,0.1,1.04,,50.5,0.65,96.75,2.83,990.0,18.32,
2018-02-11 19:00:00,2018-02-11 20:00:00,90.0,267.18,27.98,88.83,121.28,37.52,19.34,1.37,2.06,0.1,1.19,,60.33,0.55,87.17,2.0,990.83,17.25,
2018-02-11 20:00:00,2018-02-11 21:00:00,108.5,261.91,84.83,90.26,202.46,39.2,19.21,1.79,1.27,0.1,1.14,,67.17,0.38,106.67,2.0,992.08,16.34,
2018-02-11 21:00:00,2018-02-11 22:00:00,107.25,268.27,117.84,91.11,233.47,44.33,17.48,2.24,1.6,0.24,1.24,,72.08,0.46,92.25,2.0,993.17,16.02,
2018-02-11 22:00:00,2018-02-11 23:00:00,121.67,265.36,49.01,79.38,137.98,43.62,15.45,1.52,2.23,0.33,1.38,,75.42,0.67,105.67,2.0,993.83,15.87,
2018-02-11 23:00:00,2018-02-12 00:00:00,111.08,219.55,13.72,64.67,74.71,49.91,17.44,1.11,5.38,0.25,1.16,,75.92,0.91,112.92,2.0,993.25,16.03,
2018-02-12 00:00:00,2018-02-12 01:00:00,123.75,191.36,10.49,54.1,64.51,51.92,18.35,0.84,7.7,0.13,1.01,,77.92,0.97,122.92,2.0,993.0,15.6,
2018-02-12 01:00:00,2018-02-12 02:00:00,108.5,169.0,6.72,43.19,43.9,47.12,17.42,0.79,12.07,0.17,0.87,,78.25,0.98,98.58,2.0,992.58,15.41,
2018-02-12 02:00:00,2018-02-12 03:00:00,91.42,150.64,2.4,47.52,23.59,18.9,6.98,0.33,9.92,0.1,0.82,,83.0,0.88,113.08,2.0,992.08,14.9,
2018-02-12 03:00:00,2018-02-12 04:00:00,68.0,116.27,5.07,48.11,51.42,40.73,14.19,0.7,8.57,0.1,0.8,,82.67,0.77,78.67,2.0,992.0,14.62,
2018-02-12 04:00:00,2018-02-12 05:00:00,69.67,126.64,3.67,30.88,32.17,38.66,12.49,0.64,19.95,0.18,0.76,,77.08,1.0,87.25,2.0,991.75,14.42,
2018-02-12 05:00:00,2018-02-12 06:00:00,80.08,122.55,11.63,39.99,39.63,36.18,12.15,0.51,11.4,0.28,0.7,,75.42,0.63,109.08,2.0,992.08,14.38,
2018-02-12 06:00:00,2018-02-12 07:00:00,85.58,137.45,3.02,48.03,48.43,44.11,17.68,0.71,14.61,0.1,0.84,,72.83,1.16,107.0,2.0,993.0,14.66,
2018-02-12 07:00:00,2018-02-12 08:00:00,84.17,144.45,3.87,44.55,46.46,44.08,18.28,0.77,17.63,0.1,0.81,,72.0,1.13,128.08,8.33,993.25,15.15,
2018-02-12 08:00:00,2018-02-12 09:00:00,83.08,154.09,5.78,48.89,53.13,44.34,19.18,0.82,19.07,0.1,0.82,,71.25,1.28,133.17,26.67,994.33,15.65,
2018-02-12 09:00:00,2018-02-12 10:00:00,75.67,161.36,9.35,58.69,67.2,42.28,19.32,1.02,14.25,0.1,0.87,,67.92,1.01,111.67,35.0,995.42,16.27,
2018-02-12 10:00:00,2018-02-12 11:00:00,79.58,193.82,8.86,38.94,45.55,37.33,17.37,0.75,27.85,0.19,0.88,,61.25,1.84,110.92,130.33,996.0,17.65,
2018-02-12 11:00:00,2018-02-12 12:00:00,69.0,233.36,10.08,28.42,33.25,35.23,16.38,0.53,29.62,0.28,0.73,,62.75,1.99,105.17,248.83,996.0,19.0,
2018-02-12 12:00:00,2018-02-12 13:00:00,76.25,247.91,5.97,27.21,31.1,38.83,20.23,0.64,36.54,0.16,0.77,,66.08,1.96,107.83,241.0,996.0,19.3,
2018-02-12 13:00:00,2018-02-12 14:00:00,78.83,238.09,8.59,30.37,35.05,37.91,17.77,0.59,33.34,0.22,0.73,,67.0,1.75,101.08,204.83,995.0,19.31,
2018-02-12 14:00:00,2018-02-12 15:00:00,74.42,159.73,7.64,29.6,33.77,38.65,17.5,0.6,33.38,0.25,0.83,,68.92,1.87,93.42,256.0,995.0,19.29,
2018-02-12 15:00:00,2018-02-12 16:00:00,72.17,176.55,8.65,26.41,31.27,35.02,14.38,0.65,36.99,0.33,0.85,,71.08,1.82,93.58,181.17,995.0,18.76,
2018-02-12 16:00:00,2018-02-12 17:00:00,68.33,209.91,4.73,27.6,29.34,35.12,14.15,0.61,30.88,0.2,0.95,,77.33,1.64,91.5,50.92,995.25,17.81,
2018-02-12 17:00:00,2018-02-12 18:00:00,68.0,162.09,4.83,31.34,32.64,33.92,14.03,0.64,27.35,0.18,0.95,,78.67,1.55,91.25,24.0,995.83,17.35,
2018-02-12 18:00:00,2018-02-12 19:00:00,53.33,121.55,6.07,39.79,40.97,31.14,13.36,0.76,21.18,0.18,0.95,,83.5,1.37,99.58,3.0,996.0,16.36,
2018-02-12 19:00:00,2018-02-12 20:00:00,52.0,104.36,8.96,61.57,69.35,35.45,13.99,1.04,7.53,0.1,1.07,,87.58,1.1,103.08,2.0,996.5,15.65,
2018-02-12 20:00:00,2018-02-12 21:00:00,54.75,95.73,17.97,65.04,85.23,33.43,14.12,1.23,2.81,0.1,1.12,,91.67,0.56,102.25,2.0,997.0,15.02,
2018-02-12 21:00:00,2018-02-12 22:00:00,66.92,114.09,20.85,65.42,82.31,34.3,13.06,1.18,2.18,0.2,1.16,,94.75,0.54,107.67,2.0,997.92,14.57,
2018-02-12 22:00:00,2018-02-12 23:00:00,69.83,113.27,41.78,58.02,112.35,37.97,12.34,1.29,1.72,0.27,1.01,,99.17,0.3,98.58,2.0,998.0,13.86,
2018-02-12 23:00:00,2018-02-13 00:00:00,80.08,132.09,105.96,55.43,200.33,37.05,14.88,1.46,2.11,0.1,1.21,,100.0,0.27,117.33,2.0,998.0,13.03,
2018-02-13 00:00:00,2018-02-13 01:00:00,89.25,148.55,179.5,52.08,282.23,38.37,14.63,1.71,2.43,0.21,1.33,,100.0,0.32,131.33,2.0,998.5,12.74,
2018-02-13 01:00:00,2018-02-13 02:00:00,98.25,171.82,121.9,185.42,178.02,28.05,8.08,1.65,97.67,0.8,1.04,,100.0,0.28,148.33,2.0,998.0,12.47,
2018-02-13 02:00:00,2018-02-13 03:00:00,107.25,194.91,193.93,48.2,316.63,16.55,8.13,1.45,2.41,0.3,1.6,,100.0,0.23,148.75,2.0,998.0,12.12,
2018-02-13 03:00:00,2018-02-13 04:00:00,112.58,200.64,185.19,47.36,285.53,34.53,14.87,1.49,2.44,0.23,1.57,,100.0,0.29,191.33,2.0,998.0,11.67,
2018-02-13 04:00:00,2018-02-13 05:00:00,100.17,183.73,158.71,37.7,258.63,38.19,12.8,1.45,3.31,0.37,1.5,,100.0,0.39,206.17,2.0,998.0,11.16,
2018-02-13 05:00:00,2018-02-13 06:00:00,99.0,160.18,202.89,29.64,313.35,38.1,15.33,1.69,8.01,0.1,1.74,,100.0,0.4,212.33,1.92,998.17,10.71,
2018-02-13 06:00:00,2018-02-13 07:00:00,94.42,150.73,215.32,31.6,332.7,38.89,16.08,1.72,4.07,0.1,1.78,,100.0,0.48,215.33,2.0,999.0,10.63,
2018-02-13 07:00:00,2018-02-13 08:00:00,94.92,140.91,220.07,65.1,220.34,33.54,13.23,1.73,3.72,0.37,1.48,,100.0,0.31,103.58,19.0,999.64,11.0,
2018-02-13 08:00:00,2018-02-13 09:00:00,94.08,159.09,306.77,78.23,415.41,44.32,19.65,2.52,11.5,0.14,1.79,,97.67,0.56,112.17,120.64,1000.0,13.83,
2018-02-13 09:00:00,2018-02-13 10:00:00,140.75,261.91,97.58,96.4,226.27,46.41,19.98,1.58,6.32,0.37,1.88,,80.92,0.5,170.75,231.73,,16.87,
2018-02-13 10:00:00,2018-02-13 11:00:00,112.92,221.09,57.46,110.46,160.32,44.95,19.0,1.36,15.02,0.41,1.5,,71.33,0.68,178.92,203.45,,18.78,
2018-02-13 11:00:00,2018-02-13 12:00:00,191.58,216.0,25.34,105.96,133.22,62.47,24.76,1.71,52.79,0.28,1.56,,70.33,1.22,103.36,268.82,,19.06,
2018-02-13 12:00:00,2018-02-13 13:00:00,210.92,334.0,9.11,59.26,67.33,53.61,25.41,1.11,69.9,0.2,1.73,,60.0,0.95,198.92,445.73,,21.23,
2018-02-13 13:00:00,2018-02-13 14:00:00,125.83,207.64,3.66,44.27,45.91,50.6,23.8,0.88,82.44,0.13,1.33,,53.5,0.78,214.75,469.25,999.33,22.89,
2018-02-13 14:00:00,2018-02-13 15:00:00,92.33,159.55,2.69,43.67,43.98,51.4,24.41,0.87,89.91,0.1,1.33,,52.17,0.95,260.75,378.67,998.5,23.27,
2018-02-13 15:00:00,2018-02-13 16:00:00,101.92,187.82,2.03,47.8,46.83,49.7,26.58,0.91,93.87,0.28,1.62,,53.67,0.85,261.33,244.5,998.0,23.29,
2018-02-13 16:00:00,2018-02-13 17:00:00,106.67,206.45,5.45,43.62,43.17,41.98,19.23,0.74,65.91,0.33,1.73,,60.17,0.97,257.0,109.0,997.33,22.09,
2018-02-13 17:00:00,2018-02-13 18:00:00,99.67,190.73,6.73,48.95,47.29,39.88,17.99,0.72,51.68,0.26,1.43,,55.25,1.27,266.33,32.75,997.0,20.96,
