From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (ug/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2020-07-08 15:00:00,2020-07-08 16:00:00,27.0,46.0,5.85,8.7,9.4,51.58,7.5,0.5,59.88,2.25,15.17,,58.4,1.85,305.18,85.88,776.85,,38.92,0.0
2020-07-08 16:00:00,2020-07-08 17:00:00,23.0,42.0,5.45,8.97,9.2,52.43,8.28,0.53,68.45,2.45,15.68,,57.17,2.02,304.98,84.2,778.62,,38.92,0.0
2020-07-08 17:00:00,2020-07-08 18:00:00,25.0,44.0,3.77,9.78,8.3,50.85,8.93,0.6,48.62,2.55,17.07,,63.9,2.9,301.7,80.48,790.25,,37.08,0.0
2020-07-08 18:00:00,2020-07-08 19:00:00,23.0,39.0,5.08,11.93,10.47,45.7,8.85,0.72,33.1,2.38,16.55,,68.12,1.77,301.82,77.7,806.45,,35.4,0.0
2020-07-08 19:00:00,2020-07-08 20:00:00,18.0,38.0,6.35,13.4,12.33,42.75,9.83,0.95,21.95,2.4,17.6,,68.88,1.35,299.27,75.7,810.85,,35.23,0.0
2020-07-08 20:00:00,2020-07-08 21:00:00,17.0,42.0,7.25,13.73,13.2,41.0,9.57,1.2,6.1,2.53,18.82,,72.33,0.8,297.42,73.7,819.83,,34.8,0.0
2020-07-08 21:00:00,2020-07-08 22:00:00,23.0,46.0,6.08,14.1,12.45,39.73,10.47,1.0,10.9,2.6,19.6,,75.25,0.8,297.5,71.88,822.3,,34.42,0.0
2020-07-08 22:00:00,2020-07-08 23:00:00,20.0,42.0,6.7,11.23,11.43,36.38,9.72,0.8,11.03,2.4,20.12,,76.88,0.95,296.77,70.35,823.2,,34.2,0.0
2020-07-08 23:00:00,2020-07-09 00:00:00,23.0,44.0,6.4,11.3,11.25,35.85,11.87,0.6,22.45,2.42,21.2,,73.8,1.25,296.07,69.35,834.15,,34.38,0.0
2020-07-09 00:00:00,2020-07-09 01:00:00,24.0,53.0,6.8,9.45,10.6,37.85,10.02,0.53,12.7,2.1,25.47,,76.83,0.6,297.2,69.05,836.08,,33.95,0.0
2020-07-09 01:00:00,2020-07-09 02:00:00,22.0,42.0,7.53,10.62,11.75,42.02,8.03,0.57,5.0,2.05,28.75,,79.7,0.95,296.32,69.53,820.4,,33.68,0.0
2020-07-09 02:00:00,2020-07-09 03:00:00,23.0,48.0,6.6,5.6,8.4,60.9,8.9,0.5,9.08,1.92,31.0,,82.03,0.85,296.35,68.8,831.12,,33.45,0.0
2020-07-09 03:00:00,2020-07-09 04:00:00,,,6.35,7.12,8.97,53.97,8.38,0.5,5.2,1.98,32.12,,83.9,0.8,296.32,68.05,832.95,,33.23,0.0
2020-07-09 04:00:00,2020-07-09 05:00:00,,,7.7,8.15,10.65,46.35,12.72,0.6,7.9,1.9,32.4,,80.33,1.67,296.05,67.77,841.08,,33.73,0.0
2020-07-09 05:00:00,2020-07-09 06:00:00,59.0,72.0,7.12,5.72,8.85,43.95,17.4,0.8,11.37,1.85,31.6,,79.0,1.48,296.05,68.28,844.88,,33.95,0.0
2020-07-09 06:00:00,2020-07-09 07:00:00,55.0,101.0,7.9,7.88,10.62,44.9,22.35,0.9,6.03,1.92,30.38,,76.83,0.75,298.38,72.95,832.12,,34.6,0.0
2020-07-09 07:00:00,2020-07-09 08:00:00,96.0,107.0,7.95,8.57,11.05,45.2,24.12,0.8,14.38,2.17,30.25,,71.88,1.67,307.93,80.03,821.35,,35.83,0.0
2020-07-09 08:00:00,2020-07-09 09:00:00,97.0,116.0,6.45,12.07,11.7,43.95,22.12,0.67,29.45,2.4,30.35,,65.65,1.2,304.25,82.83,824.58,,37.33,0.0
2020-07-09 09:00:00,2020-07-09 10:00:00,66.0,72.0,6.32,10.33,10.68,42.48,15.6,0.65,57.33,2.35,29.2,,59.8,1.07,303.52,84.42,803.35,,38.73,0.0
2020-07-09 10:00:00,2020-07-09 11:00:00,47.0,55.0,6.53,8.7,9.97,45.13,14.43,0.6,89.55,2.23,27.3,,60.03,1.6,299.73,85.3,817.8,,38.67,0.0
2020-07-09 11:00:00,2020-07-09 12:00:00,55.33,78.0,4.95,9.55,9.1,52.58,13.77,0.6,101.55,2.0,20.43,,56.95,1.5,302.35,86.53,803.4,,39.58,0.0
2020-07-09 12:00:00,2020-07-09 13:00:00,51.5,77.25,6.6,21.18,16.65,56.78,13.33,0.55,128.9,1.7,16.95,,53.3,1.45,309.55,83.85,803.2,,40.6,0.0
2020-07-09 13:00:00,2020-07-09 14:00:00,49.5,74.75,6.0,14.95,12.85,50.73,12.55,0.5,,1.5,15.92,,54.08,1.32,312.65,79.62,815.67,,40.27,0.0
2020-07-09 14:00:00,2020-07-09 15:00:00,46.0,71.25,6.53,15.62,13.63,50.43,11.7,0.5,,1.3,15.45,,52.38,2.05,317.8,77.12,828.18,,40.67,0.0
2020-07-09 15:00:00,2020-07-09 16:00:00,38.75,59.75,6.1,14.5,12.7,48.4,11.1,0.5,115.73,1.23,14.82,,52.3,1.75,316.33,73.88,826.53,,40.53,0.0
2020-07-09 16:00:00,2020-07-09 17:00:00,34.5,52.0,,,,,,,114.65,1.1,14.05,,52.53,1.77,315.55,70.9,835.28,,40.33,0.0
2020-07-09 17:00:00,2020-07-09 18:00:00,31.5,54.0,,,,,,,94.42,0.88,52.58,,52.57,1.45,313.72,67.97,857.15,,40.4,0.0
2020-07-09 18:00:00,2020-07-09 19:00:00,25.75,42.75,5.57,17.55,13.9,37.42,9.6,0.53,86.1,1.12,57.48,,54.45,0.93,302.02,64.83,864.0,,39.48,0.0
2020-07-09 19:00:00,2020-07-09 20:00:00,24.75,47.75,6.65,23.02,17.65,34.17,9.9,0.78,58.23,1.1,50.67,,60.83,0.7,295.52,60.2,872.92,,38.08,0.0
2020-07-09 20:00:00,2020-07-09 21:00:00,30.75,56.25,9.28,25.53,21.15,34.27,9.3,1.05,25.7,1.35,51.38,,62.45,1.35,296.98,57.75,864.98,,37.47,0.0
2020-07-09 21:00:00,2020-07-09 22:00:00,25.25,55.75,10.88,28.28,23.9,33.85,9.47,1.32,9.47,1.42,50.75,,68.15,0.77,296.75,55.98,875.6,,36.6,0.0
2020-07-09 22:00:00,2020-07-09 23:00:00,30.25,56.5,11.88,26.08,23.55,33.23,9.95,1.35,3.65,1.75,49.88,,68.83,1.25,297.17,55.6,849.08,,36.43,0.0
2020-07-09 23:00:00,2020-07-10 00:00:00,33.0,70.75,14.55,26.95,26.2,29.98,9.93,1.0,4.97,1.9,48.17,,69.15,1.65,296.95,55.45,864.35,,36.28,0.0
2020-07-10 00:00:00,2020-07-10 01:00:00,27.5,66.25,12.15,21.5,21.32,28.97,8.0,0.6,15.03,1.9,46.67,,68.88,1.43,297.0,56.0,875.12,,35.98,0.0
2020-07-10 01:00:00,2020-07-10 02:00:00,21.25,47.0,12.95,19.98,21.2,29.8,7.25,0.5,11.7,1.95,45.1,,68.45,1.27,297.8,56.67,870.2,,36.05,0.0
2020-07-10 02:00:00,2020-07-10 03:00:00,23.0,46.5,9.3,23.4,20.0,39.8,7.4,0.5,11.68,1.87,42.9,,69.12,1.27,267.05,69.22,857.77,,35.9,0.0
2020-07-10 03:00:00,2020-07-10 04:00:00,16.0,38.0,12.97,20.85,21.65,35.12,6.65,0.5,9.07,1.73,40.78,,69.65,1.48,142.4,103.08,786.03,,35.72,0.0
2020-07-10 04:00:00,2020-07-10 05:00:00,13.25,41.25,11.1,19.7,19.55,35.25,6.67,0.43,22.08,1.65,38.73,,66.92,1.82,114.62,94.68,781.88,,35.9,0.0
2020-07-10 05:00:00,2020-07-10 06:00:00,13.25,33.25,9.6,15.25,15.95,39.3,6.5,0.38,30.12,1.32,36.12,,66.12,2.25,347.38,85.95,798.55,,35.9,0.0
2020-07-10 06:00:00,2020-07-10 07:00:00,11.5,35.25,9.9,16.88,17.05,41.48,7.8,0.4,18.92,1.23,33.53,,67.12,1.65,344.12,84.85,797.5,,35.88,0.0
2020-07-10 07:00:00,2020-07-10 08:00:00,15.75,43.25,10.93,14.12,16.45,40.17,8.8,0.45,18.7,1.2,32.15,,64.67,1.83,355.65,91.53,790.23,,37.12,0.0
2020-07-10 08:00:00,2020-07-10 09:00:00,24.25,54.5,9.05,15.57,15.65,37.92,9.03,0.5,36.27,1.15,31.27,,61.78,2.02,336.35,92.9,780.2,,38.4,0.0
2020-07-10 09:00:00,2020-07-10 10:00:00,26.25,51.75,8.02,14.53,14.25,37.25,9.48,0.5,53.47,1.15,29.93,,60.38,2.1,330.0,91.28,778.8,,39.05,0.0
2020-07-10 10:00:00,2020-07-10 11:00:00,31.0,56.0,7.22,16.3,14.6,37.42,12.32,0.47,68.53,1.1,28.2,,58.58,2.17,335.6,90.9,782.5,,39.53,0.0
2020-07-10 11:00:00,2020-07-10 12:00:00,32.5,51.25,8.65,14.45,14.75,37.27,9.87,0.4,75.53,1.15,26.72,,56.57,2.48,335.07,88.98,786.2,,39.8,0.0
2020-07-10 12:00:00,2020-07-10 13:00:00,27.0,45.75,8.55,14.9,14.93,42.12,9.48,0.4,81.12,1.05,25.23,,52.47,2.33,327.35,86.37,791.83,,41.02,0.0
2020-07-10 13:00:00,2020-07-10 14:00:00,24.0,45.0,6.67,15.1,13.47,48.12,10.22,0.4,86.68,1.02,24.2,,51.03,2.45,325.08,85.1,794.52,,41.35,0.0
2020-07-10 14:00:00,2020-07-10 15:00:00,22.5,45.5,6.45,14.58,13.02,51.4,9.65,0.4,90.12,0.95,23.1,,50.32,2.17,325.12,84.12,798.85,,41.58,0.0
2020-07-10 15:00:00,2020-07-10 16:00:00,17.75,46.25,7.12,15.22,13.9,50.3,9.17,0.4,91.75,0.8,22.35,,49.83,2.3,325.17,83.25,801.27,,41.67,0.0
2020-07-10 16:00:00,2020-07-10 17:00:00,17.5,43.25,8.5,16.67,15.75,50.67,9.45,0.35,94.1,0.75,20.15,,49.23,2.25,325.43,81.62,802.95,,41.4,0.0
2020-07-10 17:00:00,2020-07-10 18:00:00,22.0,42.25,7.25,16.02,14.43,48.77,9.37,0.38,94.03,0.68,14.7,,50.8,1.9,328.58,80.12,801.3,,41.07,0.0
2020-07-10 18:00:00,2020-07-10 19:00:00,31.0,46.0,5.88,18.35,14.55,42.1,9.18,0.45,83.3,0.75,12.98,,53.53,1.57,324.4,78.33,820.05,,39.95,0.0
2020-07-10 19:00:00,2020-07-10 20:00:00,24.0,61.0,7.2,17.15,14.97,38.12,8.93,0.57,66.6,0.97,13.22,,56.4,0.9,316.0,76.67,818.43,,38.77,0.0
2020-07-10 20:00:00,2020-07-10 21:00:00,27.0,57.0,10.7,16.6,17.55,38.1,9.52,0.75,55.23,1.22,15.72,,57.8,1.35,316.18,75.6,822.58,,38.67,0.0
2020-07-10 21:00:00,2020-07-10 22:00:00,42.0,106.0,7.7,16.25,14.95,36.8,9.8,0.58,62.2,1.3,17.5,,63.8,2.4,315.52,73.72,816.17,,36.85,0.0
2020-07-10 22:00:00,2020-07-10 23:00:00,20.0,41.0,7.38,20.07,16.73,33.45,8.8,0.68,34.5,1.3,17.4,,69.1,2.05,312.12,71.12,817.55,,35.35,0.0
2020-07-10 23:00:00,2020-07-11 00:00:00,24.0,42.0,10.62,22.85,20.83,34.88,8.6,0.67,9.78,1.45,18.7,,66.4,1.55,309.35,68.83,831.8,,35.55,0.0
2020-07-11 00:00:00,2020-07-11 01:00:00,27.0,61.0,11.2,25.55,22.77,35.75,7.55,0.62,3.55,1.55,19.55,,68.95,1.25,308.73,66.7,829.5,,35.12,0.0
2020-07-11 01:00:00,2020-07-11 02:00:00,23.0,62.0,10.45,14.17,16.05,39.92,6.97,0.35,74.0,1.38,17.82,,75.38,7.8,303.43,65.62,847.2,,32.88,0.0
2020-07-11 02:00:00,2020-07-11 03:00:00,8.0,99.0,3.4,12.2,9.2,49.8,6.5,0.2,69.33,0.88,10.65,,83.45,5.52,302.25,65.05,840.08,,31.65,3.75
2020-07-11 03:00:00,2020-07-11 04:00:00,5.0,11.0,7.1,12.4,12.4,40.95,7.45,0.2,67.88,0.65,9.2,,82.58,4.08,300.93,64.45,850.42,,31.5,0.12
2020-07-11 04:00:00,2020-07-11 05:00:00,2.0,8.0,5.67,10.6,10.3,34.53,6.48,0.25,65.93,0.45,8.47,,84.28,3.88,300.48,64.8,833.7,,31.5,1.0
2020-07-11 05:00:00,2020-07-11 06:00:00,6.0,11.0,7.53,8.78,10.8,33.95,7.4,0.42,62.55,0.6,8.72,,82.6,1.55,299.73,64.88,855.92,,31.68,0.0
2020-07-11 06:00:00,2020-07-11 07:00:00,6.0,9.0,6.55,10.2,10.78,35.38,7.92,0.4,60.5,0.62,9.85,,80.35,1.83,300.35,67.58,842.17,,31.9,0.0
2020-07-11 07:00:00,2020-07-11 08:00:00,,,8.22,10.2,12.18,35.25,7.72,0.3,64.62,0.65,10.38,,77.8,3.5,301.15,71.05,843.65,,32.35,0.0
2020-07-11 08:00:00,2020-07-11 09:00:00,,,7.53,9.7,11.28,33.7,7.8,0.3,64.73,0.62,9.65,,79.2,3.17,235.25,75.62,834.83,,32.23,0.0
2020-07-11 09:00:00,2020-07-11 10:00:00,9.0,12.0,8.32,8.28,11.2,32.95,8.1,0.38,68.55,0.53,8.93,,73.5,1.8,199.05,94.25,808.8,,33.2,0.0
2020-07-11 10:00:00,2020-07-11 11:00:00,11.0,16.0,8.4,12.85,13.68,33.83,8.32,0.38,73.78,0.62,9.83,,62.8,2.15,336.43,88.0,806.65,,36.0,0.0
2020-07-11 11:00:00,2020-07-11 12:00:00,8.0,12.0,7.05,14.9,13.68,36.4,8.63,0.5,109.28,0.68,10.6,,56.25,1.95,322.7,87.1,815.6,,38.48,0.0
2020-07-11 12:00:00,2020-07-11 13:00:00,11.0,28.0,7.38,13.78,13.38,38.35,8.55,0.4,98.2,0.95,12.85,,53.03,1.8,314.25,87.67,812.45,,39.95,0.0
2020-07-11 13:00:00,2020-07-11 14:00:00,14.0,31.0,6.55,16.32,14.0,51.15,7.88,0.38,73.35,1.07,13.25,,57.12,1.5,321.85,88.18,819.88,,38.8,0.0
2020-07-11 14:00:00,2020-07-11 15:00:00,11.0,30.0,9.52,11.57,13.95,44.45,7.93,0.5,87.62,0.95,13.85,,52.58,1.52,325.8,83.85,847.85,,40.65,0.0
2020-07-11 15:00:00,2020-07-11 16:00:00,22.0,33.0,8.75,15.05,15.1,45.28,7.35,0.47,92.47,0.88,14.73,,51.75,1.38,316.12,84.42,837.6,,40.97,0.0
2020-07-11 16:00:00,2020-07-11 17:00:00,16.0,40.0,7.27,16.4,14.67,45.75,7.5,0.47,100.5,0.95,15.55,,51.18,1.05,313.82,83.02,804.17,,41.12,0.0
2020-07-11 17:00:00,2020-07-11 18:00:00,19.0,36.0,7.82,18.45,16.23,49.7,7.97,0.55,106.2,0.93,16.62,,52.15,1.0,313.7,81.35,811.77,,40.77,0.0
2020-07-11 18:00:00,2020-07-11 19:00:00,24.0,44.0,3.6,28.65,18.2,,8.45,0.5,91.05,1.1,18.2,,58.0,1.4,306.45,80.95,813.85,,39.55,0.0
2020-07-11 19:00:00,2020-07-11 20:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-11 20:00:00,2020-07-11 21:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-11 21:00:00,2020-07-11 22:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-11 22:00:00,2020-07-11 23:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-11 23:00:00,2020-07-12 00:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 00:00:00,2020-07-12 01:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 01:00:00,2020-07-12 02:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 02:00:00,2020-07-12 03:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 03:00:00,2020-07-12 04:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 04:00:00,2020-07-12 05:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 05:00:00,2020-07-12 06:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 06:00:00,2020-07-12 07:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 07:00:00,2020-07-12 08:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 08:00:00,2020-07-12 09:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 09:00:00,2020-07-12 10:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 10:00:00,2020-07-12 11:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 11:00:00,2020-07-12 12:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 12:00:00,2020-07-12 13:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 13:00:00,2020-07-12 14:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 14:00:00,2020-07-12 15:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 15:00:00,2020-07-12 16:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 16:00:00,2020-07-12 17:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 17:00:00,2020-07-12 18:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 18:00:00,2020-07-12 19:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 19:00:00,2020-07-12 20:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 20:00:00,2020-07-12 21:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 21:00:00,2020-07-12 22:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 22:00:00,2020-07-12 23:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-12 23:00:00,2020-07-13 00:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-13 00:00:00,2020-07-13 01:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-13 01:00:00,2020-07-13 02:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-13 02:00:00,2020-07-13 03:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-13 03:00:00,2020-07-13 04:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-13 04:00:00,2020-07-13 05:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-13 05:00:00,2020-07-13 06:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-13 06:00:00,2020-07-13 07:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-13 07:00:00,2020-07-13 08:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-13 08:00:00,2020-07-13 09:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-13 09:00:00,2020-07-13 10:00:00,,,,,,,,,,,,,,,,,,,,
2020-07-13 10:00:00,2020-07-13 11:00:00,35.0,66.0,8.2,27.47,21.27,,22.1,0.63,118.53,1.5,18.2,,52.53,2.2,329.33,44.83,936.0,,39.3,0.0
2020-07-13 11:00:00,2020-07-13 12:00:00,30.0,86.0,9.2,17.12,16.6,,18.9,0.62,125.75,1.45,10.7,,51.8,2.53,337.5,44.78,933.72,,39.4,0.0
2020-07-13 12:00:00,2020-07-13 13:00:00,38.0,79.0,6.35,13.15,12.18,,10.77,0.6,121.6,1.18,10.35,,49.88,2.83,329.62,43.38,943.22,,40.1,0.0
2020-07-13 13:00:00,2020-07-13 14:00:00,28.0,63.0,4.83,14.77,11.82,40.2,7.8,0.65,112.77,1.0,11.12,,48.85,2.33,330.45,43.35,930.6,,40.8,0.0
2020-07-13 14:00:00,2020-07-13 15:00:00,24.0,79.0,3.9,16.55,12.0,,7.63,0.6,104.53,0.72,8.8,,49.75,2.8,330.43,44.7,920.07,,40.6,0.0
2020-07-13 15:00:00,2020-07-13 16:00:00,25.0,94.0,8.0,13.5,13.65,40.15,6.2,0.6,89.43,0.62,7.85,,50.98,3.9,326.95,43.45,931.88,,39.98,0.0
2020-07-13 16:00:00,2020-07-13 17:00:00,27.0,132.0,7.97,15.12,14.57,36.77,6.17,0.7,86.62,0.4,7.35,,53.12,3.12,323.82,42.38,934.12,,39.38,0.0
2020-07-13 17:00:00,2020-07-13 18:00:00,27.5,125.0,6.92,14.7,13.53,33.35,5.97,0.77,77.3,4.6,47.9,,56.25,3.12,269.0,40.45,938.35,,38.38,0.0
2020-07-13 18:00:00,2020-07-13 19:00:00,29.0,128.0,5.35,11.47,10.57,36.43,7.15,0.9,67.1,10.6,44.82,,58.58,1.88,271.1,39.55,944.5,,37.68,0.0
2020-07-13 19:00:00,2020-07-13 20:00:00,,,6.68,18.18,15.15,34.73,7.5,1.0,60.62,13.12,41.67,,61.45,1.88,96.92,38.38,940.45,,37.18,0.0
2020-07-13 20:00:00,2020-07-13 21:00:00,36.0,193.0,7.25,17.0,15.05,33.33,7.88,1.2,48.9,12.52,50.9,,63.68,1.68,266.95,38.27,926.2,,36.67,0.0
2020-07-13 21:00:00,2020-07-13 22:00:00,36.75,194.5,9.75,13.57,15.18,35.12,7.6,1.23,40.0,12.38,64.7,,66.65,1.07,115.2,37.62,932.25,,36.28,0.0
2020-07-13 22:00:00,2020-07-13 23:00:00,38.75,194.25,7.62,15.12,14.2,35.08,7.17,1.42,20.78,12.62,72.2,,70.6,0.45,276.57,37.43,943.75,,35.62,0.0
2020-07-13 23:00:00,2020-07-14 00:00:00,38.0,187.75,11.12,15.95,17.6,32.5,7.47,1.63,3.23,12.53,78.18,,73.55,0.8,219.5,37.6,937.15,,35.2,0.0
2020-07-14 00:00:00,2020-07-14 01:00:00,36.25,204.0,18.3,15.23,23.05,33.25,7.72,0.78,2.52,12.3,81.82,,72.8,1.1,237.07,37.8,934.28,,35.2,0.0
2020-07-14 01:00:00,2020-07-14 02:00:00,30.0,169.75,20.15,16.25,25.18,36.95,8.3,0.6,3.4,12.15,84.88,,71.65,1.02,248.27,37.6,939.02,,35.25,0.0
2020-07-14 02:00:00,2020-07-14 03:00:00,53.25,154.75,21.6,7.8,21.6,47.3,8.3,0.7,1.73,12.25,88.03,,73.88,1.07,245.28,37.72,942.8,,34.92,0.0
2020-07-14 03:00:00,2020-07-14 04:00:00,105.75,196.75,23.08,13.15,25.62,37.52,8.47,0.55,2.8,12.07,88.28,,69.8,0.95,255.57,37.67,957.9,,35.08,0.0
2020-07-14 04:00:00,2020-07-14 05:00:00,25.25,97.5,24.12,12.68,26.45,36.92,8.4,0.5,3.98,11.53,89.18,,71.05,0.7,240.57,38.0,946.6,,34.62,0.0
2020-07-14 05:00:00,2020-07-14 06:00:00,20.75,92.25,25.2,12.5,27.02,39.3,8.53,0.58,2.78,11.1,90.05,,75.6,0.47,240.4,38.45,930.42,,34.0,0.0
2020-07-14 06:00:00,2020-07-14 07:00:00,24.5,102.75,27.43,14.1,29.95,40.65,8.22,0.82,2.58,11.15,91.0,,74.43,0.5,192.35,39.92,933.47,,34.48,0.0
2020-07-14 07:00:00,2020-07-14 08:00:00,26.75,110.25,30.02,12.88,31.33,38.8,9.03,0.7,5.58,11.2,91.0,,64.1,0.7,261.95,44.07,933.7,,36.98,0.0
2020-07-14 08:00:00,2020-07-14 09:00:00,22.25,103.5,26.95,10.88,27.8,39.12,10.6,0.7,15.38,10.95,91.1,,58.88,0.9,349.75,44.9,930.97,,38.32,0.0
2020-07-14 09:00:00,2020-07-14 10:00:00,30.0,119.75,23.8,13.98,26.8,40.67,10.9,0.7,32.25,10.95,91.98,,55.85,0.82,146.4,44.8,932.75,,39.33,0.0
2020-07-14 10:00:00,2020-07-14 11:00:00,33.5,131.0,19.12,18.25,25.25,43.28,10.85,0.7,60.0,10.92,92.2,,53.38,1.12,313.27,44.78,930.83,,40.27,0.0
2020-07-14 11:00:00,2020-07-14 12:00:00,34.75,147.25,11.03,19.2,19.15,46.85,11.33,0.7,98.62,10.95,91.5,,52.85,1.05,325.68,44.65,921.15,,40.78,0.0
2020-07-14 12:00:00,2020-07-14 13:00:00,34.5,176.75,6.27,15.37,13.28,49.8,10.8,0.7,104.85,,48.95,,51.8,1.38,183.0,43.62,921.45,,41.35,0.0
2020-07-14 13:00:00,2020-07-14 14:00:00,35.75,198.5,4.92,15.62,12.43,48.1,9.55,0.6,115.25,,,,49.65,1.25,343.27,43.7,923.4,,41.9,0.0
2020-07-14 14:00:00,2020-07-14 15:00:00,36.0,195.75,7.23,15.02,13.95,48.12,9.08,0.6,113.8,,,,50.0,2.2,346.52,43.83,923.15,,41.62,0.0
2020-07-14 15:00:00,2020-07-14 16:00:00,39.5,199.5,5.77,15.1,12.78,52.47,8.57,0.6,108.3,8.85,5.28,,51.65,2.92,93.53,43.9,924.05,,40.97,0.0
2020-07-14 16:00:00,2020-07-14 17:00:00,41.25,195.25,7.05,12.85,12.62,54.0,8.2,0.6,111.28,0.55,4.83,,52.75,3.1,181.42,43.17,926.8,,40.5,0.0
2020-07-14 17:00:00,2020-07-14 18:00:00,43.0,199.0,5.42,15.28,12.57,55.72,7.5,0.65,103.98,1.33,10.08,,54.48,2.82,6.1,42.22,934.38,,39.85,0.0
2020-07-14 18:00:00,2020-07-14 19:00:00,49.0,211.25,5.97,15.02,12.97,58.45,7.08,0.7,85.78,1.37,8.78,,55.23,2.32,19.05,41.02,923.62,,39.42,0.0
2020-07-14 19:00:00,2020-07-14 20:00:00,59.25,224.0,7.4,15.12,14.12,57.85,8.72,0.8,75.85,1.35,9.75,,56.27,1.88,36.07,39.58,927.83,,38.88,0.0
2020-07-14 20:00:00,2020-07-14 21:00:00,63.25,240.0,8.6,12.7,13.8,58.73,10.95,0.97,66.27,1.93,10.82,,56.62,1.88,48.42,38.95,931.1,,38.7,0.0
2020-07-14 21:00:00,2020-07-14 22:00:00,66.25,263.0,9.6,14.45,15.55,55.35,11.38,1.12,48.9,3.88,12.05,,61.27,1.42,71.08,38.9,934.15,,38.3,0.0
2020-07-14 22:00:00,2020-07-14 23:00:00,71.75,265.25,8.7,13.5,14.52,48.8,11.48,1.1,37.85,5.2,12.33,,63.38,1.33,104.88,38.85,934.08,,38.0,0.0
2020-07-14 23:00:00,2020-07-15 00:00:00,65.0,238.75,8.03,13.12,13.55,45.75,13.3,1.0,45.3,4.6,12.55,,64.12,2.17,167.43,38.8,943.27,,37.7,0.0
2020-07-15 00:00:00,2020-07-15 01:00:00,54.75,182.0,7.48,15.43,14.38,47.55,10.82,0.5,50.05,4.03,11.82,,64.17,2.3,174.62,38.7,941.27,,37.35,0.0
2020-07-15 01:00:00,2020-07-15 02:00:00,51.0,145.75,6.47,13.98,12.8,55.58,9.02,0.5,53.0,3.45,11.65,,65.1,2.57,166.97,38.68,944.42,,36.85,0.0
2020-07-15 02:00:00,2020-07-15 03:00:00,50.0,132.25,4.4,14.1,11.1,57.7,8.2,0.5,50.97,3.25,11.22,,68.1,2.45,173.48,38.85,947.65,,36.5,0.0
2020-07-15 03:00:00,2020-07-15 04:00:00,47.75,120.25,9.28,13.65,14.72,49.27,8.57,0.5,48.1,2.75,10.77,,68.1,2.53,179.23,39.0,949.35,,36.23,0.0
2020-07-15 04:00:00,2020-07-15 05:00:00,48.5,117.5,8.03,13.05,13.58,45.15,8.88,0.5,49.22,2.67,10.7,,67.65,2.12,167.95,38.98,949.25,,36.05,0.0
2020-07-15 05:00:00,2020-07-15 06:00:00,44.25,116.75,8.4,11.18,12.85,48.17,9.73,0.53,36.8,2.73,10.7,,70.55,1.35,124.25,39.0,951.83,,35.65,0.0
2020-07-15 06:00:00,2020-07-15 07:00:00,43.75,112.75,7.78,15.78,14.72,47.52,10.9,0.6,27.85,2.45,11.1,,72.75,1.88,156.2,40.95,953.9,,35.55,0.0
