From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (),Toluene (),Eth-Benzene (),MP-Xylene (),RH (%),WD (degree),SR (W/mt2),BP (mmHg),AT (),RF (mm),Xylene ()
2018-11-17 12:00:00,2018-11-17 13:00:00,106.75,173.0,1.6,62.07,34.35,33.2,11.88,0.4,95.3,2.15,11.28,,,33.05,135.08,522.4,990.42,26.7,,0.08
2018-11-17 13:00:00,2018-11-17 14:00:00,76.75,123.75,1.7,55.0,30.62,29.97,10.07,0.4,98.35,1.65,8.55,,,30.8,115.07,468.22,989.38,27.42,,0.03
2018-11-17 14:00:00,2018-11-17 15:00:00,65.75,107.5,1.65,37.38,21.22,19.57,12.0,0.33,98.27,1.18,6.33,,,29.25,114.52,340.28,988.52,27.15,,0.0
2018-11-17 15:00:00,2018-11-17 16:00:00,53.75,96.75,1.47,25.35,14.67,16.72,13.88,0.37,94.97,0.68,3.47,,,29.1,110.92,203.35,988.12,26.75,,0.0
2018-11-17 16:00:00,2018-11-17 17:00:00,55.0,101.25,1.58,32.68,18.7,16.78,14.83,0.4,76.75,0.68,14.7,,,39.15,96.25,61.82,988.02,23.93,,0.0
2018-11-17 17:00:00,2018-11-17 18:00:00,56.0,132.0,1.6,59.2,32.77,17.12,14.73,0.6,38.4,0.9,18.37,,,55.95,77.62,6.27,988.18,19.07,,0.0
2018-11-17 18:00:00,2018-11-17 19:00:00,79.25,209.5,21.28,106.6,74.13,19.6,16.38,1.18,6.02,2.23,11.85,,,63.62,62.1,4.7,988.68,17.25,,0.13
2018-11-17 19:00:00,2018-11-17 20:00:00,125.25,318.75,33.22,120.65,91.25,25.5,19.52,1.55,2.82,5.35,49.15,,,70.52,67.57,4.7,989.18,16.53,,1.4
2018-11-17 20:00:00,2018-11-17 21:00:00,178.0,373.75,30.35,140.72,99.55,36.72,16.63,1.8,2.65,7.85,60.88,,,77.38,63.5,4.72,989.45,15.57,,2.18
2018-11-17 21:00:00,2018-11-17 22:00:00,232.5,440.25,30.62,138.87,98.85,39.05,13.48,1.8,1.53,9.47,89.7,,,82.5,63.48,4.75,989.7,14.8,,1.95
2018-11-17 22:00:00,2018-11-17 23:00:00,259.5,449.0,20.72,127.45,84.68,38.68,12.6,1.63,2.62,8.72,75.22,,,84.62,83.12,4.72,990.0,14.5,,1.35
2018-11-17 23:00:00,2018-11-18 00:00:00,286.0,410.5,22.97,115.38,84.22,37.88,12.4,1.67,2.27,7.9,46.5,,,85.33,147.53,4.65,990.0,14.48,,0.87
2018-11-18 00:00:00,2018-11-18 01:00:00,289.75,404.25,37.33,108.8,88.3,35.82,11.05,1.6,2.6,7.78,49.28,,,89.92,226.13,4.6,990.0,13.2,,1.1
2018-11-18 01:00:00,2018-11-18 02:00:00,266.75,383.25,39.6,96.4,83.6,33.93,10.9,1.93,2.6,7.18,51.6,,,94.27,225.92,4.6,989.8,12.53,,0.85
2018-11-18 02:00:00,2018-11-18 03:00:00,268.75,381.5,59.0,69.35,85.05,28.3,11.5,2.0,2.7,5.85,46.65,,,95.72,225.8,4.52,989.4,12.25,,0.65
2018-11-18 03:00:00,2018-11-18 04:00:00,268.75,386.0,177.0,78.55,185.9,28.47,13.53,2.38,6.2,5.7,45.2,,,96.52,192.85,4.5,989.35,12.38,,0.58
2018-11-18 04:00:00,2018-11-18 05:00:00,298.0,470.25,60.87,83.83,94.32,31.03,11.57,1.47,4.3,7.12,49.3,,,93.82,65.25,4.45,989.5,13.08,,0.65
2018-11-18 05:00:00,2018-11-18 06:00:00,272.25,406.5,16.9,81.85,57.38,27.05,10.63,0.93,2.6,4.82,32.3,,,92.88,58.55,4.45,990.05,12.67,,0.43
2018-11-18 06:00:00,2018-11-18 07:00:00,192.5,267.5,24.38,90.88,68.22,27.85,12.32,1.15,2.32,3.9,25.65,,,92.65,67.75,10.5,990.77,12.5,,0.33
2018-11-18 07:00:00,2018-11-18 08:00:00,186.0,269.75,24.53,108.45,77.65,37.6,10.93,1.3,2.9,5.45,35.82,,,88.18,70.27,76.72,991.7,13.92,,0.97
2018-11-18 08:00:00,2018-11-18 09:00:00,198.25,284.25,33.5,136.15,99.62,43.02,17.92,1.5,5.65,7.12,46.4,,,71.68,68.52,191.23,992.58,18.5,,1.5
2018-11-18 09:00:00,2018-11-18 10:00:00,245.75,354.25,27.3,178.8,117.3,48.35,32.05,1.85,15.42,8.95,56.08,,,60.4,111.1,273.62,993.28,22.33,,2.25
2018-11-18 10:00:00,2018-11-18 11:00:00,299.25,444.75,16.27,194.7,116.62,48.05,36.57,1.75,38.62,10.55,58.8,,,48.77,184.45,387.37,993.12,24.82,,2.45
2018-11-18 11:00:00,2018-11-18 12:00:00,255.25,382.25,7.08,127.5,73.43,44.85,25.97,1.13,78.4,6.33,30.4,,,40.55,264.88,460.97,992.42,26.6,,1.47
2018-11-18 12:00:00,2018-11-18 13:00:00,172.0,273.75,2.9,100.2,55.7,35.45,28.15,1.05,129.92,4.6,19.65,,,36.1,206.1,445.15,991.38,27.92,,0.45
2018-11-18 13:00:00,2018-11-18 14:00:00,160.0,257.25,2.03,59.58,33.4,26.4,29.55,0.8,147.62,3.3,13.42,,,33.55,222.83,399.67,990.55,28.47,,0.2
2018-11-18 14:00:00,2018-11-18 15:00:00,145.0,243.0,1.78,52.27,29.25,24.65,30.83,0.83,157.47,2.25,8.93,,,34.05,228.65,282.2,990.0,28.25,,0.1
2018-11-18 15:00:00,2018-11-18 16:00:00,126.5,232.25,1.6,51.2,28.52,23.87,27.75,0.7,148.1,2.18,8.62,,,37.35,251.67,154.75,989.8,27.2,,0.1
2018-11-18 16:00:00,2018-11-18 17:00:00,122.0,222.0,1.58,54.77,30.45,23.2,22.9,0.72,102.05,2.05,8.0,,,51.82,319.83,46.98,989.78,24.05,,0.1
2018-11-18 17:00:00,2018-11-18 18:00:00,119.25,236.25,1.72,78.97,43.38,24.6,24.2,0.83,61.93,2.45,10.95,,,60.78,307.98,5.9,990.1,20.38,,0.1
2018-11-18 18:00:00,2018-11-18 19:00:00,141.5,328.75,1.78,88.4,48.4,35.37,20.53,1.07,55.48,3.27,14.75,,,65.15,294.7,4.65,990.77,19.15,,0.18
2018-11-18 19:00:00,2018-11-18 20:00:00,166.75,361.0,2.05,114.25,62.4,43.32,18.25,1.2,33.05,5.42,17.95,,,70.85,295.8,4.67,991.43,18.85,,0.35
2018-11-18 20:00:00,2018-11-18 21:00:00,222.25,422.0,2.37,110.08,60.48,43.4,18.15,1.32,28.02,6.35,18.18,,,72.5,294.83,4.65,992.0,18.65,,0.33
2018-11-18 21:00:00,2018-11-18 22:00:00,261.5,444.25,3.1,110.42,61.25,43.42,18.43,1.3,18.82,6.25,16.9,,,76.4,286.5,4.67,992.3,17.8,,0.3
2018-11-18 22:00:00,2018-11-18 23:00:00,281.0,457.0,2.12,101.18,55.53,43.82,16.73,1.27,26.38,6.67,15.83,,,77.98,290.8,4.75,992.55,17.47,,0.3
2018-11-18 23:00:00,2018-11-19 00:00:00,290.0,462.75,1.65,90.48,49.48,40.88,17.8,1.23,32.18,6.1,15.08,,,77.02,280.15,4.67,992.2,17.55,,0.25
2018-11-19 00:00:00,2018-11-19 01:00:00,298.5,426.5,1.67,70.3,38.82,35.0,18.45,1.1,32.77,5.02,10.45,,,77.85,298.35,4.6,991.93,17.25,,0.13
2018-11-19 01:00:00,2018-11-19 02:00:00,301.0,484.75,1.47,56.13,31.1,35.3,17.73,0.97,33.0,4.03,7.62,,,79.95,284.63,4.6,991.93,16.62,,0.1
2018-11-19 02:00:00,2018-11-19 03:00:00,276.25,398.75,2.0,55.35,31.05,30.95,16.95,0.9,28.85,3.6,6.67,,,81.8,288.0,4.67,991.8,16.1,,0.1
2018-11-19 03:00:00,2018-11-19 04:00:00,257.25,362.25,1.85,52.38,29.35,31.25,14.77,0.8,25.62,3.45,6.48,,,83.57,291.85,4.55,991.88,15.88,,0.1
2018-11-19 04:00:00,2018-11-19 05:00:00,261.5,384.25,2.65,63.73,36.7,32.55,17.73,0.7,22.72,3.48,7.65,,,79.88,297.45,4.52,991.78,16.67,,0.1
2018-11-19 05:00:00,2018-11-19 06:00:00,263.0,418.5,2.2,77.27,42.9,43.6,19.93,0.9,26.2,4.07,15.93,,,80.88,290.1,4.6,992.12,16.68,,0.1
2018-11-19 06:00:00,2018-11-19 07:00:00,268.0,409.75,2.93,101.88,56.58,52.15,17.87,1.23,22.7,6.1,18.78,,,81.17,288.15,7.52,993.05,16.83,,0.15
2018-11-19 07:00:00,2018-11-19 08:00:00,282.75,400.75,2.18,97.5,53.68,50.0,18.75,1.2,24.83,6.9,20.18,,,80.55,272.72,32.63,993.83,17.18,,0.2
2018-11-19 08:00:00,2018-11-19 09:00:00,281.5,389.5,3.0,95.12,53.02,48.38,21.32,1.27,29.55,6.5,19.75,,,75.7,288.28,128.15,995.03,18.68,,0.2
2018-11-19 09:00:00,2018-11-19 10:00:00,279.75,415.75,3.95,101.05,56.95,47.6,30.78,1.3,47.2,6.1,19.22,,,62.17,267.93,251.32,995.7,22.05,,0.15
2018-11-19 10:00:00,2018-11-19 11:00:00,218.0,408.25,2.82,94.92,52.75,37.0,28.13,0.92,86.6,5.12,18.62,,,47.82,231.9,285.8,995.5,24.03,,0.3
2018-11-19 11:00:00,2018-11-19 12:00:00,148.5,268.0,2.35,66.27,37.12,27.83,25.6,0.83,99.33,3.55,13.1,,,43.8,222.4,309.12,994.7,25.38,,0.2
2018-11-19 12:00:00,2018-11-19 13:00:00,138.0,254.5,2.15,56.5,31.73,26.85,25.97,0.87,110.78,3.05,11.3,,,43.13,228.82,232.3,993.8,25.48,,0.1
2018-11-19 13:00:00,2018-11-19 14:00:00,131.75,233.5,1.82,52.62,29.48,25.07,25.4,0.78,111.62,2.6,10.33,,,42.43,207.45,185.9,993.1,25.92,,0.1
2018-11-19 14:00:00,2018-11-19 15:00:00,123.0,225.0,1.9,59.57,33.2,26.08,29.6,0.8,119.78,2.5,12.22,,,41.78,282.33,222.48,992.65,26.7,,0.1
2018-11-19 15:00:00,2018-11-19 16:00:00,133.33,271.33,1.9,59.3,33.07,26.3,28.97,0.77,102.6,2.4,10.5,,,46.33,282.37,98.3,992.37,25.33,,0.1
2018-11-19 16:00:00,2018-11-19 17:00:00,132.0,283.75,1.7,74.37,38.98,36.57,22.9,0.83,95.43,2.67,10.55,,,50.57,282.03,39.0,992.45,24.0,,0.08
2018-11-19 17:00:00,2018-11-19 18:00:00,,318.75,1.77,108.05,58.85,44.25,24.53,0.97,62.35,4.95,31.8,,,61.28,284.9,5.55,992.73,21.5,,0.23
2018-11-19 18:00:00,2018-11-19 19:00:00,,381.25,1.82,99.77,54.55,40.85,20.5,0.95,45.18,5.08,25.6,,,67.93,290.92,4.6,993.12,20.25,,0.18
2018-11-19 19:00:00,2018-11-19 20:00:00,,347.75,1.72,88.4,48.43,38.97,12.42,1.08,37.05,5.48,23.93,,,77.5,304.78,4.65,993.67,18.43,,0.13
2018-11-19 20:00:00,2018-11-19 21:00:00,,321.25,1.65,84.33,46.17,39.18,10.35,1.2,24.78,5.05,16.9,,,83.08,287.48,4.65,994.05,17.55,,0.18
2018-11-19 21:00:00,2018-11-19 22:00:00,,319.0,1.68,85.8,47.02,40.15,,1.35,20.12,5.4,13.38,,,81.7,290.97,4.6,994.2,17.88,,0.2
2018-11-19 22:00:00,2018-11-19 23:00:00,,358.0,1.58,81.92,44.88,34.38,,1.37,18.3,4.52,10.62,,,80.65,268.7,4.57,994.22,18.22,,0.13
2018-11-19 23:00:00,2018-11-20 00:00:00,,367.0,1.8,72.37,39.95,32.95,,1.5,13.85,3.95,7.42,,,85.67,293.47,4.52,993.9,17.22,,0.1
2018-11-20 00:00:00,2018-11-20 01:00:00,,397.75,2.23,68.42,38.2,32.3,,1.4,6.3,3.62,6.4,,,91.25,265.2,4.55,993.65,16.13,,0.1
2018-11-20 01:00:00,2018-11-20 02:00:00,,356.5,1.83,63.6,35.27,33.87,,1.33,7.45,3.75,6.23,,,91.52,217.2,4.5,993.45,15.73,,0.08
2018-11-20 02:00:00,2018-11-20 03:00:00,,334.5,2.0,47.6,27.0,31.75,,1.3,4.85,3.82,6.12,,,95.57,215.5,4.5,993.15,14.52,,0.1
2018-11-20 03:00:00,2018-11-20 04:00:00,,304.0,3.47,65.97,38.0,38.3,,1.3,2.08,4.0,6.17,,,97.38,215.5,4.45,993.0,13.95,,0.08
2018-11-20 04:00:00,2018-11-20 05:00:00,,291.5,5.25,88.05,51.1,49.17,,1.35,1.75,5.95,10.38,,,98.45,202.37,4.52,993.05,13.67,,0.1
2018-11-20 05:00:00,2018-11-20 06:00:00,,301.5,8.82,89.03,54.58,45.5,,1.3,2.12,8.1,15.45,,,99.08,194.5,4.57,993.72,13.3,,0.28
2018-11-20 06:00:00,2018-11-20 07:00:00,,306.25,13.35,75.25,50.9,41.25,,1.35,1.77,7.83,15.08,,,99.62,85.97,9.33,994.28,12.83,,0.23
2018-11-20 07:00:00,2018-11-20 08:00:00,,309.25,20.85,71.4,54.97,40.07,,1.58,2.57,8.38,14.6,,,99.67,51.07,66.05,994.85,13.85,,0.23
2018-11-20 08:00:00,2018-11-20 09:00:00,,348.5,12.43,87.85,56.83,41.85,,1.47,9.85,8.45,14.07,,,90.7,137.2,183.9,995.43,16.85,,0.2
2018-11-20 09:00:00,2018-11-20 10:00:00,,366.75,5.22,69.0,41.02,35.8,,1.25,35.78,6.33,9.8,,,70.17,186.58,276.75,995.72,21.33,,0.13
2018-11-20 10:00:00,2018-11-20 11:00:00,,371.5,4.25,75.85,43.88,35.23,27.5,1.05,78.42,4.4,8.8,,,53.02,94.3,376.72,995.4,25.25,,0.1
2018-11-20 11:00:00,2018-11-20 12:00:00,,369.25,2.93,76.4,43.03,38.97,31.0,1.4,132.4,3.53,26.35,,,47.02,127.72,433.95,994.68,27.28,,0.1
2018-11-20 12:00:00,2018-11-20 13:00:00,,372.5,1.27,101.57,55.07,46.75,39.8,2.42,139.27,3.95,48.6,,,44.12,146.45,418.65,993.72,28.0,,0.1
2018-11-20 13:00:00,2018-11-20 14:00:00,,371.25,1.88,84.95,46.73,40.6,35.12,5.22,139.15,3.55,34.02,,,40.35,131.08,380.1,992.8,28.88,,0.1
2018-11-20 14:00:00,2018-11-20 15:00:00,,300.5,1.63,70.12,38.6,38.6,26.7,0.01,126.85,2.7,11.17,,,37.95,126.85,271.35,992.12,28.78,,0.03
2018-11-20 15:00:00,2018-11-20 16:00:00,,230.25,1.72,77.52,42.62,42.5,20.1,0.01,119.98,2.45,9.05,,,38.57,120.4,171.65,991.3,27.87,,0.0
2018-11-20 16:00:00,2018-11-20 17:00:00,,183.75,1.6,78.95,43.27,38.25,14.77,0.01,93.1,2.8,9.37,,,48.1,122.15,47.12,991.85,25.22,,0.03
2018-11-20 17:00:00,2018-11-20 18:00:00,,227.75,1.72,99.25,54.17,34.28,12.35,0.21,49.18,2.62,8.13,,,64.95,60.35,5.95,992.12,20.7,,0.1
2018-11-20 18:00:00,2018-11-20 19:00:00,,321.75,12.35,149.62,89.62,34.43,13.03,0.68,10.05,3.45,10.48,,,72.67,83.02,4.62,992.73,19.15,,0.18
2018-11-20 19:00:00,2018-11-20 20:00:00,,428.75,16.47,163.65,100.45,38.68,16.33,0.35,3.22,6.77,404.28,,,76.3,83.5,4.62,993.37,18.65,,1.8
2018-11-20 20:00:00,2018-11-20 21:00:00,,507.25,3.27,131.0,72.35,33.98,15.2,0.4,5.18,5.35,149.47,,,78.92,75.95,4.62,993.93,18.12,,0.9
2018-11-20 21:00:00,2018-11-20 22:00:00,,408.25,3.3,111.23,61.85,34.2,13.28,,6.4,5.05,34.48,,,80.7,79.52,4.6,994.1,17.6,,0.45
2018-11-20 22:00:00,2018-11-20 23:00:00,,457.25,3.62,105.85,59.23,35.77,14.4,,5.85,4.9,24.23,,,82.0,89.35,4.5,994.25,17.57,,0.28
2018-11-20 23:00:00,2018-11-21 00:00:00,,476.0,6.27,106.3,61.65,37.2,16.0,1.6,5.68,4.88,29.28,,,84.65,102.45,4.55,994.07,17.25,,0.3
2018-11-21 00:00:00,2018-11-21 01:00:00,,505.25,2.1,81.68,45.15,38.43,15.58,1.35,16.5,4.58,42.65,,,85.95,100.23,4.5,993.98,16.75,,0.25
2018-11-21 01:00:00,2018-11-21 02:00:00,,467.25,3.03,92.37,51.6,42.63,15.57,1.23,5.75,4.92,24.3,,,89.3,89.25,4.48,993.67,15.6,,0.2
2018-11-21 02:00:00,2018-11-21 03:00:00,,488.75,1.95,91.8,50.4,47.85,8.9,1.3,9.02,6.53,41.67,,,93.8,84.33,4.55,993.55,14.33,,0.23
2018-11-21 03:00:00,2018-11-21 04:00:00,,440.0,4.5,119.48,67.2,52.25,9.77,1.13,3.7,7.05,29.4,,,94.65,92.12,4.57,993.5,13.8,,0.3
2018-11-21 04:00:00,2018-11-21 05:00:00,,441.5,6.92,119.38,69.15,49.75,11.3,0.85,2.53,6.77,39.03,,,94.28,87.75,4.52,993.45,13.42,,0.3
2018-11-21 05:00:00,2018-11-21 06:00:00,,458.5,5.9,111.42,64.08,45.95,11.35,0.8,3.4,5.62,32.82,,,94.38,73.78,4.52,993.9,13.0,,0.2
2018-11-21 06:00:00,2018-11-21 07:00:00,,405.5,3.03,99.95,55.62,42.95,11.58,1.03,5.75,5.28,20.25,,,94.63,71.05,9.75,994.35,12.67,,0.2
2018-11-21 07:00:00,2018-11-21 08:00:00,,377.25,5.35,98.57,56.83,37.97,15.12,1.03,7.85,5.25,16.3,,,87.27,78.12,80.55,995.02,14.5,,0.18
2018-11-21 08:00:00,2018-11-21 09:00:00,,396.0,5.75,85.78,50.3,33.75,23.03,0.5,22.58,4.85,14.63,,,68.55,93.15,214.03,995.6,18.65,,0.13
2018-11-21 09:00:00,2018-11-21 10:00:00,,418.0,3.57,65.95,38.0,29.78,31.12,0.1,50.58,3.6,16.45,,,53.07,103.4,305.97,996.12,22.4,,0.1
2018-11-21 10:00:00,2018-11-21 11:00:00,,338.25,2.47,58.38,33.1,27.15,26.33,,76.48,2.93,26.85,,,43.28,116.33,442.57,996.0,25.33,,0.1
2018-11-21 11:00:00,2018-11-21 12:00:00,,274.0,1.95,52.93,29.75,26.53,20.1,0.6,92.4,2.05,31.38,,,36.45,120.85,498.9,995.35,27.42,,0.03
2018-11-21 12:00:00,2018-11-21 13:00:00,,208.25,1.78,51.32,28.75,29.03,17.95,0.45,100.6,1.47,22.8,,,30.1,108.08,503.1,994.2,28.5,,0.0
2018-11-21 13:00:00,2018-11-21 14:00:00,,151.25,1.85,59.2,33.03,35.12,10.8,0.53,92.6,1.4,34.03,,,23.5,115.48,440.95,993.1,29.35,,0.0
2018-11-21 14:00:00,2018-11-21 15:00:00,,105.75,1.82,61.62,34.23,31.78,6.08,0.53,85.55,1.37,15.82,,,21.48,121.6,331.9,992.35,29.12,,0.0
2018-11-21 15:00:00,2018-11-21 16:00:00,,86.5,1.8,63.05,34.95,27.9,6.47,0.5,86.05,1.32,15.47,,,24.95,122.83,184.18,991.8,28.15,,0.0
2018-11-21 16:00:00,2018-11-21 17:00:00,,103.75,1.9,71.6,39.62,26.6,10.43,0.5,69.67,1.72,16.45,,,34.2,98.18,50.93,991.8,24.8,,0.03
2018-11-21 17:00:00,2018-11-21 18:00:00,,160.5,1.87,100.67,55.05,26.05,13.4,0.63,28.88,3.27,258.65,,,48.25,83.77,5.73,992.27,19.85,,0.63
2018-11-21 18:00:00,2018-11-21 19:00:00,,243.5,2.5,113.55,62.45,23.15,14.27,0.85,9.15,2.77,38.12,,,52.78,86.13,4.7,992.82,18.42,,0.23
2018-11-21 19:00:00,2018-11-21 20:00:00,,256.5,7.97,106.93,63.3,20.95,18.15,0.73,5.35,2.88,15.77,,,59.77,68.53,4.6,993.37,17.2,,0.1
2018-11-21 20:00:00,2018-11-21 21:00:00,,346.25,38.77,117.4,94.02,25.67,24.15,1.18,3.53,4.93,72.02,,,65.1,53.32,4.67,993.62,16.33,,0.75
2018-11-21 21:00:00,2018-11-21 22:00:00,,514.5,38.63,106.7,88.3,26.0,24.93,1.15,3.95,5.92,160.5,,,71.05,55.23,4.57,993.95,15.4,,1.2
2018-11-21 22:00:00,2018-11-21 23:00:00,,528.25,54.52,102.3,98.83,26.1,29.8,1.18,12.9,5.8,105.52,,,75.02,55.25,4.57,994.07,14.65,,0.9
2018-11-21 23:00:00,2018-11-22 00:00:00,,514.0,31.82,93.6,75.7,26.9,36.13,1.0,24.9,5.25,68.57,,,73.08,51.73,4.55,993.95,14.45,,0.65
2018-11-22 00:00:00,2018-11-22 01:00:00,,404.25,20.15,98.23,68.65,33.85,34.02,1.5,25.73,5.6,52.42,,,70.95,71.35,4.55,993.93,14.38,,0.55
2018-11-22 01:00:00,2018-11-22 02:00:00,,357.0,16.73,109.07,71.6,38.23,30.7,1.4,12.55,7.67,72.62,,,72.33,106.98,4.6,994.18,14.25,,0.95
2018-11-22 02:00:00,2018-11-22 03:00:00,,323.0,38.7,97.75,83.8,32.45,16.55,1.05,6.15,7.73,70.1,,,80.15,76.02,4.6,993.97,13.0,,0.95
2018-11-22 03:00:00,2018-11-22 04:00:00,,348.5,30.02,103.35,79.43,34.4,18.05,0.92,3.57,6.6,50.85,,,78.67,59.88,4.6,993.53,13.12,,0.63
2018-11-22 04:00:00,2018-11-22 05:00:00,,321.0,34.53,95.63,78.98,33.98,15.1,0.8,3.12,6.27,56.43,,,84.12,64.7,4.6,993.48,12.18,,0.55
2018-11-22 05:00:00,2018-11-22 06:00:00,,303.25,31.58,95.82,76.75,29.38,15.05,0.7,2.72,5.6,44.18,,,82.6,75.62,4.55,993.9,12.6,,0.48
2018-11-22 06:00:00,2018-11-22 07:00:00,,287.0,21.3,77.1,58.37,23.9,17.85,0.43,2.8,4.52,38.43,,,84.23,59.55,9.0,994.57,12.1,,0.33
2018-11-22 07:00:00,2018-11-22 08:00:00,,262.5,33.5,71.3,65.3,23.95,17.3,0.45,2.8,3.95,28.8,,,82.92,55.5,78.18,995.18,13.33,,0.28
2018-11-22 08:00:00,2018-11-22 09:00:00,,291.5,31.22,86.65,71.55,26.88,34.57,0.55,6.9,4.33,24.05,,,60.77,64.9,214.07,995.72,18.57,,0.3
2018-11-22 09:00:00,2018-11-22 10:00:00,,379.0,10.88,80.88,51.9,28.55,53.45,0.28,27.73,4.45,23.65,,,44.42,58.33,301.75,996.1,22.58,,0.2
2018-11-22 10:00:00,2018-11-22 11:00:00,,363.5,5.92,77.58,46.07,28.7,57.03,0.13,55.0,3.5,14.15,,,37.1,81.7,421.22,995.93,25.57,,0.2
2018-11-22 11:00:00,2018-11-22 12:00:00,,329.75,3.2,66.6,38.03,38.95,35.8,0.27,97.12,3.45,13.9,,,31.1,247.85,478.97,995.42,27.1,,0.15
2018-11-22 12:00:00,2018-11-22 13:00:00,,237.0,1.78,69.8,38.57,38.97,24.85,0.6,117.83,3.55,15.25,,,29.2,228.33,426.5,994.7,28.15,,0.1
2018-11-22 13:00:00,2018-11-22 14:00:00,,171.75,1.63,70.65,38.95,34.2,32.2,0.53,127.37,3.55,29.1,,,24.52,146.7,349.02,993.82,28.77,,0.1
2018-11-22 14:00:00,2018-11-22 15:00:00,,179.0,1.65,65.75,36.57,30.1,25.8,0.43,125.15,3.07,21.17,,,24.78,188.3,246.98,993.25,28.25,,0.1
2018-11-22 15:00:00,2018-11-22 16:00:00,,164.25,1.82,63.52,35.23,28.3,23.35,0.4,104.17,2.15,11.0,,,34.5,153.2,119.28,993.05,26.72,,0.08
2018-11-22 16:00:00,2018-11-22 17:00:00,,152.25,1.82,70.37,38.45,26.05,25.9,0.48,81.42,2.02,9.65,,,48.05,138.4,34.45,993.07,22.9,,0.03
2018-11-22 17:00:00,2018-11-22 18:00:00,,176.25,1.75,63.67,35.3,18.88,23.8,0.37,68.7,1.33,8.48,,,55.4,212.55,6.03,993.43,19.45,,0.05
2018-11-22 18:00:00,2018-11-22 19:00:00,,292.0,6.55,122.18,70.3,19.32,22.7,1.1,11.77,1.9,13.08,,,62.55,46.18,4.78,994.2,18.05,,0.08
2018-11-22 19:00:00,2018-11-22 20:00:00,,338.5,57.7,141.0,114.73,21.87,23.47,1.82,5.6,4.22,44.1,,,68.2,46.0,4.72,995.0,16.6,,0.35
2018-11-22 20:00:00,2018-11-22 21:00:00,,450.5,121.73,126.1,166.42,23.0,24.08,2.52,3.53,6.0,50.63,,,68.1,45.97,4.7,995.75,16.55,,1.65
2018-11-22 21:00:00,2018-11-22 22:00:00,,602.25,127.55,111.38,163.17,23.6,22.72,1.85,2.8,6.12,82.55,,,73.62,45.73,4.62,996.2,15.15,,2.18
2018-11-22 22:00:00,2018-11-22 23:00:00,,494.5,145.85,124.45,185.17,32.73,21.03,2.57,3.17,5.6,166.63,,,77.95,45.8,4.57,996.25,14.62,,1.47
2018-11-22 23:00:00,2018-11-23 00:00:00,,493.0,182.33,130.62,216.88,38.32,19.5,2.83,3.17,9.35,300.22,,,81.72,45.73,4.62,996.35,14.03,,3.4
2018-11-23 00:00:00,2018-11-23 01:00:00,,503.25,169.88,134.78,210.28,39.42,18.55,2.22,3.5,9.88,402.6,,,83.75,45.75,4.6,996.25,13.2,,3.45
2018-11-23 01:00:00,2018-11-23 02:00:00,,489.75,144.43,122.87,183.13,40.97,17.27,2.03,4.3,8.75,233.65,,,84.3,94.87,4.57,996.38,13.28,,2.45
2018-11-23 02:00:00,2018-11-23 03:00:00,,510.75,74.1,107.1,117.4,35.05,15.25,0.15,3.83,7.82,161.3,,,84.57,87.52,4.62,996.03,12.8,,1.78
2018-11-23 03:00:00,2018-11-23 04:00:00,,477.0,113.57,105.38,148.68,36.65,14.65,0.18,3.73,6.62,73.88,,,87.23,79.75,4.57,995.72,12.38,,0.97
2018-11-23 04:00:00,2018-11-23 05:00:00,,473.25,102.4,95.45,134.4,32.27,15.3,0.1,4.65,6.28,66.37,,,89.77,79.75,4.57,995.65,11.7,,0.8
2018-11-23 05:00:00,2018-11-23 06:00:00,,527.75,96.35,75.7,118.75,30.3,16.4,1.5,11.22,5.15,48.48,,,91.45,83.48,4.52,995.93,11.42,,0.55
2018-11-23 06:00:00,2018-11-23 07:00:00,,458.75,30.2,70.02,61.93,29.88,13.05,1.25,7.85,4.35,31.23,,,90.9,90.17,8.85,996.48,11.2,,0.35
2018-11-23 07:00:00,2018-11-23 08:00:00,,389.75,28.8,71.83,61.67,29.47,14.05,1.32,5.43,3.8,20.25,,,84.07,65.55,75.55,997.13,13.05,,0.2
2018-11-23 08:00:00,2018-11-23 09:00:00,,399.25,13.8,77.38,52.38,32.03,24.4,1.32,12.25,4.35,20.8,,,65.68,71.9,205.8,998.0,17.97,,0.2
2018-11-23 09:00:00,2018-11-23 10:00:00,,398.75,4.5,54.73,32.78,34.75,34.92,0.95,52.8,3.85,14.97,,,51.35,108.85,295.83,998.62,22.22,,0.18
2018-11-23 10:00:00,2018-11-23 11:00:00,,316.25,2.45,67.0,37.65,45.22,27.4,0.88,77.9,4.1,22.02,,,41.05,116.95,446.37,998.55,25.05,,0.15
2018-11-23 11:00:00,2018-11-23 12:00:00,,247.25,2.12,68.6,38.23,39.22,24.98,0.57,85.57,3.32,14.57,,,29.3,133.55,509.55,997.85,27.4,,0.1
2018-11-23 12:00:00,2018-11-23 13:00:00,,177.0,2.1,65.7,36.88,34.55,21.38,0.5,93.77,2.43,11.15,,,25.38,132.78,498.8,996.93,28.33,,0.1
