From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (),Toluene (),Eth-Benzene (),MP-Xylene (),RH (%),WD (degree),SR (W/mt2),BP (mmHg),AT (),RF (mm),Xylene ()
2022-09-26 14:00:00,2022-09-26 15:00:00,26.25,65.0,2.45,5.03,4.7,10.0,3.27,0.45,3.05,1.55,17.2,,,52.17,291.38,392.28,985.0,32.8,0.0,0.33
2022-09-26 15:00:00,2022-09-26 16:00:00,24.0,66.75,1.95,5.62,4.57,9.85,3.43,0.43,2.58,1.35,11.12,,,52.25,309.27,295.23,984.2,32.28,0.0,0.15
2022-09-26 16:00:00,2022-09-26 17:00:00,23.0,65.25,1.9,5.35,4.4,9.93,3.63,0.45,2.75,1.3,6.7,,,53.5,304.05,195.62,983.83,31.67,0.0,0.03
2022-09-26 17:00:00,2022-09-26 18:00:00,21.75,73.75,2.02,7.35,5.55,10.05,3.62,0.45,4.53,1.43,3.62,,,59.08,297.8,41.62,983.65,29.83,0.0,0.08
2022-09-26 18:00:00,2022-09-26 19:00:00,27.0,81.25,2.23,10.43,7.35,9.6,4.9,0.5,3.12,1.5,4.53,,,68.62,319.15,6.2,983.92,27.55,0.0,0.12
2022-09-26 19:00:00,2022-09-26 20:00:00,29.0,94.25,2.4,15.37,10.18,9.65,4.42,0.45,2.67,1.68,6.4,,,74.05,315.15,4.6,984.58,26.45,0.0,0.47
2022-09-26 20:00:00,2022-09-26 21:00:00,38.75,116.0,2.58,16.9,11.07,10.15,5.1,0.75,3.3,2.45,19.32,,,75.0,330.23,4.62,985.4,26.1,0.0,1.2
2022-09-26 21:00:00,2022-09-26 22:00:00,50.75,128.75,2.7,15.87,10.7,9.92,5.1,0.75,2.5,3.65,39.1,,,76.5,332.45,4.55,985.6,25.5,0.0,2.45
2022-09-26 22:00:00,2022-09-26 23:00:00,54.25,136.25,3.23,15.78,11.05,9.65,5.77,0.73,2.33,4.62,57.17,,,77.98,326.57,4.6,985.4,25.1,0.0,3.65
2022-09-26 23:00:00,2022-09-27 00:00:00,51.75,120.5,3.33,14.0,10.15,9.38,4.75,0.62,2.67,4.25,51.57,,,79.38,311.45,4.55,985.1,24.65,0.0,2.6
2022-09-27 00:00:00,2022-09-27 01:00:00,32.25,109.25,9.4,14.1,15.18,9.07,4.95,0.6,3.07,2.7,23.05,,,80.0,302.75,4.5,985.12,24.55,0.0,1.48
2022-09-27 01:00:00,2022-09-27 02:00:00,29.75,105.5,4.88,11.55,10.12,9.32,4.85,0.6,4.5,2.5,19.7,,,80.0,271.12,4.57,984.75,24.2,0.0,1.88
2022-09-27 02:00:00,2022-09-27 03:00:00,29.0,74.0,,,,,,0.7,2.6,2.5,20.17,,,80.03,249.8,4.57,984.57,23.97,0.0,1.47
2022-09-27 03:00:00,2022-09-27 04:00:00,35.0,89.0,,,,,,0.62,2.9,2.7,18.75,,,80.12,248.07,4.5,984.4,23.88,0.0,1.0
2022-09-27 04:00:00,2022-09-27 05:00:00,30.0,78.0,,,,,,0.57,3.17,2.5,12.2,,,80.2,247.45,4.57,984.3,23.77,0.0,0.68
2022-09-27 05:00:00,2022-09-27 06:00:00,40.0,94.0,,,,,,0.57,2.75,3.18,19.7,,,80.15,237.82,4.58,984.48,23.38,0.0,0.55
2022-09-27 06:00:00,2022-09-27 07:00:00,42.0,81.0,,,,,,0.75,2.97,4.0,22.2,,,80.1,75.57,20.9,984.65,23.4,0.0,0.4
2022-09-27 07:00:00,2022-09-27 08:00:00,42.0,86.0,,,,,,0.7,2.63,4.2,20.52,,,80.2,106.1,118.7,985.03,25.05,0.0,0.47
2022-09-27 08:00:00,2022-09-27 09:00:00,55.0,144.0,5.5,17.3,13.63,16.67,0.35,0.47,2.95,3.85,26.45,,,73.67,313.2,268.17,985.7,27.1,0.0,0.88
2022-09-27 09:00:00,2022-09-27 10:00:00,39.0,89.0,3.4,12.0,9.12,13.33,0.3,0.5,3.15,2.88,19.15,,,60.13,305.48,407.33,985.98,30.0,0.0,0.93
2022-09-27 10:00:00,2022-09-27 11:00:00,35.0,90.0,2.42,7.0,5.68,11.55,1.47,0.43,2.65,2.43,20.8,,,54.35,296.05,493.0,985.9,31.48,0.0,0.43
2022-09-27 11:00:00,2022-09-27 12:00:00,24.0,70.0,2.1,5.83,4.78,10.95,3.05,0.38,2.75,1.83,21.8,,,51.1,305.73,619.28,985.5,32.68,0.0,0.3
2022-09-27 12:00:00,2022-09-27 13:00:00,22.0,68.0,2.17,4.2,4.0,10.72,2.1,0.35,3.05,1.3,30.72,,,48.48,304.23,627.62,984.92,33.48,0.0,0.15
2022-09-27 13:00:00,2022-09-27 14:00:00,14.0,61.0,2.0,4.33,3.9,10.68,1.88,0.4,3.27,1.02,17.75,,,47.5,303.1,599.8,984.28,33.8,0.0,0.03
2022-09-27 14:00:00,2022-09-27 15:00:00,22.0,61.0,2.95,53.88,30.62,10.82,1.8,0.43,3.27,0.97,14.88,,,47.23,308.9,518.15,983.58,34.0,0.0,0.03
2022-09-27 15:00:00,2022-09-27 16:00:00,17.0,73.0,3.15,22.7,14.63,10.82,1.82,0.43,2.75,0.88,11.0,,,48.8,307.62,352.45,983.08,33.5,0.0,0.05
2022-09-27 16:00:00,2022-09-27 17:00:00,18.0,79.0,2.02,12.4,8.25,10.73,2.5,0.45,3.15,1.02,7.38,,,50.2,305.12,193.62,982.88,32.52,0.0,0.0
2022-09-27 17:00:00,2022-09-27 18:00:00,23.0,79.0,2.18,9.3,6.72,10.6,2.55,0.45,4.03,0.88,5.25,,,57.75,317.7,38.98,982.85,30.07,0.0,0.07
2022-09-27 18:00:00,2022-09-27 19:00:00,30.0,99.0,1.9,5.85,4.67,10.93,3.07,0.43,3.0,0.9,6.55,,,68.95,310.15,5.7,983.05,27.3,0.0,0.25
2022-09-27 19:00:00,2022-09-27 20:00:00,35.0,94.0,1.95,6.02,4.78,11.05,4.15,0.57,3.03,1.2,5.65,,,73.35,304.3,4.62,983.63,26.5,0.0,0.35
2022-09-27 20:00:00,2022-09-27 21:00:00,36.0,85.0,2.2,7.82,5.95,11.1,5.3,0.62,2.73,1.88,9.68,,,74.9,304.3,4.6,984.2,26.12,0.0,2.0
2022-09-27 21:00:00,2022-09-27 22:00:00,45.0,105.0,9.15,16.62,16.32,10.55,6.0,0.82,2.52,2.9,27.07,,,75.9,307.55,4.62,984.55,25.9,0.0,8.35
2022-09-27 22:00:00,2022-09-27 23:00:00,64.0,208.0,17.43,19.5,24.6,10.85,4.85,0.92,2.58,4.47,53.58,,,76.47,334.62,4.55,984.48,25.57,0.0,8.35
2022-09-27 23:00:00,2022-09-28 00:00:00,58.0,202.0,21.57,15.72,25.98,10.62,4.6,0.92,2.4,4.02,49.55,,,77.38,337.18,4.57,984.33,25.4,0.0,6.17
2022-09-28 00:00:00,2022-09-28 01:00:00,57.0,210.0,20.62,13.75,24.12,10.12,4.12,0.75,2.13,4.2,45.65,,,78.38,337.23,4.57,984.1,25.17,0.0,4.52
2022-09-28 01:00:00,2022-09-28 02:00:00,59.0,180.0,44.52,12.65,42.98,8.28,4.68,0.88,,4.22,43.92,,,79.48,337.25,4.6,983.93,25.1,0.0,3.75
2022-09-28 02:00:00,2022-09-28 03:00:00,58.0,218.0,49.3,11.7,46.4,9.6,1.0,1.0,2.4,4.38,41.3,,,79.95,337.2,4.6,983.7,24.7,0.0,5.45
2022-09-28 03:00:00,2022-09-28 04:00:00,61.0,195.0,48.23,10.65,44.95,9.53,3.75,0.92,2.27,4.1,38.3,,,80.0,337.2,4.55,983.48,24.52,0.0,6.1
2022-09-28 04:00:00,2022-09-28 05:00:00,57.0,175.0,52.8,8.12,47.35,8.03,4.23,0.95,2.4,3.9,34.42,,,80.03,337.2,4.55,983.43,24.27,0.0,4.67
2022-09-28 05:00:00,2022-09-28 06:00:00,53.0,157.0,83.55,11.2,74.22,7.38,6.55,0.98,3.0,4.05,33.18,,,80.07,336.95,4.58,983.52,24.18,0.0,4.17
2022-09-28 06:00:00,2022-09-28 07:00:00,55.0,197.0,54.42,14.7,52.12,8.03,6.32,0.88,2.45,5.05,34.88,,,80.2,290.32,20.1,983.85,24.27,0.0,5.92
2022-09-28 07:00:00,2022-09-28 08:00:00,59.0,162.0,28.78,12.7,30.18,8.82,5.58,0.7,,5.25,31.27,,,79.9,79.9,113.9,984.3,25.38,0.0,5.45
2022-09-28 08:00:00,2022-09-28 09:00:00,61.0,171.0,16.85,17.98,23.28,9.6,5.55,0.6,2.2,5.28,32.7,,,70.0,313.5,247.43,984.7,27.93,0.0,3.22
2022-09-28 09:00:00,2022-09-28 10:00:00,91.0,232.0,4.58,15.05,11.75,9.93,4.15,0.45,2.45,6.2,42.33,,,58.1,230.97,396.6,984.9,30.4,0.0,2.95
2022-09-28 10:00:00,2022-09-28 11:00:00,90.0,190.0,2.88,15.45,10.6,9.62,2.93,0.4,2.5,5.03,36.83,,,52.23,300.4,459.73,985.02,32.45,0.0,2.08
2022-09-28 11:00:00,2022-09-28 12:00:00,59.0,158.0,2.55,12.8,8.83,8.62,4.22,0.33,2.98,3.32,41.75,,,49.27,312.55,561.77,984.72,33.38,0.0,1.2
2022-09-28 12:00:00,2022-09-28 13:00:00,40.0,105.0,2.28,11.15,7.78,8.38,4.22,0.33,2.55,1.95,43.9,,,48.23,306.92,553.55,984.05,33.88,0.0,0.6
2022-09-28 13:00:00,2022-09-28 14:00:00,34.0,107.0,2.17,11.85,8.1,8.2,3.25,0.3,2.67,1.55,36.92,,,46.2,313.08,587.1,983.2,34.38,0.0,0.4
2022-09-28 14:00:00,2022-09-28 15:00:00,29.0,105.0,2.27,18.83,11.88,7.72,3.58,0.53,2.45,1.32,21.43,,,45.9,308.23,472.75,982.3,34.42,0.0,0.25
2022-09-28 15:00:00,2022-09-28 16:00:00,28.0,88.0,2.55,24.3,14.95,7.88,3.92,0.55,2.3,1.03,9.95,,,46.88,289.05,319.75,981.83,33.85,0.0,0.12
2022-09-28 16:00:00,2022-09-28 17:00:00,29.0,99.0,2.1,4.0,3.85,7.62,4.13,0.55,2.7,1.02,8.95,,,48.17,287.93,183.12,981.58,32.9,0.0,0.1
2022-09-28 17:00:00,2022-09-28 18:00:00,31.0,97.0,2.32,6.65,5.5,7.97,4.85,0.57,4.87,1.02,6.73,,,56.05,308.7,39.25,981.6,30.62,0.0,0.1
2022-09-28 18:00:00,2022-09-28 19:00:00,41.0,147.0,1.73,9.38,6.4,8.2,5.83,0.75,2.63,1.77,6.9,,,66.33,326.88,6.0,981.75,27.07,0.0,0.33
2022-09-28 19:00:00,2022-09-28 20:00:00,75.0,174.0,1.95,7.53,5.6,9.95,6.08,0.62,5.4,3.72,10.47,,,72.35,337.85,4.65,982.23,26.65,0.0,0.6
2022-09-28 20:00:00,2022-09-28 21:00:00,92.0,166.0,1.93,6.83,5.17,9.65,4.85,0.8,2.97,3.45,20.42,,,74.65,337.8,4.67,982.62,25.83,0.0,2.35
2022-09-28 21:00:00,2022-09-28 22:00:00,75.0,135.0,2.22,7.43,5.72,9.53,4.9,0.85,2.55,3.23,14.4,,,75.62,337.78,4.6,982.85,25.32,0.0,2.52
2022-09-28 22:00:00,2022-09-28 23:00:00,68.0,132.0,2.45,11.95,8.38,9.18,6.87,0.95,2.5,4.75,24.18,,,76.38,337.73,4.53,982.9,24.38,0.0,4.08
2022-09-28 23:00:00,2022-09-29 00:00:00,78.0,173.0,32.73,22.57,38.62,8.55,6.43,1.18,,5.48,38.18,,,77.35,337.73,4.57,983.07,22.1,0.0,5.57
2022-09-29 00:00:00,2022-09-29 01:00:00,91.0,284.0,54.6,21.77,56.15,7.7,7.2,1.2,3.1,10.45,45.12,,,78.47,337.75,4.6,983.08,24.52,0.0,6.65
2022-09-29 01:00:00,2022-09-29 02:00:00,88.0,287.0,26.5,23.85,34.27,8.22,7.25,1.05,,,,,,79.62,337.7,4.55,982.83,24.23,0.0,
2022-09-29 02:00:00,2022-09-29 03:00:00,77.0,180.0,16.4,24.4,26.4,8.7,5.8,1.1,,11.45,35.85,,,79.93,337.7,4.5,982.75,24.1,0.0,5.78
2022-09-29 03:00:00,2022-09-29 04:00:00,66.0,175.0,9.93,28.32,23.12,8.68,7.9,0.95,,8.15,29.65,,,79.93,337.7,4.55,982.67,23.87,0.0,5.8
2022-09-29 04:00:00,2022-09-29 05:00:00,70.0,144.0,21.1,27.3,31.8,8.25,7.47,0.95,,5.92,26.88,,,80.05,337.62,4.53,982.9,23.62,0.0,3.88
2022-09-29 05:00:00,2022-09-29 06:00:00,94.0,274.0,29.17,24.4,36.77,8.62,4.2,0.98,2.97,5.62,34.15,,,80.12,337.65,4.62,983.42,23.5,0.0,2.77
2022-09-29 06:00:00,2022-09-29 07:00:00,100.0,217.0,30.1,16.62,33.45,8.97,4.25,0.95,,5.45,44.85,,,80.25,337.68,19.98,983.92,23.65,0.0,2.25
2022-09-29 07:00:00,2022-09-29 08:00:00,101.0,201.0,27.0,15.62,33.6,9.38,1.65,1.12,,5.88,42.58,,,79.8,281.45,116.15,984.4,25.43,0.0,3.42
2022-09-29 08:00:00,2022-09-29 09:00:00,117.0,235.0,9.22,21.8,19.1,9.8,0.6,0.67,2.47,6.42,36.48,,,68.62,311.18,266.6,984.75,28.45,0.0,3.3
2022-09-29 09:00:00,2022-09-29 10:00:00,77.0,193.0,4.08,19.88,13.9,9.15,0.2,0.53,2.3,4.55,22.82,,,53.38,308.65,422.57,984.98,31.3,0.0,1.55
2022-09-29 10:00:00,2022-09-29 11:00:00,53.0,132.0,2.42,8.68,6.6,8.75,1.5,0.43,2.25,2.9,13.35,,,49.9,308.95,480.03,984.83,32.22,0.0,0.73
2022-09-29 11:00:00,2022-09-29 12:00:00,47.0,103.0,2.08,6.45,5.08,9.05,3.75,0.4,3.6,2.4,21.52,,,47.8,304.45,587.4,984.58,33.23,0.0,0.48
2022-09-29 12:00:00,2022-09-29 13:00:00,47.0,102.0,1.65,4.47,3.78,8.83,4.35,0.5,2.4,1.92,33.58,,,44.93,306.4,623.4,984.0,33.8,0.0,0.35
2022-09-29 13:00:00,2022-09-29 14:00:00,36.0,95.0,1.88,3.52,3.4,8.68,4.73,0.45,2.53,1.58,26.35,,,44.5,297.08,590.03,983.25,34.23,0.0,0.25
2022-09-29 14:00:00,2022-09-29 15:00:00,33.0,78.0,1.9,3.65,3.55,9.03,3.2,0.47,2.25,1.28,10.7,,,44.8,280.8,494.9,982.47,34.47,0.0,0.2
2022-09-29 15:00:00,2022-09-29 16:00:00,34.0,88.0,1.6,3.98,3.48,9.25,4.47,0.45,2.4,1.23,7.4,,,45.12,285.2,341.55,982.0,33.83,0.0,0.12
2022-09-29 16:00:00,2022-09-29 17:00:00,38.0,97.0,1.7,4.62,3.83,9.33,4.67,0.5,2.15,1.23,5.55,,,47.22,270.0,180.85,981.58,32.53,0.0,0.12
2022-09-29 17:00:00,2022-09-29 18:00:00,40.0,99.0,1.93,9.05,6.38,9.72,0.9,0.47,2.0,1.32,5.47,,,54.08,291.12,38.82,981.5,30.12,0.0,0.28
2022-09-29 18:00:00,2022-09-29 19:00:00,51.0,147.0,2.25,14.92,9.75,9.4,3.3,0.45,,1.48,6.15,,,63.23,291.15,5.78,981.68,27.57,0.0,0.45
2022-09-29 19:00:00,2022-09-29 20:00:00,56.0,155.0,2.08,22.27,13.53,9.57,3.27,0.52,2.7,1.65,6.43,,,69.12,278.77,4.62,982.33,26.52,0.0,0.6
2022-09-29 20:00:00,2022-09-29 21:00:00,66.0,178.0,2.5,29.38,17.65,10.28,1.9,0.5,2.1,2.62,9.07,,,72.42,278.92,4.65,983.0,25.93,0.0,1.02
2022-09-29 21:00:00,2022-09-29 22:00:00,94.0,234.0,2.53,23.55,14.55,10.62,2.7,0.65,2.4,4.27,28.5,,,74.58,278.9,4.62,983.42,25.33,0.0,4.3
2022-09-29 22:00:00,2022-09-29 23:00:00,128.0,206.0,2.05,14.88,9.83,10.72,2.37,0.4,2.2,5.58,53.2,,,75.85,278.9,4.57,983.58,24.82,0.0,6.3
2022-09-29 23:00:00,2022-09-30 00:00:00,94.0,149.0,2.25,12.68,8.53,10.7,3.7,0.43,,5.15,31.6,,,76.9,278.9,4.6,983.52,24.57,0.0,3.95
2022-09-30 00:00:00,2022-09-30 01:00:00,106.0,152.0,7.17,18.65,15.72,11.2,5.78,0.55,2.5,5.2,19.77,,,78.2,278.9,4.6,983.48,24.37,0.0,2.58
2022-09-30 01:00:00,2022-09-30 02:00:00,122.0,221.0,30.0,27.9,39.35,10.93,4.33,0.73,,7.45,30.07,,,79.45,252.07,4.57,983.52,24.42,0.0,5.3
2022-09-30 02:00:00,2022-09-30 03:00:00,107.0,271.0,51.6,26.7,56.3,13.1,4.8,0.9,,7.7,42.0,,,79.88,245.05,4.55,983.58,24.35,0.0,7.38
2022-09-30 03:00:00,2022-09-30 04:00:00,103.0,241.0,19.02,28.0,30.45,11.45,4.58,0.6,,8.58,46.92,,,80.0,231.47,4.57,983.5,24.28,0.0,6.73
2022-09-30 04:00:00,2022-09-30 05:00:00,95.0,190.0,7.65,25.12,19.6,10.62,4.03,0.47,,6.65,35.08,,,80.0,222.9,4.5,983.6,24.22,0.0,4.45
2022-09-30 05:00:00,2022-09-30 06:00:00,89.0,180.0,13.12,22.07,22.45,10.35,2.38,0.6,,6.05,33.12,,,80.0,222.6,4.53,983.95,24.12,0.0,2.8
2022-09-30 06:00:00,2022-09-30 07:00:00,97.0,175.0,22.83,20.3,29.4,10.4,4.12,0.55,2.4,6.67,44.53,,,80.0,224.95,15.85,984.52,24.25,0.0,4.1
2022-09-30 07:00:00,2022-09-30 08:00:00,101.0,215.0,22.38,19.98,28.85,11.1,4.12,0.65,,7.5,45.78,,,79.1,229.35,88.5,985.03,25.6,0.0,4.8
2022-09-30 08:00:00,2022-09-30 09:00:00,130.0,283.0,7.27,15.55,14.2,11.68,3.3,0.47,2.15,7.88,44.67,,,69.47,274.43,217.03,985.35,28.28,0.0,5.05
2022-09-30 09:00:00,2022-09-30 10:00:00,102.0,210.0,3.1,8.85,7.28,10.9,2.0,0.32,2.1,5.28,32.07,,,59.48,268.25,335.85,985.45,30.32,0.0,2.45
2022-09-30 10:00:00,2022-09-30 11:00:00,78.0,156.0,2.52,9.75,7.27,10.85,2.6,0.35,,4.12,33.9,,,53.62,286.25,418.7,985.25,25.5,0.0,0.97
2022-09-30 11:00:00,2022-09-30 12:00:00,75.0,162.0,2.23,10.82,7.6,10.47,4.78,0.33,2.17,3.65,55.78,,,50.15,293.52,590.58,984.75,33.17,0.0,0.93
2022-09-30 12:00:00,2022-09-30 13:00:00,67.0,138.0,1.97,10.38,7.1,10.5,4.35,0.35,2.65,2.9,50.2,,,47.4,284.62,574.22,984.1,33.98,0.0,0.82
2022-09-30 13:00:00,2022-09-30 14:00:00,64.0,129.0,1.95,5.58,4.55,10.45,4.07,0.35,2.4,2.7,21.6,,,47.08,279.45,533.05,983.27,34.25,0.0,0.4
2022-09-30 14:00:00,2022-09-30 15:00:00,59.0,127.0,1.52,4.97,3.9,10.47,4.3,0.43,,2.48,13.45,,,46.4,268.53,447.08,982.53,34.35,0.0,0.43
2022-09-30 15:00:00,2022-09-30 16:00:00,55.0,124.0,1.83,4.6,3.92,10.45,4.1,0.47,,2.0,9.65,,,48.45,263.35,301.3,982.05,33.45,0.0,0.3
2022-09-30 16:00:00,2022-09-30 17:00:00,53.0,117.0,1.92,5.6,4.55,10.33,3.7,0.47,2.2,1.9,8.0,,,50.45,269.75,160.45,981.83,32.5,0.0,0.17
2022-09-30 17:00:00,2022-09-30 18:00:00,57.0,133.0,2.25,9.03,6.62,10.33,5.1,0.52,2.3,1.98,7.32,,,56.23,276.02,37.73,981.75,30.45,0.0,0.3
2022-09-30 18:00:00,2022-09-30 19:00:00,64.0,169.0,2.1,14.95,9.68,10.12,7.43,0.47,,2.33,8.32,,,65.97,279.52,5.53,981.92,27.7,0.0,0.3
2022-09-30 19:00:00,2022-09-30 20:00:00,70.0,147.0,2.3,24.77,15.02,9.93,7.83,0.65,2.3,2.8,8.9,,,70.58,279.4,4.6,982.47,18.65,0.0,0.48
2022-09-30 20:00:00,2022-09-30 21:00:00,81.0,204.0,2.8,32.5,19.57,9.72,8.65,0.67,2.0,3.5,11.3,,,72.72,279.42,4.62,982.95,26.12,0.0,1.2
2022-09-30 21:00:00,2022-09-30 22:00:00,91.0,226.0,4.33,34.95,22.1,10.28,7.05,1.0,,4.3,13.9,,,74.35,279.4,4.55,983.12,25.8,0.0,1.95
2022-09-30 22:00:00,2022-09-30 23:00:00,92.0,234.0,4.47,28.73,18.93,10.8,6.43,1.0,2.6,4.72,16.6,,,75.57,279.35,4.53,983.3,25.52,0.0,3.02
2022-09-30 23:00:00,2022-10-01 00:00:00,121.0,237.0,5.17,29.35,19.85,10.97,4.3,1.1,2.4,6.82,28.55,,,76.45,279.32,4.55,983.15,25.3,0.0,5.5
2022-10-01 00:00:00,2022-10-01 01:00:00,132.0,235.0,16.77,30.3,29.8,10.65,4.95,1.08,,7.67,54.6,,,77.35,279.3,4.55,983.0,25.08,0.0,8.28
2022-10-01 01:00:00,2022-10-01 02:00:00,124.0,261.0,23.07,27.22,33.27,10.8,3.85,1.18,,7.78,62.65,,,78.53,279.32,4.5,982.95,24.85,0.0,9.07
2022-10-01 02:00:00,2022-10-01 03:00:00,138.0,266.0,47.1,20.3,49.2,16.1,4.2,1.4,,9.85,60.35,,,79.6,279.32,4.53,982.62,24.67,0.0,9.25
2022-10-01 03:00:00,2022-10-01 04:00:00,125.0,262.0,69.57,17.65,66.08,12.55,7.05,1.35,,9.68,56.83,,,79.97,271.5,4.5,982.35,24.48,0.0,8.73
2022-10-01 04:00:00,2022-10-01 05:00:00,121.0,285.0,31.15,19.85,36.07,12.32,5.77,0.75,,9.6,55.2,,,80.0,223.93,4.5,982.55,24.43,0.0,8.47
2022-10-01 05:00:00,2022-10-01 06:00:00,94.0,186.0,20.62,19.8,27.35,12.28,5.08,0.95,2.8,7.12,47.55,,,80.0,223.95,4.55,983.03,24.2,0.0,6.5
2022-10-01 06:00:00,2022-10-01 07:00:00,96.0,172.0,20.98,19.75,27.6,11.85,7.7,0.6,,6.0,36.5,,,80.1,229.12,16.83,983.63,24.4,0.0,4.97
2022-10-01 07:00:00,2022-10-01 08:00:00,103.0,178.0,13.78,19.8,21.75,12.88,4.88,0.95,,5.6,35.48,,,79.52,271.32,88.75,984.25,25.7,0.0,4.05
2022-10-01 08:00:00,2022-10-01 09:00:00,132.0,211.0,7.45,17.9,15.62,13.45,3.55,0.6,2.2,6.62,48.58,,,70.65,251.35,217.65,984.78,28.2,0.0,2.83
2022-10-01 09:00:00,2022-10-01 10:00:00,106.0,189.0,3.23,11.05,8.53,12.28,4.17,0.45,2.9,5.28,43.1,,,57.75,291.38,365.72,984.83,30.77,0.0,1.83
2022-10-01 10:00:00,2022-10-01 11:00:00,79.0,143.0,2.7,10.72,7.9,11.93,3.33,0.45,2.2,3.88,31.25,,,51.85,270.88,409.02,984.52,32.6,0.0,1.07
2022-10-01 11:00:00,2022-10-01 12:00:00,69.0,139.0,2.4,11.03,7.85,11.4,3.28,0.45,2.5,3.53,42.28,,,47.28,281.95,579.23,984.08,33.83,0.0,0.92
2022-10-01 12:00:00,2022-10-01 13:00:00,59.0,119.0,2.83,21.35,13.65,10.9,2.5,0.4,2.3,2.77,44.68,,,44.22,263.75,627.08,983.12,34.23,0.0,0.68
2022-10-01 13:00:00,2022-10-01 14:00:00,50.0,102.0,3.38,36.0,21.82,10.75,1.55,0.43,2.42,2.27,33.2,,,42.53,259.95,573.62,982.3,34.85,0.0,0.55
2022-10-01 14:00:00,2022-10-01 15:00:00,40.0,91.0,1.78,4.4,3.77,11.25,1.77,0.47,2.6,1.8,21.9,,,41.3,252.75,475.65,981.42,35.12,0.0,0.33
2022-10-01 15:00:00,2022-10-01 16:00:00,40.0,91.0,1.8,4.02,3.62,11.68,1.25,0.55,2.65,1.6,14.05,,,42.5,262.92,333.55,980.9,34.52,0.0,0.3
2022-10-01 16:00:00,2022-10-01 17:00:00,41.0,94.0,1.77,5.05,4.1,12.05,2.47,0.55,5.5,1.85,10.32,,,45.93,273.35,168.3,980.7,33.15,0.0,0.27
2022-10-01 17:00:00,2022-10-01 18:00:00,45.0,101.0,2.0,7.67,5.7,12.6,1.75,0.5,,1.67,12.25,,,54.42,299.38,36.62,980.82,30.35,0.0,0.3
2022-10-01 18:00:00,2022-10-01 19:00:00,50.0,121.0,2.0,17.77,11.07,12.0,3.38,0.57,,1.72,9.62,,,63.65,293.8,5.47,981.07,27.57,0.0,0.43
2022-10-01 19:00:00,2022-10-01 20:00:00,62.0,157.0,2.4,43.38,25.1,12.35,4.38,0.6,,2.85,32.38,,,68.07,293.78,4.67,981.4,26.58,0.0,0.97
2022-10-01 20:00:00,2022-10-01 21:00:00,103.0,228.0,3.95,52.05,30.95,14.0,3.62,0.83,,4.7,56.07,,,71.5,293.7,4.6,981.9,25.9,0.0,2.53
2022-10-01 21:00:00,2022-10-01 22:00:00,119.0,248.0,5.95,44.1,28.27,14.48,1.82,0.77,,6.5,36.98,,,73.88,293.67,4.57,982.17,25.42,0.0,3.17
2022-10-01 22:00:00,2022-10-01 23:00:00,105.0,243.0,66.53,40.4,75.78,13.1,2.97,1.4,,7.0,34.58,,,75.57,293.7,4.55,982.32,25.38,0.0,4.62
2022-10-01 23:00:00,2022-10-02 00:00:00,114.0,340.0,57.28,40.02,67.92,12.38,4.85,1.2,2.0,9.52,45.42,,,76.65,294.2,4.55,982.38,24.77,0.0,7.15
2022-10-02 00:00:00,2022-10-02 01:00:00,105.0,266.0,30.88,28.58,40.33,12.07,7.78,0.92,,9.62,49.83,,,77.85,294.2,4.57,982.2,24.38,0.0,7.33
2022-10-02 01:00:00,2022-10-02 02:00:00,99.0,185.0,19.18,24.23,28.55,14.4,4.48,1.02,,8.55,53.23,,,79.2,294.12,4.55,981.9,24.27,0.0,7.38
2022-10-02 02:00:00,2022-10-02 03:00:00,121.0,178.0,38.5,20.4,42.3,15.5,4.1,1.0,,9.1,53.05,,,79.88,284.85,4.53,981.92,24.08,0.0,7.22
2022-10-02 03:00:00,2022-10-02 04:00:00,96.0,178.0,40.08,31.35,49.4,13.7,5.23,0.88,,9.4,51.12,,,79.95,222.6,4.53,982.02,24.12,0.0,7.42
2022-10-02 04:00:00,2022-10-02 05:00:00,101.0,210.0,23.33,33.12,36.65,12.03,5.4,0.73,,9.32,52.82,,,79.95,239.3,4.55,982.4,24.02,0.0,8.7
2022-10-02 05:00:00,2022-10-02 06:00:00,96.0,172.0,19.0,26.7,29.7,11.93,5.1,0.68,,9.9,53.6,,,80.0,239.1,4.53,982.8,23.9,0.0,8.45
2022-10-02 06:00:00,2022-10-02 07:00:00,100.0,168.0,8.82,21.93,18.88,12.58,5.82,0.43,2.1,9.18,48.17,,,80.03,239.1,20.1,983.38,24.0,0.0,6.65
2022-10-02 07:00:00,2022-10-02 08:00:00,107.0,163.0,16.62,18.4,23.35,13.05,5.5,0.55,,8.1,43.65,,,78.25,252.85,118.43,984.13,25.82,0.0,4.95
2022-10-02 08:00:00,2022-10-02 09:00:00,121.0,212.0,9.0,18.0,16.9,13.2,5.2,0.67,,8.18,43.4,,,66.58,265.52,226.85,984.8,28.85,0.0,4.27
2022-10-02 09:00:00,2022-10-02 10:00:00,128.0,227.0,3.97,15.85,11.7,13.38,4.25,0.5,,8.03,37.92,,,55.23,270.52,372.92,985.0,31.68,0.0,3.35
