From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2019-01-17 10:00:00,2019-01-17 11:00:00,35.15,178.44,14.64,63.35,47.84,0.2,25.41,2.01,15.63,,,,,40.82,0.52,238.9,496.49,,,0.0
2019-01-17 11:00:00,2019-01-17 12:00:00,255.39,356.19,3.53,48.4,31.12,0.15,24.21,1.49,27.78,,,,,30.84,0.75,280.62,587.57,,,0.0
2019-01-17 12:00:00,2019-01-17 13:00:00,,,2.52,32.25,21.86,0.13,20.17,1.06,29.24,,,,,27.62,1.52,305.92,635.58,,,0.0
2019-01-17 13:00:00,2019-01-17 14:00:00,115.93,220.33,1.27,25.99,17.59,0.04,16.71,0.99,31.31,,,,,29.12,1.89,314.77,568.72,,,0.0
2019-01-17 14:00:00,2019-01-17 15:00:00,202.58,254.95,1.02,23.38,16.03,0.11,15.57,0.96,29.59,,,,,30.96,1.9,338.07,440.62,,,0.0
2019-01-17 15:00:00,2019-01-17 16:00:00,186.25,243.18,0.68,23.17,15.57,0.07,8.66,0.89,28.84,,,,,30.23,1.88,328.6,304.78,,,0.0
2019-01-17 16:00:00,2019-01-17 17:00:00,165.95,222.03,1.55,25.96,17.8,0.1,9.37,0.96,29.01,,,,,34.01,1.85,329.2,126.99,,,0.0
2019-01-17 17:00:00,2019-01-17 18:00:00,168.63,245.99,1.34,45.64,27.9,0.08,10.07,1.21,22.91,,,,,41.14,1.27,342.26,22.55,,,0.0
2019-01-17 18:00:00,2019-01-17 19:00:00,206.14,269.48,1.23,50.31,30.27,0.09,8.5,1.46,17.27,,,,,47.74,1.18,339.46,,,,0.0
2019-01-17 19:00:00,2019-01-17 20:00:00,256.84,306.58,5.26,60.48,38.68,0.35,8.68,1.82,9.56,,,,,52.56,0.61,334.39,,,,0.0
2019-01-17 20:00:00,2019-01-17 21:00:00,303.24,396.05,20.58,62.62,52.22,0.45,13.58,2.29,3.49,,,,,55.92,0.53,327.32,,,,0.0
2019-01-17 21:00:00,2019-01-17 22:00:00,336.45,464.49,25.34,71.88,60.88,0.24,13.81,2.58,1.33,,,,,58.62,0.34,330.91,,,,0.0
2019-01-17 22:00:00,2019-01-17 23:00:00,347.64,441.67,33.13,67.05,64.6,0.13,12.26,2.66,1.35,,,,,58.27,0.57,306.29,,,,0.0
2019-01-17 23:00:00,2019-01-18 00:00:00,330.74,391.36,57.17,58.69,79.51,0.34,11.9,2.5,0.55,,,,,60.09,0.32,253.56,,,,0.0
2019-01-18 00:00:00,2019-01-18 01:00:00,301.05,316.57,37.92,56.96,63.17,0.42,8.1,2.02,0.57,,,,,59.45,0.79,301.42,,,,0.0
2019-01-18 01:00:00,2019-01-18 02:00:00,290.22,365.17,28.34,56.35,54.84,0.27,3.22,1.56,2.65,,,,,59.86,0.49,265.33,,,,0.0
2019-01-18 02:00:00,2019-01-18 03:00:00,265.09,313.61,0.73,38.13,23.5,0.04,3.67,1.29,8.54,,,,,59.77,0.83,338.25,,,,0.0
2019-01-18 03:00:00,2019-01-18 04:00:00,283.73,263.77,0.59,29.82,19.02,0.09,4.69,1.17,12.53,,,,,58.92,0.9,345.82,,,,0.0
2019-01-18 04:00:00,2019-01-18 05:00:00,229.56,264.46,0.91,34.77,21.89,0.12,3.87,1.21,11.77,,,,,61.95,0.39,198.8,,,,0.0
2019-01-18 05:00:00,2019-01-18 06:00:00,202.13,267.03,3.29,40.44,26.77,0.13,5.73,1.48,4.67,,,,,62.44,0.47,210.48,,,,0.0
2019-01-18 06:00:00,2019-01-18 07:00:00,221.71,267.7,15.52,35.22,33.84,0.22,4.15,1.67,0.38,,,,,63.17,0.59,201.98,,,,0.0
2019-01-18 07:00:00,2019-01-18 08:00:00,225.65,276.12,49.91,15.54,51.08,0.43,4.31,2.01,0.69,,,,,62.21,0.74,187.69,22.01,,,0.0
2019-01-18 08:00:00,2019-01-18 09:00:00,271.1,304.2,50.32,18.22,52.87,0.17,3.43,2.3,1.79,,,,,59.31,1.03,189.96,176.42,,,0.0
2019-01-18 09:00:00,2019-01-18 10:00:00,302.95,373.26,30.02,41.0,48.5,0.25,7.48,2.38,5.58,,,,,52.41,0.75,259.86,381.06,,,0.0
2019-01-18 10:00:00,2019-01-18 11:00:00,442.12,412.29,9.05,41.95,32.18,0.1,8.74,1.67,14.54,,,,,44.38,0.55,311.78,523.37,,,0.0
2019-01-18 11:00:00,2019-01-18 12:00:00,250.88,375.15,3.63,34.65,24.02,0.08,9.91,1.42,23.54,,,,,37.62,0.9,334.3,621.22,,,0.0
2019-01-18 12:00:00,2019-01-18 13:00:00,230.6,317.44,2.92,33.48,22.84,0.08,12.42,1.26,26.79,,,,,30.62,0.68,327.66,629.8,,,0.0
2019-01-18 13:00:00,2019-01-18 14:00:00,161.07,245.25,2.78,30.04,20.93,0.11,10.15,1.04,29.56,,,,,22.12,0.62,305.84,579.07,,,0.0
2019-01-18 14:00:00,2019-01-18 15:00:00,105.78,178.05,1.87,29.39,19.85,0.09,8.97,0.92,31.65,,,,,19.64,0.69,314.68,478.96,,,0.0
2019-01-18 15:00:00,2019-01-18 16:00:00,100.84,158.88,1.33,23.38,16.28,0.08,9.82,0.85,35.05,,,,,23.53,0.89,210.14,338.68,,,0.0
2019-01-18 16:00:00,2019-01-18 17:00:00,98.63,165.61,1.01,21.71,15.14,0.06,13.5,0.83,28.52,,,,,24.76,1.06,286.56,143.91,,,0.0
2019-01-18 17:00:00,2019-01-18 18:00:00,96.68,170.31,2.27,32.4,21.75,0.23,14.05,1.0,20.14,,,,,20.53,1.05,349.68,16.91,,,0.0
2019-01-18 18:00:00,2019-01-18 19:00:00,106.8,181.03,6.95,63.35,41.63,0.25,12.24,1.58,7.35,,,,,20.62,0.55,330.45,,,,0.0
2019-01-18 19:00:00,2019-01-18 20:00:00,152.34,264.89,86.0,51.37,98.51,1.71,11.22,2.99,1.75,,,,,24.64,0.2,191.78,,,,0.0
2019-01-18 20:00:00,2019-01-18 21:00:00,355.69,539.07,379.69,2.41,311.02,2.32,10.39,5.76,1.72,,,,,26.79,0.24,165.82,,,,0.0
2019-01-18 21:00:00,2019-01-18 22:00:00,363.07,618.82,403.95,0.09,322.25,1.5,10.14,6.66,0.92,,,,,27.58,0.44,198.3,,,,0.0
2019-01-18 22:00:00,2019-01-18 23:00:00,411.96,656.43,362.0,,251.12,0.68,7.65,6.23,1.14,,,,,28.75,0.23,157.56,,,,0.0
2019-01-18 23:00:00,2019-01-19 00:00:00,429.98,655.31,378.33,0.32,260.04,1.35,7.03,5.56,1.81,,,,,39.3,0.32,40.83,,,,0.0
2019-01-19 00:00:00,2019-01-19 01:00:00,402.66,591.02,200.17,2.28,151.72,1.2,10.84,3.95,0.94,,,,,59.96,0.23,134.67,,,,0.0
2019-01-19 01:00:00,2019-01-19 02:00:00,374.21,521.81,181.75,3.42,135.73,1.22,10.81,3.54,1.65,,,,,59.22,0.52,179.54,,,,0.0
2019-01-19 02:00:00,2019-01-19 03:00:00,297.01,497.52,145.78,9.3,119.1,1.87,10.85,2.9,0.9,,,,,60.9,0.4,195.16,,,,0.0
2019-01-19 03:00:00,2019-01-19 04:00:00,234.66,383.69,61.14,29.59,65.39,1.78,10.48,2.19,0.98,,,,,60.53,0.4,236.26,,,,0.0
2019-01-19 04:00:00,2019-01-19 05:00:00,148.89,280.76,29.75,35.23,44.78,2.04,10.92,1.91,0.7,,,,,62.43,0.21,206.12,,,,0.0
2019-01-19 05:00:00,2019-01-19 06:00:00,75.94,241.24,21.94,35.56,39.1,0.42,4.99,1.62,0.12,,,,,65.67,0.07,141.07,,,,0.0
2019-01-19 06:00:00,2019-01-19 07:00:00,67.91,232.79,32.92,30.55,45.37,0.11,3.39,1.56,0.16,,,,,61.46,0.46,203.98,,,,0.0
2019-01-19 07:00:00,2019-01-19 08:00:00,72.42,209.42,36.08,40.23,52.94,0.23,3.94,2.39,1.69,,,,,62.2,0.22,267.44,23.08,,,0.0
2019-01-19 08:00:00,2019-01-19 09:00:00,336.58,354.93,75.13,51.06,89.91,0.4,7.18,3.58,3.15,,,,,55.97,0.24,57.46,156.74,,,0.0
2019-01-19 09:00:00,2019-01-19 10:00:00,668.85,745.25,58.36,103.32,103.78,0.55,14.83,3.83,4.3,,,,,47.53,0.45,185.68,343.3,,,0.0
2019-01-19 10:00:00,2019-01-19 11:00:00,686.65,918.23,29.12,73.54,64.77,0.58,64.42,1.69,7.98,,,,,41.3,0.91,169.78,458.98,,,0.0
2019-01-19 11:00:00,2019-01-19 12:00:00,42.07,148.94,2.42,40.45,26.04,0.32,25.09,0.73,30.41,,,,,43.0,0.98,70.09,43.47,,,0.0
2019-01-19 12:00:00,2019-01-19 13:00:00,66.83,165.29,1.06,73.36,42.13,0.25,20.62,1.23,17.26,,,,,51.78,0.82,64.21,3.37,,,0.0
2019-01-19 13:00:00,2019-01-19 14:00:00,128.42,237.92,1.6,72.0,41.81,0.23,15.99,1.36,14.09,,,,,63.67,0.89,63.87,,,,0.0
2019-01-19 14:00:00,2019-01-19 15:00:00,186.29,296.28,6.11,60.51,39.44,0.43,15.95,1.3,12.89,,,,,65.42,0.98,63.88,,,,0.0
2019-01-19 15:00:00,2019-01-19 16:00:00,200.34,304.06,5.77,65.45,41.81,0.38,14.26,1.39,8.6,,,,,67.88,0.95,62.56,,,,0.0
2019-01-19 16:00:00,2019-01-19 17:00:00,204.69,296.04,5.56,40.99,28.88,0.43,11.7,1.12,14.45,,,,,68.3,1.15,71.96,,,,0.0
2019-01-19 17:00:00,2019-01-19 18:00:00,183.66,272.66,6.64,37.69,27.98,0.36,12.43,1.04,14.62,,,,,70.67,1.27,69.47,,,,0.0
2019-01-19 18:00:00,2019-01-19 19:00:00,193.28,241.99,1.15,34.11,21.59,0.44,14.52,0.9,13.62,,,,,73.73,1.28,68.31,,,,0.0
2019-01-19 19:00:00,2019-01-19 20:00:00,199.25,240.16,2.04,41.53,26.3,0.1,11.0,0.91,11.12,,,,,76.16,0.89,90.8,,,,0.0
2019-01-19 20:00:00,2019-01-19 21:00:00,173.58,224.41,0.81,34.49,21.67,0.07,10.12,0.9,11.39,,,,,77.93,1.04,79.1,,,,0.0
2019-01-19 21:00:00,2019-01-19 22:00:00,170.41,220.18,1.53,42.96,26.67,0.06,9.09,0.91,7.63,,,,,79.8,0.97,78.52,,,,0.0
2019-01-19 22:00:00,2019-01-19 23:00:00,170.35,218.02,0.35,41.86,24.93,0.03,8.19,0.89,7.37,,,,,81.42,1.25,68.26,,,,0.0
2019-01-19 23:00:00,2019-01-20 00:00:00,171.01,213.08,10.08,40.2,32.08,0.25,9.04,0.92,6.05,,,,,82.43,1.37,68.32,,,,0.0
2019-01-20 00:00:00,2019-01-20 01:00:00,182.78,224.95,12.06,48.62,38.08,0.39,17.09,1.05,3.51,,,,,83.03,0.67,84.6,,,,0.0
2019-01-20 01:00:00,2019-01-20 02:00:00,185.37,233.65,14.26,65.66,48.74,0.39,25.11,1.36,1.9,,,,,80.3,0.57,107.44,0.77,,,0.0
2019-01-20 02:00:00,2019-01-20 03:00:00,185.37,233.65,7.78,59.25,40.19,0.18,82.08,1.21,6.82,,,,,69.03,2.27,134.21,42.29,,,0.0
2019-01-20 03:00:00,2019-01-20 04:00:00,185.37,233.65,15.39,61.4,47.42,0.2,60.8,1.42,8.16,,,,,70.22,2.39,139.69,168.5,,,0.0
2019-01-20 04:00:00,2019-01-20 05:00:00,185.37,233.65,8.79,43.53,32.79,0.17,37.48,1.4,16.31,,,,,64.04,1.9,146.43,402.92,,,0.0
2019-01-20 05:00:00,2019-01-20 06:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-20 06:00:00,2019-01-20 07:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-20 07:00:00,2019-01-20 08:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-20 08:00:00,2019-01-20 09:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-20 09:00:00,2019-01-20 10:00:00,,,,,,,,,,,,,,,,,,,,0.0
2019-01-20 10:00:00,2019-01-20 11:00:00,43.19,235.99,5.11,38.05,26.98,0.34,32.57,1.14,30.21,,,,,47.55,1.16,159.75,315.52,,,0.0
2019-01-20 11:00:00,2019-01-20 12:00:00,157.1,237.31,2.79,38.39,25.21,0.69,22.84,0.85,33.88,,,,,45.94,1.24,80.1,76.59,,,0.0
2019-01-20 12:00:00,2019-01-20 13:00:00,135.78,237.92,2.92,46.14,29.45,0.34,20.84,1.11,26.35,,,,,60.06,1.23,75.97,4.88,,,0.0
2019-01-20 13:00:00,2019-01-20 14:00:00,167.12,271.18,3.14,54.59,34.03,0.35,20.75,1.53,20.69,,,,,65.46,0.91,82.67,,,,0.0
2019-01-20 14:00:00,2019-01-20 15:00:00,199.61,315.0,4.55,56.37,36.08,0.5,17.92,1.46,19.42,,,,,69.98,0.98,70.72,,,,0.0
2019-01-20 15:00:00,2019-01-20 16:00:00,228.83,317.76,1.67,50.01,30.47,0.14,19.66,1.46,19.73,,,,,73.11,1.01,66.07,,,,0.0
2019-01-20 16:00:00,2019-01-20 17:00:00,228.33,311.88,1.81,61.07,36.25,0.15,14.83,1.74,9.18,,,,,78.97,0.44,262.18,,,,0.0
2019-01-20 17:00:00,2019-01-20 18:00:00,234.63,320.22,1.39,54.69,32.64,0.21,15.89,1.58,14.03,,,,,77.9,1.08,61.58,,,,0.0
2019-01-20 18:00:00,2019-01-20 19:00:00,225.64,323.25,7.14,40.36,29.73,0.85,18.07,1.4,14.42,,,,,78.95,0.79,195.37,,,,0.0
2019-01-20 19:00:00,2019-01-20 20:00:00,219.17,320.06,10.03,33.15,28.35,0.94,19.91,1.36,13.16,,,,,80.53,0.83,121.53,,,,0.0
2019-01-20 20:00:00,2019-01-20 21:00:00,235.2,330.44,3.04,34.64,23.52,0.51,19.03,1.22,14.7,,,,,80.55,1.39,68.83,,,,0.0
2019-01-20 21:00:00,2019-01-20 22:00:00,256.33,341.9,4.4,35.74,25.08,0.69,24.12,1.22,14.05,,,,,79.5,1.16,73.09,,,,0.0
2019-01-20 22:00:00,2019-01-20 23:00:00,242.47,350.25,2.07,35.97,23.44,0.43,26.96,1.2,14.95,,,,,79.1,1.42,71.69,,,,0.0
2019-01-20 23:00:00,2019-01-21 00:00:00,267.31,351.36,1.81,35.91,23.21,0.16,30.6,1.24,13.93,,,,,80.19,1.31,58.86,,,,0.0
2019-01-21 00:00:00,2019-01-21 01:00:00,284.28,369.12,2.38,40.52,26.08,0.27,15.63,1.19,1.73,,,,,89.59,1.61,333.09,,,,0.0
2019-01-21 01:00:00,2019-01-21 02:00:00,210.1,319.23,7.82,36.05,28.11,0.11,11.46,1.36,0.27,,,,,91.32,0.84,265.13,,,,0.0
2019-01-21 02:00:00,2019-01-21 03:00:00,176.61,254.75,16.64,34.26,34.25,0.16,11.46,1.68,0.72,,,,,88.33,0.73,105.45,32.56,,,0.0
2019-01-21 03:00:00,2019-01-21 04:00:00,191.71,258.11,17.82,33.45,34.77,0.21,13.46,1.6,2.69,,,,,82.71,1.41,55.8,196.3,,,0.0
2019-01-21 04:00:00,2019-01-21 05:00:00,235.43,269.97,14.06,37.87,34.07,0.35,16.52,1.52,6.91,,,,,78.23,1.88,70.63,312.72,,,0.0
2019-01-21 05:00:00,2019-01-21 06:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-21 06:00:00,2019-01-21 07:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-21 07:00:00,2019-01-21 08:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-21 08:00:00,2019-01-21 09:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-21 09:00:00,2019-01-21 10:00:00,,,,,,,,,,,,,,,,,,,,0.0
2019-01-21 10:00:00,2019-01-21 11:00:00,,,,,,,,,,,,,,,,,,,,0.0
2019-01-21 11:00:00,2019-01-21 12:00:00,58.3,345.35,4.99,30.86,23.12,0.36,20.28,1.07,29.79,,,,,37.36,2.67,137.03,244.76,,,0.0
2019-01-21 12:00:00,2019-01-21 13:00:00,233.2,327.14,2.51,27.79,19.54,0.29,22.93,0.97,32.68,,,,,35.01,2.5,153.44,521.15,,,0.0
2019-01-21 13:00:00,2019-01-21 14:00:00,231.88,308.36,2.5,25.64,18.4,0.29,22.95,0.92,33.19,,,,,32.44,1.6,166.8,397.12,,,0.0
2019-01-21 14:00:00,2019-01-21 15:00:00,202.13,276.61,2.81,33.17,22.58,0.14,17.9,1.23,23.63,,,,,39.42,2.53,270.35,321.12,,,0.0
2019-01-21 15:00:00,2019-01-21 16:00:00,215.03,298.12,2.6,34.34,23.03,0.12,15.05,1.26,14.36,,,,,48.8,3.38,313.38,168.88,,,0.0
2019-01-21 16:00:00,2019-01-21 17:00:00,227.35,313.02,2.52,38.95,25.38,0.12,15.52,1.23,17.23,,,,,47.19,2.7,321.66,55.07,,,0.0
2019-01-21 17:00:00,2019-01-21 18:00:00,226.0,314.74,1.78,34.35,22.38,0.06,13.57,0.99,10.42,,,,,52.97,3.18,303.46,5.58,,,0.0
2019-01-21 18:00:00,2019-01-21 19:00:00,198.66,274.58,2.33,30.23,20.67,0.18,12.46,0.74,7.07,,,,,54.88,3.19,305.37,0.04,,,0.01
2019-01-21 19:00:00,2019-01-21 20:00:00,151.83,218.42,2.05,25.85,18.14,0.39,9.88,0.65,10.93,,,,,60.73,1.99,28.91,0.24,,,0.0
2019-01-21 20:00:00,2019-01-21 21:00:00,117.01,173.14,3.67,26.65,19.8,0.15,8.39,0.66,8.95,,,,,61.73,1.74,45.64,,,,0.0
2019-01-21 21:00:00,2019-01-21 22:00:00,98.31,147.47,7.21,25.46,21.94,0.67,11.06,0.75,6.29,,,,,62.02,1.54,327.73,,,,0.0
2019-01-21 22:00:00,2019-01-21 23:00:00,95.3,161.12,18.07,15.52,24.14,2.16,14.78,0.78,8.07,,,,,62.39,0.72,263.15,,,,0.0
2019-01-21 23:00:00,2019-01-22 00:00:00,99.49,175.39,17.63,17.06,24.77,1.67,14.82,0.71,8.61,,,,,62.73,0.52,25.72,,,,0.0
2019-01-22 00:00:00,2019-01-22 01:00:00,91.04,176.88,2.88,25.42,18.59,0.11,8.38,0.74,4.55,,,,,64.91,1.23,76.86,,,,0.0
2019-01-22 01:00:00,2019-01-22 02:00:00,110.95,168.55,3.73,36.91,25.27,0.16,8.46,0.81,3.33,,,,,62.16,1.16,81.59,,,,0.0
2019-01-22 02:00:00,2019-01-22 03:00:00,108.06,151.81,0.87,36.34,22.68,0.05,10.98,0.81,8.55,,,,,60.7,1.26,94.73,,,,0.0
2019-01-22 03:00:00,2019-01-22 04:00:00,113.7,150.01,0.53,24.62,16.28,0.14,12.94,0.67,14.71,,,,,62.02,1.66,148.55,,,,0.0
2019-01-22 04:00:00,2019-01-22 05:00:00,114.42,139.92,2.59,17.34,14.05,0.38,11.92,0.67,12.2,,,,,63.83,1.46,195.12,,,,0.01
2019-01-22 05:00:00,2019-01-22 06:00:00,100.25,130.76,7.26,18.56,18.2,0.88,10.89,0.7,6.99,,,,,65.54,1.08,159.44,,,,0.0
2019-01-22 06:00:00,2019-01-22 07:00:00,111.72,132.57,2.33,15.5,12.95,0.29,8.8,0.7,6.8,,,,,65.36,2.27,188.87,,,,0.0
2019-01-22 07:00:00,2019-01-22 08:00:00,129.14,142.34,4.07,17.01,15.13,0.67,10.01,0.76,5.79,,,,,64.5,1.12,222.74,6.85,,,0.0
2019-01-22 08:00:00,2019-01-22 09:00:00,128.61,144.53,12.13,19.97,23.17,0.47,9.79,0.87,3.76,,,,,64.7,1.59,156.12,40.14,,,0.0
2019-01-22 09:00:00,2019-01-22 10:00:00,117.09,141.57,6.21,15.92,16.3,0.15,9.6,0.77,5.91,,,,,60.73,2.44,188.9,255.99,,,0.0
2019-01-22 10:00:00,2019-01-22 11:00:00,105.62,136.21,6.28,13.88,15.07,1.11,10.05,0.58,13.39,,,,,50.46,2.57,198.61,509.05,,,0.0
2019-01-22 11:00:00,2019-01-22 12:00:00,88.59,117.69,13.99,14.21,17.25,1.86,9.88,0.54,14.5,,,,,46.94,2.17,203.79,545.84,,,0.0
2019-01-22 12:00:00,2019-01-22 13:00:00,57.11,88.11,9.6,13.3,13.91,1.53,9.26,0.47,17.32,,,,,43.88,2.1,186.2,579.79,,,0.0
2019-01-22 13:00:00,2019-01-22 14:00:00,34.84,62.58,6.12,12.11,10.98,0.77,9.6,0.12,19.44,,,,,39.69,1.99,183.18,567.82,,,0.0
2019-01-22 14:00:00,2019-01-22 15:00:00,24.39,52.6,2.58,11.54,8.09,0.22,9.47,0.12,22.15,,,,,34.64,1.52,176.91,572.91,,,0.0
2019-01-22 15:00:00,2019-01-22 16:00:00,17.07,53.72,3.25,11.48,8.59,0.18,10.55,0.12,19.98,,,,,35.52,0.97,221.96,249.73,,,0.0
2019-01-22 16:00:00,2019-01-22 17:00:00,11.95,59.72,1.69,11.82,7.53,0.18,9.33,0.12,19.12,,,,,36.48,0.6,227.03,141.42,,,0.0
2019-01-22 17:00:00,2019-01-22 18:00:00,8.38,54.77,2.01,20.96,12.56,0.28,9.76,0.12,18.21,,,,,43.02,1.09,120.67,26.72,,,0.0
2019-01-22 18:00:00,2019-01-22 19:00:00,2.08,63.02,3.53,38.62,23.01,0.29,8.8,0.14,10.6,,,,,51.32,1.35,65.85,,,,0.0
2019-01-22 19:00:00,2019-01-22 20:00:00,37.01,70.49,8.86,44.71,30.46,0.26,8.17,0.12,6.82,,,,,54.34,1.26,65.79,,,,0.0
2019-01-22 20:00:00,2019-01-22 21:00:00,17.81,82.97,10.99,45.05,32.35,0.33,7.89,0.13,4.89,,,,,55.47,1.3,67.58,,,,0.0
2019-01-22 21:00:00,2019-01-22 22:00:00,51.09,99.38,7.01,30.3,21.44,0.33,8.11,0.12,7.19,,,,,60.69,1.63,72.36,,,,0.0
2019-01-22 22:00:00,2019-01-22 23:00:00,29.7,100.79,1.9,25.79,14.99,0.13,8.16,0.12,8.83,,,,,64.41,1.61,72.41,,,,0.0
2019-01-22 23:00:00,2019-01-23 00:00:00,21.85,91.44,3.04,27.57,16.84,0.07,8.25,0.12,8.62,,,,,64.67,1.19,74.13,,,,0.0
2019-01-23 00:00:00,2019-01-23 01:00:00,30.29,86.52,0.99,27.52,15.17,,8.22,0.54,8.65,,,,,65.84,1.23,73.75,,,,0.0
2019-01-23 01:00:00,2019-01-23 02:00:00,25.45,79.99,7.81,28.05,20.74,0.29,7.67,0.57,4.67,,,,,66.09,0.88,67.86,,,,0.0
2019-01-23 02:00:00,2019-01-23 03:00:00,36.37,77.38,1.24,29.4,16.35,0.1,8.07,0.57,5.36,,,,,66.09,0.91,76.62,,,,0.0
2019-01-23 03:00:00,2019-01-23 04:00:00,33.05,74.81,1.12,40.86,22.25,0.17,8.87,0.56,3.44,,,,,66.09,0.51,95.75,,,,0.0
2019-01-23 04:00:00,2019-01-23 05:00:00,41.34,77.97,2.86,42.97,24.74,0.11,10.48,0.61,1.31,,,,,66.09,0.21,230.25,,,,0.0
2019-01-23 05:00:00,2019-01-23 06:00:00,37.35,86.2,5.54,32.7,21.52,0.11,8.62,0.58,0.82,,,,,66.09,0.65,252.0,,,,0.0
2019-01-23 06:00:00,2019-01-23 07:00:00,28.53,80.21,6.57,29.88,20.88,0.14,7.79,0.64,0.18,,,,,66.09,1.33,306.04,,,,0.0
2019-01-23 07:00:00,2019-01-23 08:00:00,35.22,73.06,9.0,26.87,21.26,0.17,8.19,0.73,0.6,,,,,66.09,1.4,317.96,4.31,,,0.0
2019-01-23 08:00:00,2019-01-23 09:00:00,44.61,87.12,20.67,27.06,30.71,0.28,8.79,1.07,1.01,,,,,66.09,0.6,163.05,55.63,,,0.0
2019-01-23 09:00:00,2019-01-23 10:00:00,62.34,111.4,16.73,24.5,26.12,0.12,9.28,0.93,3.74,,,,,67.0,0.81,58.35,160.09,,,0.0
2019-01-23 10:00:00,2019-01-23 11:00:00,74.59,123.44,7.0,20.76,16.46,0.09,11.23,0.75,9.36,,,,,84.11,0.99,55.76,447.71,,,0.0
2019-01-23 11:00:00,2019-01-23 12:00:00,76.28,128.03,3.99,22.65,15.04,0.27,11.93,0.68,15.01,,,,,78.35,0.81,45.77,385.73,,,0.0
2019-01-23 12:00:00,2019-01-23 13:00:00,70.39,117.75,3.11,23.52,14.78,0.29,11.69,0.61,16.88,,,,,72.37,0.77,35.11,514.13,,,0.0
2019-01-23 13:00:00,2019-01-23 14:00:00,68.91,112.35,2.35,25.81,15.31,0.16,11.81,0.54,21.22,,,,,64.35,0.76,75.75,602.21,,,0.0
2019-01-23 14:00:00,2019-01-23 15:00:00,63.97,106.6,3.66,26.53,16.79,0.11,12.32,0.46,24.31,,,,,60.68,1.13,97.68,521.81,,,0.0
2019-01-23 15:00:00,2019-01-23 16:00:00,52.01,108.63,1.05,20.85,11.73,0.12,11.31,0.46,24.3,,,,,58.05,0.8,50.88,258.25,,,0.0
2019-01-23 16:00:00,2019-01-23 17:00:00,51.9,106.84,0.64,19.77,10.84,0.13,11.88,0.5,24.85,,,,,63.89,1.35,66.33,72.09,,,0.0
2019-01-23 17:00:00,2019-01-23 18:00:00,44.07,100.79,1.98,38.63,21.77,0.12,11.53,0.64,17.39,,,,,68.63,0.74,68.15,17.14,,,0.0
2019-01-23 18:00:00,2019-01-23 19:00:00,50.31,112.73,16.73,55.38,42.34,0.42,11.9,1.22,8.88,,,,,74.47,0.44,65.99,,,,0.0
2019-01-23 19:00:00,2019-01-23 20:00:00,79.39,179.71,57.83,49.3,72.05,0.45,12.74,2.58,2.83,,,,,86.03,0.17,183.33,,,,0.0
2019-01-23 20:00:00,2019-01-23 21:00:00,137.6,364.65,89.53,27.35,85.75,0.96,13.66,3.68,2.84,,,,,88.33,0.52,329.74,,,,0.0
2019-01-23 21:00:00,2019-01-23 22:00:00,196.27,412.72,33.58,44.97,50.38,0.6,12.02,2.08,2.08,,,,,87.34,0.69,317.78,,,,0.0
2019-01-23 22:00:00,2019-01-23 23:00:00,163.93,280.89,6.34,42.74,27.39,0.87,11.31,0.99,4.08,,,,,88.34,0.71,335.08,,,,0.0
2019-01-23 23:00:00,2019-01-24 00:00:00,138.94,169.2,3.97,38.5,23.25,2.62,10.04,0.85,5.08,,,,,89.78,0.81,336.59,,,,0.0
2019-01-24 00:00:00,2019-01-24 01:00:00,108.29,148.47,1.99,32.19,18.39,0.15,8.34,0.74,5.36,,,,,92.97,1.02,335.46,,,,0.0
2019-01-24 01:00:00,2019-01-24 02:00:00,90.43,125.76,2.23,32.23,18.63,0.29,8.39,0.71,4.98,,,,,94.8,1.12,336.86,,,,0.0
2019-01-24 02:00:00,2019-01-24 03:00:00,86.49,127.01,4.19,31.42,19.77,0.13,8.45,0.68,4.64,,,,,94.89,0.95,336.95,,,,0.0
2019-01-24 03:00:00,2019-01-24 04:00:00,70.04,128.05,1.26,31.28,17.35,0.04,9.22,0.64,5.34,,,,,94.84,0.93,342.34,,,,0.0
2019-01-24 04:00:00,2019-01-24 05:00:00,72.06,119.37,8.42,29.87,21.98,0.63,9.42,0.61,4.44,,,,,94.52,0.97,346.75,,,,0.0
2019-01-24 05:00:00,2019-01-24 06:00:00,65.33,118.56,5.68,31.13,20.04,0.74,9.98,0.62,5.27,,,,,94.08,0.81,263.0,,,,0.0
2019-01-24 06:00:00,2019-01-24 07:00:00,55.74,112.54,9.46,35.06,25.65,0.93,9.83,0.79,3.72,,,,,94.94,0.8,346.29,,,,0.0
