From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s)
2017-06-06 04:00:00,2017-06-06 05:00:00,22.96,34.69,6.29,24.75,17.98,,3.98,0.23,63.56,0.29,0.86,0.13,0.36,0.11,31.73,67.64,0.53,259.9,0.0,,
2017-06-06 05:00:00,2017-06-06 06:00:00,29.29,44.69,5.89,24.13,17.33,,2.09,0.32,53.64,0.03,2.23,,1.06,0.36,31.08,71.69,0.55,239.32,0.0,,
2017-06-06 06:00:00,2017-06-06 07:00:00,31.1,45.25,6.13,24.54,17.74,,2.63,0.32,69.6,0.04,1.93,,0.74,0.25,32.63,66.82,0.58,253.5,132.2,,
2017-06-06 07:00:00,2017-06-06 08:00:00,32.34,38.91,6.33,24.97,18.12,,5.59,0.45,83.57,0.53,1.28,,0.59,0.21,34.5,60.44,0.69,256.55,292.4,,
2017-06-06 08:00:00,2017-06-06 09:00:00,17.65,33.95,6.09,24.45,17.66,,2.85,0.32,87.4,0.42,1.33,0.16,0.48,0.16,35.59,58.43,1.05,244.2,525.8,,
2017-06-06 09:00:00,2017-06-06 10:00:00,16.31,32.93,4.48,17.68,12.83,,3.16,0.4,92.89,0.8,3.89,0.34,1.71,0.53,36.76,57.02,1.23,275.98,632.3,,
2017-06-06 10:00:00,2017-06-06 11:00:00,27.65,46.39,3.03,10.34,7.84,,7.16,0.79,102.57,1.08,6.02,0.5,3.1,0.94,38.68,52.22,1.01,263.27,819.0,,
2017-06-06 11:00:00,2017-06-06 12:00:00,15.52,55.77,4.09,17.4,12.37,,1.72,0.48,108.25,1.77,9.73,0.82,5.22,1.7,39.94,48.28,0.6,253.56,756.0,,
2017-06-06 12:00:00,2017-06-06 13:00:00,38.19,59.87,3.33,15.02,10.51,,2.8,0.48,110.93,0.0,5.41,,3.15,0.93,40.66,46.51,0.53,110.22,500.1,,
2017-06-06 13:00:00,2017-06-06 14:00:00,38.77,59.21,2.99,14.0,9.71,,3.39,0.57,138.49,0.0,4.76,,2.56,1.15,41.57,41.45,1.16,91.24,637.0,,
2017-06-06 14:00:00,2017-06-06 15:00:00,35.54,54.57,2.24,9.26,6.63,,14.29,0.68,140.17,0.74,5.65,2.88,0.28,1.1,41.95,40.06,0.49,151.73,539.0,,
2017-06-06 15:00:00,2017-06-06 16:00:00,24.69,41.87,3.05,13.71,9.61,,21.52,0.65,159.1,1.03,6.25,1.05,2.59,1.02,41.6,43.04,0.78,96.78,322.8,,
2017-06-06 16:00:00,2017-06-06 17:00:00,23.94,35.2,3.18,13.47,9.59,,19.05,0.7,137.39,1.63,9.99,1.04,5.92,2.21,37.56,52.31,0.87,249.69,30.3,,
2017-06-06 17:00:00,2017-06-06 18:00:00,25.43,56.24,3.06,11.88,8.66,,12.75,0.74,115.49,1.59,9.79,0.9,5.86,1.93,35.59,55.96,0.83,245.92,60.7,,
2017-06-06 18:00:00,2017-06-06 19:00:00,39.06,64.12,3.12,14.33,9.99,,9.26,0.54,86.73,1.6,10.56,1.0,6.64,2.22,35.57,56.15,0.29,40.13,0.0,,
2017-06-06 19:00:00,2017-06-06 20:00:00,27.76,46.16,3.29,15.19,10.57,,3.28,0.48,72.25,1.48,8.28,0.71,4.54,1.41,35.09,58.94,0.33,45.76,0.0,,
2017-06-06 20:00:00,2017-06-06 21:00:00,43.97,57.47,3.58,15.62,11.03,,2.55,0.39,92.02,2.63,10.4,0.93,6.02,2.01,34.57,58.11,0.84,271.67,0.0,,
2017-06-06 21:00:00,2017-06-06 22:00:00,40.6,58.06,4.37,18.17,13.0,,1.51,0.33,79.35,1.15,5.96,0.5,3.08,0.95,34.2,60.84,0.7,80.32,0.0,,
2017-06-06 22:00:00,2017-06-06 23:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-06 23:00:00,2017-06-07 00:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-07 00:00:00,2017-06-07 01:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-07 01:00:00,2017-06-07 02:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-07 02:00:00,2017-06-07 03:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-07 03:00:00,2017-06-07 04:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-07 04:00:00,2017-06-07 05:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-07 05:00:00,2017-06-07 06:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-07 06:00:00,2017-06-07 07:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-07 07:00:00,2017-06-07 08:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-07 08:00:00,2017-06-07 09:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-07 09:00:00,2017-06-07 10:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-07 10:00:00,2017-06-07 11:00:00,31.26,41.69,7.08,28.95,20.8,,4.23,1.28,0.26,2.51,12.74,1.36,7.96,2.81,37.29,56.03,0.66,253.37,831.0,,
2017-06-07 11:00:00,2017-06-07 12:00:00,32.74,37.88,5.95,22.85,16.71,,3.08,0.74,1.02,1.03,6.3,0.54,3.37,1.02,39.03,48.93,0.44,319.08,814.3,,
2017-06-07 12:00:00,2017-06-07 13:00:00,31.67,37.05,5.74,24.03,17.16,,0.44,0.0,0.22,0.98,5.66,0.47,2.67,0.82,40.11,47.24,0.87,268.3,807.3,,
2017-06-07 13:00:00,2017-06-07 14:00:00,34.52,61.58,4.71,18.39,13.38,,0.03,0.0,1.19,0.64,3.42,0.29,1.43,0.43,40.76,44.91,0.71,269.04,635.4,,
2017-06-07 14:00:00,2017-06-07 15:00:00,35.09,63.5,4.85,19.78,14.23,,0.29,0.0,2.61,0.59,3.37,0.28,1.26,0.39,38.03,48.7,0.62,32.48,115.9,,
2017-06-07 15:00:00,2017-06-07 16:00:00,31.89,78.82,3.65,14.56,10.54,,1.99,0.0,1.17,0.64,4.03,0.35,1.81,0.56,34.49,62.04,0.75,280.33,295.5,,
2017-06-07 16:00:00,2017-06-07 17:00:00,18.87,40.51,4.52,19.31,13.71,,6.16,0.0,,0.82,5.32,0.46,2.5,0.73,34.38,62.36,0.48,240.34,70.0,,
2017-06-07 17:00:00,2017-06-07 18:00:00,19.24,36.6,4.85,21.3,15.02,,4.83,0.17,,2.12,12.6,1.21,7.34,2.5,33.65,66.56,0.86,241.7,5.4,,
2017-06-07 18:00:00,2017-06-07 19:00:00,35.6,61.74,5.34,24.5,17.08,,5.18,0.59,0.06,2.91,15.93,2.94,11.67,4.29,33.99,65.06,0.63,262.47,0.0,,
2017-06-07 19:00:00,2017-06-07 20:00:00,32.89,51.49,5.53,24.08,17.02,,5.08,0.6,2.04,3.49,18.96,2.16,11.59,4.19,34.18,63.06,0.13,175.75,0.0,,
2017-06-07 20:00:00,2017-06-07 21:00:00,37.17,58.86,5.97,27.76,19.29,,0.05,0.62,1.15,3.86,15.51,1.68,9.54,3.44,33.63,66.02,0.47,260.52,0.0,,
2017-06-07 21:00:00,2017-06-07 22:00:00,43.36,64.37,6.17,25.69,18.37,,,0.35,0.27,2.37,9.78,0.87,5.76,1.9,33.38,65.93,0.54,279.76,0.0,,
2017-06-07 22:00:00,2017-06-07 23:00:00,40.57,68.52,5.82,26.11,18.31,,1.17,0.54,0.8,3.0,4.59,0.4,2.35,0.71,32.88,69.18,0.69,221.06,0.0,,
2017-06-07 23:00:00,2017-06-08 00:00:00,34.76,39.49,5.15,22.19,15.72,,2.56,0.32,,1.36,5.21,0.64,2.93,0.84,32.96,66.94,0.64,226.38,0.0,,
2017-06-08 00:00:00,2017-06-08 01:00:00,22.62,37.57,5.06,20.82,14.94,,2.01,0.42,0.06,0.69,2.74,0.33,1.31,0.38,32.87,67.42,0.56,236.61,0.0,,
2017-06-08 01:00:00,2017-06-08 02:00:00,26.98,39.97,5.01,19.47,14.19,,2.5,0.45,0.32,0.49,1.56,0.17,0.59,0.19,32.86,68.41,0.71,235.75,0.0,,
2017-06-08 02:00:00,2017-06-08 03:00:00,19.38,28.2,5.22,20.76,15.04,,3.87,0.45,0.37,0.39,0.86,0.1,0.28,0.09,32.57,69.59,0.72,260.69,0.0,,
2017-06-08 03:00:00,2017-06-08 04:00:00,14.23,29.45,5.34,21.61,15.58,,1.81,0.36,0.34,0.55,1.13,0.29,0.47,0.15,32.09,71.99,0.7,227.23,0.0,,
2017-06-08 04:00:00,2017-06-08 05:00:00,46.76,53.54,4.58,17.93,13.04,,0.89,0.42,1.76,0.65,0.92,0.66,0.84,0.21,31.66,71.57,0.75,256.26,0.0,,
2017-06-08 05:00:00,2017-06-08 06:00:00,27.25,41.61,3.74,14.75,10.71,,0.69,0.32,0.33,0.32,0.65,0.18,0.29,0.09,31.27,72.07,0.7,261.11,0.0,,
2017-06-08 06:00:00,2017-06-08 07:00:00,20.08,35.43,4.33,16.27,11.97,,0.79,0.51,0.72,0.41,0.82,0.1,0.29,0.1,32.08,69.38,1.03,277.05,140.0,,
2017-06-08 07:00:00,2017-06-08 08:00:00,18.79,42.55,3.51,13.32,9.77,,1.22,0.47,0.06,0.36,0.88,0.11,0.32,0.1,33.04,67.11,1.31,284.83,312.7,,
2017-06-08 08:00:00,2017-06-08 09:00:00,10.92,29.39,3.36,11.97,8.95,,4.73,0.6,0.29,0.32,0.9,0.13,0.33,0.1,34.62,63.35,0.92,274.13,550.7,,
2017-06-08 09:00:00,2017-06-08 10:00:00,11.95,15.99,3.76,13.86,10.26,,4.62,0.75,0.26,0.41,1.11,0.13,0.4,0.13,36.41,58.97,0.26,319.38,688.3,,
2017-06-08 10:00:00,2017-06-08 11:00:00,10.98,17.83,4.53,17.18,12.61,,0.33,0.72,,0.66,3.12,0.26,1.17,0.37,37.48,55.71,0.34,324.46,825.2,,
2017-06-08 11:00:00,2017-06-08 12:00:00,20.78,33.46,3.61,12.92,9.65,,,0.48,1.29,0.94,5.09,0.39,2.24,0.66,38.98,50.92,0.44,76.15,864.9,,
2017-06-08 12:00:00,2017-06-08 13:00:00,24.78,45.86,2.84,9.55,7.27,,1.05,0.29,0.6,1.21,6.99,0.57,3.56,1.12,39.88,47.05,0.34,24.37,870.3,,
2017-06-08 13:00:00,2017-06-08 14:00:00,32.09,47.92,3.33,12.6,9.25,,1.5,0.56,0.79,1.0,6.56,0.53,3.31,1.04,41.36,43.58,0.45,255.07,791.8,,
2017-06-08 14:00:00,2017-06-08 15:00:00,28.02,47.39,3.82,14.59,10.68,,4.73,0.52,0.27,0.69,4.59,0.38,2.07,0.66,41.98,41.73,0.09,269.59,602.8,,
2017-06-08 15:00:00,2017-06-08 16:00:00,16.57,29.86,3.75,15.59,11.15,,6.99,0.83,0.4,0.66,4.14,0.35,1.99,0.62,39.3,48.28,0.16,85.39,70.0,,
2017-06-08 16:00:00,2017-06-08 17:00:00,34.86,65.74,4.26,18.0,12.82,,6.77,1.0,0.11,1.35,9.17,0.83,5.48,1.79,34.81,61.48,0.79,240.79,70.0,,
2017-06-08 17:00:00,2017-06-08 18:00:00,36.97,49.3,5.24,27.28,18.46,,6.34,1.92,0.23,2.88,17.87,2.08,11.05,4.09,36.42,56.41,0.76,191.4,70.0,,
2017-06-08 18:00:00,2017-06-08 19:00:00,30.46,51.93,5.11,22.17,15.68,,2.04,0.56,0.06,6.53,35.78,6.18,22.79,9.82,34.22,64.17,0.88,227.15,0.0,,
2017-06-08 19:00:00,2017-06-08 20:00:00,51.47,68.49,5.62,29.94,20.15,,2.1,0.72,0.51,4.24,80.88,11.04,21.73,10.53,34.14,64.3,0.68,274.53,0.0,,
2017-06-08 20:00:00,2017-06-08 21:00:00,50.43,81.82,6.0,24.66,17.7,,1.85,0.09,0.75,3.67,35.19,4.49,13.59,5.26,33.45,65.02,0.62,245.07,0.0,,
2017-06-08 21:00:00,2017-06-08 22:00:00,41.06,64.42,3.42,14.22,10.17,,4.24,0.11,0.27,1.35,7.34,0.65,4.18,1.29,33.5,64.19,0.68,215.22,0.0,,
2017-06-08 22:00:00,2017-06-08 23:00:00,20.53,54.74,3.31,13.26,9.59,,3.37,0.0,0.08,0.87,5.46,0.48,2.99,0.89,33.52,65.52,0.74,243.09,0.0,,
2017-06-08 23:00:00,2017-06-09 00:00:00,11.69,39.34,3.79,15.67,11.23,,4.21,0.0,0.05,0.61,2.35,0.95,2.14,0.57,32.91,66.14,0.77,223.93,0.0,,
2017-06-09 00:00:00,2017-06-09 01:00:00,12.63,35.78,4.17,17.13,12.3,,4.96,0.29,0.13,0.47,2.07,0.44,1.13,0.35,32.4,67.77,0.63,234.92,0.0,,
2017-06-09 01:00:00,2017-06-09 02:00:00,17.52,22.49,4.85,18.47,13.55,,1.96,0.18,,0.31,0.98,0.26,0.49,0.16,32.27,66.65,0.71,242.96,0.0,,
2017-06-09 02:00:00,2017-06-09 03:00:00,19.11,35.0,4.4,16.86,12.34,,0.42,0.28,1.57,0.22,0.45,0.06,0.16,0.04,32.53,66.36,0.74,244.7,0.0,,
2017-06-09 03:00:00,2017-06-09 04:00:00,22.92,37.66,3.94,15.25,11.12,,0.12,0.2,0.68,0.34,0.62,0.69,0.73,0.21,32.0,67.36,0.92,237.46,0.0,,
2017-06-09 04:00:00,2017-06-09 05:00:00,21.35,30.27,3.71,14.35,10.48,,1.86,0.47,0.8,0.26,0.52,0.12,0.2,0.06,31.64,69.9,0.58,212.54,0.0,,
2017-06-09 05:00:00,2017-06-09 06:00:00,13.55,32.03,4.15,17.17,12.3,,3.09,0.37,,0.44,1.6,0.19,0.47,0.16,31.52,72.14,0.59,179.09,0.0,,
2017-06-09 06:00:00,2017-06-09 07:00:00,10.76,24.26,4.66,19.61,13.98,,3.24,0.44,,0.91,5.42,0.39,1.76,0.56,32.36,71.02,0.55,214.08,108.1,,
2017-06-09 07:00:00,2017-06-09 08:00:00,10.92,20.0,5.32,21.52,15.51,,4.82,0.53,0.53,1.01,8.77,0.38,1.67,0.53,34.14,65.85,0.84,238.75,338.3,,
2017-06-09 08:00:00,2017-06-09 09:00:00,12.04,35.58,5.27,20.86,15.12,,3.11,0.6,,0.5,2.16,0.22,0.91,0.3,35.38,62.45,0.69,265.48,523.4,,
2017-06-09 09:00:00,2017-06-09 10:00:00,28.66,32.26,4.81,17.92,13.22,,1.53,0.47,0.83,0.44,1.17,0.13,0.39,0.13,36.87,58.27,1.0,247.61,682.1,,
2017-06-09 10:00:00,2017-06-09 11:00:00,34.03,53.64,4.44,17.89,12.9,,1.65,0.65,0.8,1.15,5.83,0.53,3.29,1.03,38.67,53.48,0.6,245.46,791.8,,
2017-06-09 11:00:00,2017-06-09 12:00:00,37.38,63.39,3.23,11.53,8.61,,1.42,0.51,0.4,1.08,5.69,0.48,2.97,0.87,39.94,50.42,0.05,196.52,850.9,,
2017-06-09 12:00:00,2017-06-09 13:00:00,38.14,70.94,3.42,12.72,9.39,,2.52,0.67,,1.36,7.65,0.72,4.46,1.39,41.07,46.67,0.88,83.0,745.1,,
2017-06-09 13:00:00,2017-06-09 14:00:00,19.25,67.19,3.64,15.36,10.94,,51.42,0.72,1.41,0.9,4.92,0.45,2.1,0.71,38.12,50.48,1.23,285.25,350.8,,
2017-06-09 14:00:00,2017-06-09 15:00:00,24.28,87.15,4.34,16.83,12.28,,16.82,0.89,0.06,1.11,7.13,0.68,4.21,1.37,38.61,48.29,0.28,23.69,402.1,,
2017-06-09 15:00:00,2017-06-09 16:00:00,28.22,75.66,4.98,19.59,14.23,,8.51,0.75,0.15,0.54,3.43,0.35,1.46,0.46,38.44,47.24,0.67,55.03,203.8,,
2017-06-09 16:00:00,2017-06-09 17:00:00,27.31,45.92,4.77,19.65,14.09,,3.04,0.48,1.0,0.74,5.14,0.44,2.23,0.73,38.68,45.16,0.34,54.88,93.3,,
2017-06-09 17:00:00,2017-06-09 18:00:00,40.88,60.72,5.02,23.3,16.19,,3.45,0.71,0.33,2.07,12.59,1.21,7.01,2.42,38.07,47.68,0.51,298.74,0.0,,
2017-06-09 18:00:00,2017-06-09 19:00:00,39.81,62.62,3.86,17.06,12.01,,1.11,0.74,0.88,1.96,10.51,1.1,6.32,2.11,36.41,56.09,0.78,269.01,0.0,,
2017-06-09 19:00:00,2017-06-09 20:00:00,53.99,67.79,4.28,21.92,14.88,,3.5,1.23,1.22,3.11,12.96,1.34,7.92,2.81,35.75,59.1,0.49,251.13,0.0,,
2017-06-09 20:00:00,2017-06-09 21:00:00,34.4,69.86,4.93,25.37,17.21,,3.05,1.38,,4.4,18.9,2.32,11.74,4.54,35.4,59.56,0.33,189.66,0.0,,
2017-06-09 21:00:00,2017-06-09 22:00:00,52.34,78.84,4.64,24.99,16.77,,3.45,1.25,0.25,9.55,43.66,7.53,27.42,11.89,35.48,60.93,0.4,179.65,0.0,,
2017-06-09 22:00:00,2017-06-09 23:00:00,53.07,98.51,4.46,23.56,15.89,,2.16,1.1,0.48,6.18,47.02,7.44,19.52,8.28,35.06,60.91,0.32,256.6,0.0,,
2017-06-09 23:00:00,2017-06-10 00:00:00,58.48,74.42,4.06,18.97,13.17,,4.33,0.56,0.24,3.14,22.39,3.06,10.48,3.94,33.92,67.63,1.06,187.04,0.0,,
2017-06-10 00:00:00,2017-06-10 01:00:00,43.09,71.14,4.13,16.54,11.96,,1.71,0.42,0.99,0.47,1.79,0.2,0.77,0.24,32.7,72.35,0.81,196.11,0.0,,
2017-06-10 01:00:00,2017-06-10 02:00:00,47.07,72.57,3.4,13.72,9.9,,1.86,0.45,0.61,0.48,3.31,0.23,0.81,0.25,32.19,71.95,0.88,221.77,0.0,,
2017-06-10 02:00:00,2017-06-10 03:00:00,27.06,44.27,3.2,12.95,9.33,,1.84,0.39,0.85,0.36,1.56,0.15,0.45,0.15,31.65,74.39,0.94,215.24,0.0,,
2017-06-10 03:00:00,2017-06-10 04:00:00,28.47,31.96,3.47,14.42,10.32,,3.51,0.43,,0.3,1.05,0.14,0.37,0.13,31.25,75.24,0.74,212.39,0.0,,
2017-06-10 04:00:00,2017-06-10 05:00:00,14.8,17.94,4.11,17.2,12.28,,3.85,0.44,,0.34,1.22,0.16,0.41,0.15,30.81,77.61,0.78,222.39,0.0,,
2017-06-10 05:00:00,2017-06-10 06:00:00,7.83,25.12,4.54,18.59,13.35,,3.61,0.42,0.12,0.43,1.71,0.17,0.55,0.19,30.91,77.05,0.86,185.62,0.0,,
2017-06-10 06:00:00,2017-06-10 07:00:00,8.49,37.55,5.07,21.62,15.36,,4.32,0.44,0.26,0.89,2.69,0.23,0.98,0.31,30.66,78.19,0.87,200.13,70.0,,
2017-06-10 07:00:00,2017-06-10 08:00:00,14.93,30.1,4.77,19.25,13.88,,2.55,0.46,0.42,1.01,3.54,0.32,1.5,0.47,32.46,72.51,0.75,209.19,353.9,,
2017-06-10 08:00:00,2017-06-10 09:00:00,31.99,42.0,3.24,11.95,8.85,,1.7,0.41,0.55,0.76,3.55,0.32,1.42,0.46,34.56,65.72,1.05,214.75,546.0,,
2017-06-10 09:00:00,2017-06-10 10:00:00,24.0,52.27,2.73,9.95,7.39,,1.3,0.37,0.36,0.61,2.72,0.3,1.32,0.41,36.74,58.1,0.53,260.47,698.4,,
2017-06-10 10:00:00,2017-06-10 11:00:00,12.09,29.92,3.06,11.74,8.59,,3.13,0.61,0.13,0.38,1.28,0.17,0.48,0.16,38.44,54.72,0.64,236.64,815.1,,
2017-06-10 11:00:00,2017-06-10 12:00:00,7.71,19.71,3.41,12.7,9.37,,6.04,0.43,0.02,0.77,4.19,0.36,1.91,0.61,39.57,49.81,1.27,82.09,842.3,,
2017-06-10 12:00:00,2017-06-10 13:00:00,4.66,31.1,4.0,16.08,11.61,,8.18,0.54,0.35,0.64,3.1,0.27,1.23,0.39,41.24,45.45,0.28,188.76,476.8,,
2017-06-10 13:00:00,2017-06-10 14:00:00,20.11,32.15,4.66,18.87,13.6,,7.47,1.06,0.11,0.43,2.71,0.3,1.06,0.34,42.12,43.76,0.66,169.65,772.3,,
2017-06-10 14:00:00,2017-06-10 15:00:00,11.3,36.66,4.78,23.5,16.11,,1.63,0.41,,0.65,5.14,0.43,1.84,0.6,36.99,58.44,0.51,350.49,45.9,,
2017-06-10 15:00:00,2017-06-10 16:00:00,36.12,145.31,3.36,13.2,9.6,,0.37,0.41,1.17,0.26,1.03,0.12,0.36,0.12,29.03,,0.84,267.28,0.0,,
2017-06-10 16:00:00,2017-06-10 17:00:00,76.55,112.33,2.04,12.0,7.91,,4.51,1.42,0.35,0.2,1.48,0.13,0.86,0.29,29.29,98.32,0.78,192.58,0.0,,
2017-06-10 17:00:00,2017-06-10 18:00:00,38.28,56.17,,,,,0.05,1.27,,,,,,,29.25,99.71,0.84,204.99,0.0,,
2017-06-10 18:00:00,2017-06-10 19:00:00,19.14,35.9,4.51,23.55,15.92,,7.37,1.34,,6.92,36.08,6.57,23.77,10.4,29.43,96.66,0.66,219.27,0.0,,
2017-06-10 19:00:00,2017-06-10 20:00:00,25.39,41.83,5.73,29.22,19.86,,7.58,1.11,,3.85,48.9,5.83,16.87,7.39,29.69,94.71,0.59,275.85,0.0,,
2017-06-10 20:00:00,2017-06-10 21:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-10 21:00:00,2017-06-10 22:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-10 22:00:00,2017-06-10 23:00:00,37.33,56.13,7.47,35.28,24.42,,3.65,1.11,0.61,8.36,45.23,7.22,26.38,11.33,30.34,94.57,0.43,291.86,0.0,,
2017-06-10 23:00:00,2017-06-11 00:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-11 00:00:00,2017-06-11 01:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-11 01:00:00,2017-06-11 02:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-11 02:00:00,2017-06-11 03:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-11 03:00:00,2017-06-11 04:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-11 04:00:00,2017-06-11 05:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-11 05:00:00,2017-06-11 06:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-11 06:00:00,2017-06-11 07:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-11 07:00:00,2017-06-11 08:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-11 08:00:00,2017-06-11 09:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-11 09:00:00,2017-06-11 10:00:00,,,,,,,,,,,,,,,,,,,,,
2017-06-11 10:00:00,2017-06-11 11:00:00,22.34,20.22,6.54,27.13,19.42,,2.12,1.24,0.54,0.78,4.13,0.38,1.92,0.6,34.62,69.67,0.87,218.63,288.5,,
2017-06-11 11:00:00,2017-06-11 12:00:00,30.05,21.55,7.39,29.72,21.46,,2.23,1.65,0.4,0.63,3.19,0.32,1.45,0.46,35.91,65.24,0.82,186.62,251.2,,
2017-06-11 12:00:00,2017-06-11 13:00:00,17.15,29.26,7.18,28.75,20.78,,0.82,0.0,1.42,0.95,4.86,0.43,1.87,0.7,36.61,63.55,0.68,196.67,483.8,,
2017-06-11 13:00:00,2017-06-11 14:00:00,32.96,39.34,6.37,26.55,18.98,,0.63,0.0,0.99,1.03,10.54,0.83,2.9,1.01,37.18,60.25,0.92,193.82,634.7,,
2017-06-11 14:00:00,2017-06-11 15:00:00,33.64,34.05,6.24,24.54,17.82,,0.38,0.0,0.68,0.74,3.0,0.28,1.11,0.37,37.78,59.59,0.91,180.08,480.7,,
2017-06-11 15:00:00,2017-06-11 16:00:00,26.49,35.61,5.27,23.39,16.45,,0.69,0.0,1.75,0.55,2.93,0.31,0.98,0.36,33.18,72.19,1.37,86.81,210.0,,
2017-06-11 16:00:00,2017-06-11 17:00:00,30.45,40.66,5.41,24.01,16.88,,1.24,0.0,0.1,1.26,6.55,0.63,2.83,1.52,34.15,69.83,0.6,124.95,70.0,,
2017-06-11 17:00:00,2017-06-11 18:00:00,38.48,46.99,5.2,24.53,16.98,,2.24,0.14,0.44,3.71,19.32,2.4,10.85,4.3,34.87,64.57,0.83,182.26,0.0,,
2017-06-11 18:00:00,2017-06-11 19:00:00,42.43,66.34,5.23,24.63,17.06,,2.95,1.15,0.16,2.88,15.44,1.65,8.86,3.43,34.02,70.28,0.72,179.1,0.0,,
2017-06-11 19:00:00,2017-06-11 20:00:00,46.04,60.41,5.52,27.22,18.64,,3.83,1.04,0.15,3.95,24.85,2.62,11.92,4.7,33.33,73.23,0.72,253.16,0.0,,
2017-06-11 20:00:00,2017-06-11 21:00:00,59.05,86.84,5.55,25.35,17.7,,2.67,1.03,0.88,5.12,41.85,4.75,14.64,5.94,33.05,70.56,0.65,162.55,0.0,,
2017-06-11 21:00:00,2017-06-11 22:00:00,64.61,84.14,3.55,17.64,12.06,,1.82,0.7,0.56,5.07,24.3,2.78,13.44,5.21,32.44,76.58,1.14,182.55,0.0,,
2017-06-11 22:00:00,2017-06-11 23:00:00,40.68,72.24,3.26,13.56,9.7,,2.28,0.56,0.41,1.24,7.29,0.68,4.35,1.43,29.75,93.02,0.69,225.22,0.0,,
2017-06-11 23:00:00,2017-06-12 00:00:00,21.89,43.19,2.91,12.46,8.84,,5.79,1.15,1.78,0.77,5.63,0.48,2.1,0.64,28.78,99.81,0.64,239.12,0.0,,
2017-06-12 00:00:00,2017-06-12 01:00:00,10.94,22.05,4.02,16.32,11.75,,0.98,1.29,,0.95,5.99,0.53,2.0,0.59,28.57,99.43,0.53,220.89,0.0,,
2017-06-12 01:00:00,2017-06-12 02:00:00,9.66,23.62,5.56,21.34,15.61,,0.11,0.02,0.1,0.53,3.63,0.33,1.08,0.34,28.56,97.68,0.4,196.81,0.0,,
2017-06-12 02:00:00,2017-06-12 03:00:00,17.98,21.6,6.58,25.64,18.67,,2.3,0.0,0.87,0.37,1.8,0.21,0.61,0.21,28.67,97.18,0.39,298.14,0.0,,
2017-06-12 03:00:00,2017-06-12 04:00:00,25.62,16.44,7.37,28.52,20.81,,0.89,0.0,1.55,0.69,2.61,0.16,0.38,0.14,28.8,96.89,0.55,272.41,0.0,,
2017-06-12 04:00:00,2017-06-12 05:00:00,33.86,27.46,6.95,27.36,19.87,,1.71,0.0,0.48,0.36,0.98,0.11,0.3,0.1,29.06,96.21,0.43,281.71,0.0,,
2017-06-12 05:00:00,2017-06-12 06:00:00,22.76,33.29,6.83,26.52,19.34,,1.65,0.0,0.66,0.45,1.69,0.15,0.51,0.18,29.25,95.45,0.34,277.38,0.0,,
2017-06-12 06:00:00,2017-06-12 07:00:00,21.66,32.84,7.2,29.08,20.97,,3.06,0.71,0.03,0.78,3.3,0.28,1.32,0.44,29.6,93.92,0.58,173.91,0.0,,
2017-06-12 07:00:00,2017-06-12 08:00:00,23.57,17.63,7.87,32.17,23.12,,2.75,0.78,,1.62,5.84,0.48,2.8,0.9,30.25,90.66,0.46,209.79,69.2,,
2017-06-12 08:00:00,2017-06-12 09:00:00,27.89,20.81,7.44,31.29,22.32,,1.27,1.05,0.48,1.92,13.06,0.99,4.69,1.55,30.72,90.3,0.73,182.56,70.0,,
2017-06-12 09:00:00,2017-06-12 10:00:00,21.31,25.7,7.67,32.92,23.35,,2.39,1.71,0.19,2.75,15.02,1.58,8.73,3.13,30.89,88.29,0.71,184.8,71.5,,
