From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-04-01 08:00:00,2021-04-01 09:00:00,,,10.49,9.77,8.28,4.66,0.92,0.46,19.49,1.54,2.08,4.26,1.3,3.66,27.78,50.28,0.24,229.24,266.57,,
2021-04-01 09:00:00,2021-04-01 10:00:00,,,4.52,11.14,5.41,3.88,0.85,0.49,15.0,1.39,2.03,4.29,1.23,3.56,31.43,57.75,0.29,239.32,555.12,,
2021-04-01 10:00:00,2021-04-01 11:00:00,,,7.61,8.15,5.55,3.12,0.74,0.41,11.47,1.27,1.84,4.31,1.29,3.57,33.05,60.65,0.31,109.64,705.25,,
2021-04-01 11:00:00,2021-04-01 12:00:00,,,8.25,12.48,8.79,4.5,0.76,0.21,15.83,1.42,1.84,4.31,1.31,3.62,33.67,62.17,0.4,139.69,816.08,,
2021-04-01 12:00:00,2021-04-01 13:00:00,,,3.77,7.8,3.54,2.38,0.46,0.54,15.77,1.41,1.76,4.33,1.26,3.58,33.26,60.95,0.73,93.77,800.52,,
2021-04-01 13:00:00,2021-04-01 14:00:00,,,6.67,10.96,7.0,3.53,0.23,0.59,14.18,1.36,2.01,4.33,1.15,3.58,35.37,64.48,0.28,185.1,787.5,,
2021-04-01 14:00:00,2021-04-01 15:00:00,,,9.78,11.79,8.96,4.24,0.24,0.61,15.4,1.4,1.98,4.33,1.29,3.61,35.72,64.93,0.37,105.39,643.2,,
2021-04-01 15:00:00,2021-04-01 16:00:00,,,4.39,6.38,3.75,2.16,0.24,0.53,15.53,1.41,1.96,4.29,1.25,3.61,34.94,63.58,0.67,77.6,499.7,,
2021-04-01 16:00:00,2021-04-01 17:00:00,,,11.15,6.57,7.33,3.15,0.2,,14.42,1.37,1.86,4.32,1.31,3.58,34.23,62.23,0.27,181.45,275.93,,
2021-04-01 17:00:00,2021-04-01 18:00:00,,,9.81,33.65,23.77,11.59,0.25,0.66,14.69,1.38,2.02,4.25,1.19,3.6,31.43,57.01,0.28,191.94,55.6,,
2021-04-01 18:00:00,2021-04-01 19:00:00,,,21.66,70.25,47.95,22.36,0.32,0.74,12.61,1.31,2.02,4.25,1.15,3.62,28.93,52.62,0.24,192.37,5.4,,
2021-04-01 19:00:00,2021-04-01 20:00:00,,,32.81,70.84,50.54,22.71,0.41,0.98,13.23,1.33,1.95,4.3,1.28,3.56,27.3,49.62,0.21,196.89,5.97,,
2021-04-01 20:00:00,2021-04-01 21:00:00,,,50.76,73.97,61.35,26.64,0.38,1.49,14.27,1.36,1.94,4.34,1.2,3.57,27.1,48.99,0.3,151.0,8.35,,
2021-04-01 21:00:00,2021-04-01 22:00:00,,,30.93,72.71,51.45,24.34,0.61,1.94,12.14,1.29,1.99,4.25,1.36,3.56,26.23,47.1,0.27,144.05,8.78,,
2021-04-01 22:00:00,2021-04-01 23:00:00,,,7.77,53.73,29.64,16.51,0.95,2.01,13.42,1.33,1.89,4.27,1.31,3.57,26.3,47.32,0.47,86.59,5.45,,
2021-04-01 23:00:00,2021-04-02 00:00:00,,,7.58,23.27,13.62,8.39,0.64,1.99,8.65,1.18,2.19,4.29,1.29,3.58,26.45,47.83,0.23,262.15,13.65,,
2021-04-02 00:00:00,2021-04-02 01:00:00,,,7.03,19.09,11.14,6.92,,0.43,16.82,1.43,1.9,4.33,1.33,3.57,25.19,45.25,0.35,208.31,3.9,,
2021-04-02 01:00:00,2021-04-02 02:00:00,,,6.69,20.81,12.21,7.4,,0.31,12.24,1.3,2.11,4.29,1.32,3.57,24.14,43.19,0.31,199.82,7.95,,
2021-04-02 02:00:00,2021-04-02 03:00:00,,,8.34,14.09,8.8,5.61,,0.17,12.96,1.32,1.9,4.28,1.29,3.62,24.2,43.31,0.34,245.03,8.53,,
2021-04-02 03:00:00,2021-04-02 04:00:00,,,5.86,14.04,7.94,5.37,,0.16,13.47,1.34,2.0,4.3,1.29,3.61,23.41,41.55,0.27,219.94,10.1,,
2021-04-02 04:00:00,2021-04-02 05:00:00,,,7.98,10.55,7.62,4.85,,0.1,17.87,1.49,1.77,4.26,1.35,3.62,23.29,41.31,0.38,196.21,4.67,,
2021-04-02 05:00:00,2021-04-02 06:00:00,,,5.91,13.13,7.18,5.11,,0.06,16.55,1.44,2.02,4.32,1.31,3.62,22.42,39.63,0.31,187.81,3.88,,
2021-04-02 06:00:00,2021-04-02 07:00:00,,,9.36,13.44,9.9,5.94,,0.51,15.56,1.41,2.01,4.32,1.44,3.63,22.49,39.9,0.24,253.27,32.25,,
2021-04-02 07:00:00,2021-04-02 08:00:00,,,8.19,22.54,13.65,7.92,,0.52,21.92,1.62,2.12,4.27,1.21,3.6,24.19,43.29,0.32,193.07,76.43,,
2021-04-02 08:00:00,2021-04-02 09:00:00,,,8.79,19.94,11.98,7.26,,0.51,16.05,1.42,1.87,4.29,1.31,3.55,27.01,48.96,0.38,110.78,231.0,,
2021-04-02 09:00:00,2021-04-02 10:00:00,,,10.0,14.2,10.63,6.01,,0.45,14.26,1.36,2.01,4.29,1.49,3.62,30.71,56.23,0.87,84.4,512.95,,
2021-04-02 10:00:00,2021-04-02 11:00:00,,,7.29,16.36,9.65,5.84,,0.32,14.99,1.39,1.77,4.26,1.45,3.65,32.89,59.29,0.53,131.5,740.05,,
2021-04-02 11:00:00,2021-04-02 12:00:00,,,6.04,15.75,9.75,5.72,,0.2,15.36,1.4,2.03,4.27,1.22,3.58,32.98,59.8,0.48,100.2,746.3,,
2021-04-02 12:00:00,2021-04-02 13:00:00,,,11.69,20.42,14.31,7.24,,0.5,15.28,1.4,2.01,4.34,1.28,3.63,32.74,59.58,0.65,99.37,793.15,,
2021-04-02 13:00:00,2021-04-02 14:00:00,,,4.19,22.98,11.58,6.71,,0.45,10.13,1.22,2.06,4.35,1.14,3.64,34.89,63.29,0.45,137.47,758.9,,
2021-04-02 14:00:00,2021-04-02 15:00:00,,,3.92,21.84,10.43,6.12,,0.53,14.18,1.36,1.78,4.28,1.22,3.61,36.21,65.42,0.48,179.58,680.38,,
2021-04-02 15:00:00,2021-04-02 16:00:00,,,5.83,22.86,12.73,6.64,,0.43,15.56,1.41,1.81,4.28,1.32,3.61,35.74,64.48,0.7,176.66,515.5,,
2021-04-02 16:00:00,2021-04-02 17:00:00,,,9.13,19.03,12.83,6.48,,0.37,14.84,1.38,2.08,4.3,1.34,3.6,34.07,61.35,0.49,132.42,269.3,,
2021-04-02 17:00:00,2021-04-02 18:00:00,,,6.76,21.07,12.27,6.58,,0.3,12.64,1.31,1.97,4.32,1.31,3.61,30.89,55.65,0.42,141.44,39.85,,
2021-04-02 18:00:00,2021-04-02 19:00:00,,,8.51,60.84,39.05,19.79,,0.65,15.64,1.41,1.81,4.27,1.21,3.58,28.19,50.88,0.35,143.4,,,
2021-04-02 19:00:00,2021-04-02 20:00:00,,,41.91,75.27,67.65,30.21,,0.97,16.29,1.43,2.0,4.31,1.53,3.63,26.45,47.5,0.27,189.39,1.57,,
2021-04-02 20:00:00,2021-04-02 21:00:00,,,64.3,,78.04,33.2,,1.44,13.87,1.35,1.88,4.33,1.28,3.54,25.63,45.66,0.34,227.88,3.15,,
2021-04-02 21:00:00,2021-04-02 22:00:00,,,35.81,74.17,63.34,29.57,,2.04,18.31,1.5,2.03,4.24,1.19,3.55,24.96,43.86,0.38,224.0,10.5,,
2021-04-02 22:00:00,2021-04-02 23:00:00,,,14.52,68.13,41.66,21.41,,2.24,14.51,1.37,2.01,4.29,1.51,3.57,25.25,44.59,0.32,184.12,6.8,,
2021-04-02 23:00:00,2021-04-03 00:00:00,,,7.03,60.57,33.61,18.2,,2.2,23.55,1.68,1.81,4.38,1.58,3.5,25.09,44.21,0.44,185.94,7.0,,
2021-04-03 00:00:00,2021-04-03 01:00:00,,,7.56,41.49,22.67,12.75,,0.56,20.68,1.61,1.77,4.28,1.13,3.63,24.05,42.29,0.44,210.75,3.87,,
2021-04-03 01:00:00,2021-04-03 02:00:00,,,8.74,23.11,14.41,8.35,,0.44,13.35,1.33,2.01,4.31,1.21,3.56,23.29,41.02,0.31,187.75,5.7,,
2021-04-03 02:00:00,2021-04-03 03:00:00,,,5.47,16.0,8.45,5.72,,0.35,15.51,1.25,1.88,4.35,1.03,3.58,22.98,40.44,0.24,264.12,13.43,,
2021-04-03 03:00:00,2021-04-03 04:00:00,,,5.06,13.78,7.17,5.04,,0.25,13.25,1.33,2.0,4.37,1.28,3.6,23.12,40.78,0.38,208.23,8.35,,
2021-04-03 04:00:00,2021-04-03 05:00:00,,,7.04,14.85,9.3,5.74,,0.16,13.29,1.33,1.95,4.25,1.19,3.57,22.58,39.8,0.32,203.45,8.77,,
2021-04-03 05:00:00,2021-04-03 06:00:00,,,9.86,12.25,9.86,5.58,,0.06,10.49,1.24,2.05,4.32,1.3,3.57,22.34,39.22,0.21,219.23,9.12,,
2021-04-03 06:00:00,2021-04-03 07:00:00,,,8.59,17.93,11.97,6.91,,0.36,15.33,1.4,2.13,4.32,1.25,3.57,22.92,40.34,0.29,191.47,22.75,,
2021-04-03 07:00:00,2021-04-03 08:00:00,,,6.42,22.25,12.94,7.71,,0.41,14.45,1.37,1.92,4.29,1.36,3.64,23.62,41.86,0.23,150.83,73.3,,
2021-04-03 08:00:00,2021-04-03 09:00:00,,,9.53,16.04,10.86,6.4,,0.35,12.88,1.32,1.87,4.31,1.43,3.58,26.22,47.25,0.42,124.21,220.12,,
2021-04-03 09:00:00,2021-04-03 10:00:00,,,5.43,14.16,8.79,5.52,,0.25,17.6,1.48,1.98,4.35,1.17,3.61,29.12,53.05,0.76,75.49,468.6,,
2021-04-03 10:00:00,2021-04-03 11:00:00,,,6.89,15.04,8.61,5.36,,0.21,14.46,1.37,2.02,4.33,1.21,3.61,31.62,57.7,0.61,91.8,630.78,,
2021-04-03 11:00:00,2021-04-03 12:00:00,,,11.0,21.13,14.47,7.62,,0.18,15.57,1.41,1.73,4.31,1.17,3.63,32.8,60.06,0.47,106.61,701.55,,
2021-04-03 12:00:00,2021-04-03 13:00:00,,,9.83,16.61,10.42,5.69,1.78,0.44,16.53,1.44,1.87,4.29,1.17,3.63,33.47,60.95,0.44,114.82,720.42,,
2021-04-03 13:00:00,2021-04-03 14:00:00,,,6.8,12.83,8.24,4.59,1.18,0.37,14.4,1.37,1.97,4.27,1.29,3.56,35.15,63.52,0.69,110.41,710.13,,
2021-04-03 14:00:00,2021-04-03 15:00:00,,,5.03,16.63,8.34,4.84,8.18,0.31,14.53,1.37,1.9,4.28,1.38,3.58,36.1,65.03,0.53,107.92,599.25,,
2021-04-03 15:00:00,2021-04-03 16:00:00,,,8.22,13.73,9.63,4.86,5.43,,14.52,1.37,1.95,4.31,1.24,3.6,35.29,63.41,0.59,124.9,445.88,,
2021-04-03 16:00:00,2021-04-03 17:00:00,,,9.28,13.14,9.54,4.67,4.54,0.14,12.95,1.32,1.9,4.3,1.32,3.63,33.93,60.82,0.54,113.66,232.55,,
2021-04-03 17:00:00,2021-04-03 18:00:00,,,9.93,40.49,27.88,13.92,6.54,0.09,15.79,1.42,2.03,4.28,1.24,3.6,30.84,55.4,0.33,164.87,45.5,,
2021-04-03 18:00:00,2021-04-03 19:00:00,,,11.91,74.16,45.72,22.87,4.8,0.66,14.35,1.36,1.84,4.31,1.34,3.57,27.99,50.25,0.26,258.28,1.55,,
2021-04-03 19:00:00,2021-04-03 20:00:00,,,48.97,76.97,72.09,31.63,4.5,1.02,17.47,1.47,2.17,4.31,1.17,3.62,26.49,47.24,0.3,245.91,2.35,,
2021-04-03 20:00:00,2021-04-03 21:00:00,,,47.41,71.75,66.08,29.29,4.03,1.42,15.19,1.4,1.82,4.3,1.33,3.59,25.59,45.34,0.39,260.77,9.1,,
2021-04-03 21:00:00,2021-04-03 22:00:00,,,21.73,73.08,52.07,25.68,4.04,2.1,13.22,1.33,1.75,4.33,1.28,3.57,25.68,45.73,0.27,185.66,9.12,,
2021-04-03 22:00:00,2021-04-03 23:00:00,,,8.98,50.3,28.83,15.23,1.63,2.01,15.03,1.39,1.83,4.26,1.15,3.62,25.76,46.07,0.19,131.19,10.3,,
2021-04-03 23:00:00,2021-04-04 00:00:00,,,8.11,40.24,22.71,12.62,1.01,1.89,19.68,1.54,1.77,4.29,1.25,3.62,25.3,45.2,0.12,308.38,12.1,,
2021-04-04 00:00:00,2021-04-04 01:00:00,,,9.12,28.14,17.46,9.65,0.82,0.29,11.74,1.27,2.12,4.26,1.32,3.61,24.67,44.13,0.12,265.3,14.18,,
2021-04-04 01:00:00,2021-04-04 02:00:00,,,10.8,11.8,9.06,5.18,0.84,0.2,12.87,1.32,1.76,4.33,1.36,3.6,24.63,43.95,0.08,212.73,12.25,,
2021-04-04 02:00:00,2021-04-04 03:00:00,,,7.65,12.21,8.01,4.95,0.8,0.06,16.77,1.45,1.79,4.35,1.3,3.6,24.54,43.65,0.17,258.9,7.6,,
2021-04-04 03:00:00,2021-04-04 04:00:00,,,11.19,9.93,8.83,5.0,0.93,0.04,17.27,1.46,1.98,4.3,1.29,3.62,23.98,42.67,0.17,200.77,21.57,,
2021-04-04 04:00:00,2021-04-04 05:00:00,,,5.09,11.16,6.34,4.53,1.22,0.01,14.48,1.37,2.1,4.23,1.19,3.59,24.33,43.39,0.12,119.96,18.4,,
2021-04-04 05:00:00,2021-04-04 06:00:00,,,5.34,10.94,5.11,4.04,1.35,0.0,12.17,1.29,1.98,4.31,1.33,3.59,24.31,43.36,0.65,83.72,18.27,,
2021-04-04 06:00:00,2021-04-04 07:00:00,,,6.06,11.87,6.95,4.56,1.16,0.46,12.74,1.31,1.86,4.32,1.3,3.54,24.68,44.13,0.84,85.27,44.33,,
2021-04-04 07:00:00,2021-04-04 08:00:00,,,7.96,16.82,11.08,6.44,1.28,0.45,17.28,1.46,1.95,4.31,1.32,3.62,25.27,45.49,0.83,95.31,84.97,,
2021-04-04 08:00:00,2021-04-04 09:00:00,,,7.7,17.29,10.62,6.27,2.66,0.4,10.98,1.25,1.93,4.31,1.29,3.61,26.87,48.59,0.78,99.45,231.97,,
2021-04-04 09:00:00,2021-04-04 10:00:00,,,6.42,12.79,7.78,4.89,1.78,0.41,12.7,1.31,1.81,4.29,1.22,3.61,29.65,53.93,0.72,111.45,490.2,,
2021-04-04 10:00:00,2021-04-04 11:00:00,,,12.08,16.51,12.36,6.51,1.42,0.47,19.15,1.53,2.14,4.32,1.34,3.63,31.82,57.8,0.6,161.79,679.17,,
2021-04-04 11:00:00,2021-04-04 12:00:00,,,4.91,15.0,7.78,4.98,1.34,0.38,15.16,1.39,1.96,4.34,1.19,3.63,32.15,57.84,0.61,183.79,756.38,,
2021-04-04 12:00:00,2021-04-04 13:00:00,,,7.0,14.22,9.02,5.13,1.14,0.57,15.01,1.39,1.89,4.27,1.45,3.62,32.52,58.78,0.58,174.67,792.0,,
2021-04-04 13:00:00,2021-04-04 14:00:00,,,8.06,10.79,7.55,4.13,1.45,0.49,13.72,1.34,1.95,4.26,1.17,3.65,34.7,62.4,0.62,147.03,735.4,,
2021-04-04 14:00:00,2021-04-04 15:00:00,,,6.75,8.92,5.87,3.15,1.72,,14.66,1.38,1.75,4.3,1.23,3.67,35.42,63.72,0.68,105.5,645.57,,
2021-04-04 15:00:00,2021-04-04 16:00:00,,,6.09,13.25,7.18,3.94,4.53,,15.24,1.4,1.89,4.33,1.3,3.61,34.85,62.59,0.75,104.89,421.18,,
2021-04-04 16:00:00,2021-04-04 17:00:00,,,6.35,14.24,7.69,4.25,4.87,,16.17,1.43,2.01,4.27,1.34,3.65,33.62,60.34,0.39,117.15,226.72,,
2021-04-04 17:00:00,2021-04-04 18:00:00,,,7.26,26.16,14.78,7.74,5.06,0.27,13.6,1.34,2.0,4.31,1.18,3.62,31.11,55.43,0.31,131.82,64.38,,
2021-04-04 18:00:00,2021-04-04 19:00:00,,,12.41,60.28,40.37,19.89,5.46,0.57,16.62,1.44,1.76,4.33,1.38,3.63,29.11,51.98,0.38,122.94,0.8,,
2021-04-04 19:00:00,2021-04-04 20:00:00,,,18.63,,62.15,29.81,5.59,0.93,12.67,1.31,2.04,4.26,1.33,3.56,27.55,49.01,0.3,223.11,7.2,,
2021-04-04 20:00:00,2021-04-04 21:00:00,,,40.52,,69.97,31.55,4.7,1.27,13.76,1.35,1.97,4.33,1.28,3.6,26.66,47.43,0.28,254.5,14.2,,
2021-04-04 21:00:00,2021-04-04 22:00:00,,,7.88,38.1,22.13,12.43,2.98,1.52,13.45,1.34,1.93,4.28,1.35,3.55,27.14,48.56,0.24,280.11,15.95,,
2021-04-04 22:00:00,2021-04-04 23:00:00,,,8.14,36.93,20.88,11.43,1.58,1.51,13.21,1.33,1.97,4.32,1.22,3.63,26.5,47.21,0.31,122.76,8.8,,
2021-04-04 23:00:00,2021-04-05 00:00:00,,,6.04,29.82,17.41,9.77,1.38,1.5,15.91,1.42,1.96,4.37,1.22,3.58,25.75,45.7,0.14,82.14,7.35,,
2021-04-05 00:00:00,2021-04-05 01:00:00,,,8.91,28.73,16.54,9.21,0.69,0.42,14.29,1.35,1.89,4.28,1.25,3.55,25.6,45.74,0.12,122.83,5.83,,
2021-04-05 01:00:00,2021-04-05 02:00:00,,,6.49,13.03,7.81,4.92,0.66,0.35,12.09,1.29,2.03,4.27,1.31,3.59,24.93,44.27,0.22,106.55,5.05,,
2021-04-05 02:00:00,2021-04-05 03:00:00,,,8.58,11.07,8.32,4.81,0.65,0.3,15.26,1.4,2.02,4.29,1.26,3.56,23.54,41.23,0.49,210.72,3.1,,
2021-04-05 03:00:00,2021-04-05 04:00:00,,,5.93,12.06,6.21,4.42,0.65,0.18,14.59,1.38,1.98,4.32,1.21,3.64,22.72,39.55,0.32,201.34,5.25,,
2021-04-05 04:00:00,2021-04-05 05:00:00,57.15,,10.82,11.96,9.56,5.42,0.74,0.14,14.58,1.38,2.04,4.33,1.19,3.57,22.88,39.96,0.42,224.32,5.85,,
2021-04-05 05:00:00,2021-04-05 06:00:00,57.15,,4.37,10.43,5.13,3.99,0.94,0.14,19.35,1.54,1.87,4.32,1.36,3.61,21.97,38.17,0.33,183.61,2.6,,
2021-04-05 06:00:00,2021-04-05 07:00:00,,,7.95,23.47,14.37,8.22,0.85,0.54,10.99,1.25,1.86,4.28,1.23,3.6,21.77,37.77,0.37,192.07,24.5,,
2021-04-05 07:00:00,2021-04-05 08:00:00,,,12.79,30.47,20.02,10.54,0.96,0.59,17.16,1.46,1.89,4.31,1.21,3.57,23.38,41.15,0.28,152.75,84.78,,
2021-04-05 08:00:00,2021-04-05 09:00:00,,,8.51,21.71,13.39,7.81,1.07,0.59,14.06,1.36,1.9,4.29,1.24,3.55,27.01,48.59,0.49,106.41,257.22,,
2021-04-05 09:00:00,2021-04-05 10:00:00,,,7.58,21.86,13.06,7.58,1.26,0.56,12.46,1.3,1.94,4.37,1.29,3.61,31.12,56.19,0.65,121.67,578.67,,
2021-04-05 10:00:00,2021-04-05 11:00:00,,,7.34,27.96,15.58,8.62,1.96,0.42,15.31,1.4,1.99,4.31,1.34,3.6,32.71,58.64,0.72,156.99,807.95,,
2021-04-05 11:00:00,2021-04-05 12:00:00,,,7.96,25.74,15.58,8.25,2.8,0.3,18.77,1.52,2.09,4.3,1.33,3.63,33.4,60.11,0.69,160.71,904.17,,
2021-04-05 12:00:00,2021-04-05 13:00:00,,,8.6,23.34,14.22,7.36,1.67,0.5,16.26,1.43,2.1,4.33,1.22,3.52,33.87,61.06,0.69,156.88,929.42,,
2021-04-05 13:00:00,2021-04-05 14:00:00,55.26,,11.85,19.57,14.3,6.8,0.9,,14.58,1.37,1.95,4.34,1.2,3.54,36.32,64.91,0.62,164.6,882.0,,
2021-04-05 14:00:00,2021-04-05 15:00:00,45.0,97.18,4.98,15.1,8.52,4.7,0.94,,15.08,1.39,1.91,4.32,1.35,3.62,37.47,67.03,0.48,98.09,702.53,,
2021-04-05 15:00:00,2021-04-05 16:00:00,52.5,93.15,6.24,12.06,7.73,3.99,1.52,,13.18,1.33,1.92,4.29,1.36,3.52,37.0,66.25,0.62,113.94,511.0,,
2021-04-05 16:00:00,2021-04-05 17:00:00,58.04,96.33,4.46,14.21,7.96,4.21,2.3,,14.91,1.38,2.11,4.3,1.15,3.58,35.37,63.17,0.41,118.0,266.98,,
2021-04-05 17:00:00,2021-04-05 18:00:00,55.17,89.58,13.71,48.19,47.18,23.05,2.1,,15.34,1.4,1.86,4.3,1.56,3.57,31.45,55.74,0.34,161.21,31.12,,
2021-04-05 18:00:00,2021-04-05 19:00:00,58.3,87.97,36.0,,76.01,34.81,1.71,,10.49,1.23,2.18,4.32,1.24,3.66,28.44,49.95,0.34,131.58,0.8,,
2021-04-05 19:00:00,2021-04-05 20:00:00,59.11,,77.41,,90.35,37.39,1.62,1.16,12.99,1.32,2.06,4.32,1.3,3.55,26.38,45.59,0.22,216.08,0.8,,
2021-04-05 20:00:00,2021-04-05 21:00:00,,,77.7,79.98,85.13,35.23,1.69,1.4,14.83,1.39,1.86,4.32,1.11,3.61,25.34,43.31,0.41,229.08,1.55,,
2021-04-05 21:00:00,2021-04-05 22:00:00,,,40.15,79.03,62.4,28.52,2.51,1.8,13.1,1.32,2.03,4.29,1.33,3.59,24.54,41.62,0.26,211.71,3.15,,
2021-04-05 22:00:00,2021-04-05 23:00:00,,,44.14,75.31,58.78,26.83,1.25,2.18,16.45,1.44,1.81,4.28,1.35,3.58,23.92,40.52,0.28,219.6,5.05,,
2021-04-05 23:00:00,2021-04-06 00:00:00,,,31.65,71.2,49.5,23.3,0.8,2.23,13.7,1.34,1.75,4.3,1.01,3.64,23.59,39.97,0.33,208.45,6.25,,
2021-04-06 00:00:00,2021-04-06 01:00:00,51.94,,6.7,46.49,25.22,14.4,0.76,0.42,12.03,1.29,2.12,4.32,1.17,3.63,23.29,39.51,0.27,199.58,3.33,,
2021-04-06 01:00:00,2021-04-06 02:00:00,51.94,,9.06,26.98,16.66,9.43,1.88,0.24,14.94,1.39,2.21,4.32,1.32,3.63,22.95,38.77,0.37,221.31,4.28,,
2021-04-06 02:00:00,2021-04-06 03:00:00,,,8.36,21.72,13.26,7.78,1.95,0.1,13.38,1.33,1.87,4.3,1.34,3.63,22.68,38.38,0.27,147.42,5.45,,
2021-04-06 03:00:00,2021-04-06 04:00:00,51.7,,6.48,19.95,11.29,6.97,1.42,0.02,19.02,1.52,1.98,4.33,1.45,3.59,22.23,37.38,0.29,231.01,5.17,,
2021-04-06 04:00:00,2021-04-06 05:00:00,51.7,,9.05,24.78,14.87,8.46,1.06,0.01,15.06,1.39,1.79,4.27,1.22,3.62,22.0,36.97,0.23,202.11,4.88,,
2021-04-06 05:00:00,2021-04-06 06:00:00,,,8.05,28.99,16.56,9.45,1.15,0.0,13.71,1.34,1.9,4.29,1.24,3.61,21.78,36.47,0.32,202.14,6.23,,
2021-04-06 06:00:00,2021-04-06 07:00:00,,,8.43,30.37,17.86,9.97,0.91,0.46,12.06,1.29,1.86,4.3,1.23,3.62,21.49,35.76,0.24,235.41,30.73,,
2021-04-06 07:00:00,2021-04-06 08:00:00,,,17.72,33.38,23.62,11.64,0.97,0.38,10.0,1.22,2.02,4.29,1.24,3.6,22.87,38.76,0.2,216.41,97.05,,
2021-04-06 08:00:00,2021-04-06 09:00:00,,,5.89,23.77,11.49,7.51,1.77,0.33,17.15,1.46,2.25,4.33,1.3,3.56,26.24,45.68,0.28,185.48,256.1,,
2021-04-06 09:00:00,2021-04-06 10:00:00,,,6.31,30.52,15.8,9.2,2.08,0.24,12.35,1.3,2.02,4.32,1.26,3.61,31.15,56.09,0.58,189.19,534.75,,
2021-04-06 10:00:00,2021-04-06 11:00:00,,,5.9,34.68,18.79,10.42,2.25,0.13,13.59,1.34,2.07,4.28,1.21,3.63,33.66,60.22,0.57,184.1,726.05,,
2021-04-06 11:00:00,2021-04-06 12:00:00,,,10.12,24.17,15.63,8.08,2.06,0.0,12.68,1.31,1.96,4.29,1.19,3.59,34.71,61.89,0.58,190.87,795.85,,
2021-04-06 12:00:00,2021-04-06 13:00:00,,,8.81,21.3,13.47,6.85,1.7,,15.75,1.41,1.75,4.32,1.4,3.62,34.92,62.62,0.78,192.32,821.9,,
2021-04-06 13:00:00,2021-04-06 14:00:00,57.59,,7.33,22.59,13.5,6.9,1.61,,15.65,1.41,1.99,4.3,1.17,3.57,37.18,66.33,0.72,178.19,799.18,,
2021-04-06 14:00:00,2021-04-06 15:00:00,58.05,,6.43,16.93,10.54,5.31,1.68,0.03,15.86,1.42,1.78,4.28,1.3,3.6,38.91,69.25,0.52,154.65,655.3,,
2021-04-06 15:00:00,2021-04-06 16:00:00,56.62,95.92,8.84,20.81,13.16,6.82,1.17,0.15,12.99,1.32,1.87,4.3,1.2,3.6,38.29,68.13,0.51,203.8,482.43,,
2021-04-06 16:00:00,2021-04-06 17:00:00,44.95,98.93,9.81,28.71,17.86,8.96,0.92,0.17,11.07,1.25,2.1,4.31,1.04,3.57,36.42,65.12,0.43,187.8,238.78,,
2021-04-06 17:00:00,2021-04-06 18:00:00,42.59,96.35,12.96,61.96,41.4,20.45,0.84,0.23,15.09,1.39,1.89,4.32,1.26,3.61,32.28,57.09,0.37,115.17,42.95,,
2021-04-06 18:00:00,2021-04-06 19:00:00,59.85,95.67,37.15,78.34,66.31,29.75,0.8,0.78,14.02,1.35,1.89,4.32,1.14,3.62,29.04,50.79,0.27,229.87,1.83,,
2021-04-06 19:00:00,2021-04-06 20:00:00,59.85,,23.31,74.54,52.72,24.76,0.86,1.06,13.43,1.33,2.0,4.34,1.25,3.6,27.03,46.78,0.29,206.9,2.92,,
2021-04-06 20:00:00,2021-04-06 21:00:00,,,44.13,76.12,61.75,27.37,0.65,1.53,17.98,1.49,1.93,4.27,1.33,3.58,25.95,44.7,0.31,167.16,5.97,,
2021-04-06 21:00:00,2021-04-06 22:00:00,,,57.82,76.32,68.15,29.34,0.8,1.75,14.06,1.36,2.13,4.32,1.38,3.61,25.45,43.66,0.27,186.28,7.6,,
2021-04-06 22:00:00,2021-04-06 23:00:00,,,14.7,72.83,44.83,22.81,0.78,1.92,15.17,1.4,2.01,4.27,1.31,3.57,25.11,42.96,0.31,204.32,10.5,,
2021-04-06 23:00:00,2021-04-07 00:00:00,,,3.61,51.59,27.0,15.34,0.59,1.93,9.87,1.21,2.28,4.33,1.33,3.65,25.06,42.91,0.2,216.34,22.55,,
2021-04-07 00:00:00,2021-04-07 01:00:00,,,5.72,26.64,14.29,8.56,1.73,0.28,18.99,1.59,1.96,4.28,1.22,3.56,26.51,45.89,0.5,160.15,4.9,,
2021-04-07 01:00:00,2021-04-07 02:00:00,,,7.63,12.99,7.74,5.03,0.88,0.11,12.76,1.31,1.85,4.33,1.31,3.6,26.49,45.76,0.39,165.56,6.4,,
2021-04-07 02:00:00,2021-04-07 03:00:00,58.53,,7.07,14.15,8.89,5.39,0.65,0.01,12.58,1.3,2.1,4.29,1.3,3.69,25.92,44.72,0.25,125.71,10.48,,
2021-04-07 03:00:00,2021-04-07 04:00:00,57.24,,8.58,13.89,9.04,5.37,0.68,0.0,16.39,1.44,1.97,4.29,1.31,3.6,25.36,43.7,0.26,122.07,11.28,,
2021-04-07 04:00:00,2021-04-07 05:00:00,56.96,,8.97,13.26,8.94,5.22,0.47,0.01,9.08,1.19,2.05,4.21,1.44,3.6,25.04,43.02,0.21,156.67,7.8,,
