From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (),WD (degree),SR (),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2022-11-28 01:00:00,2022-11-28 02:00:00,243.0,348.25,,94.03,,31.5,24.2,5.87,5.4,3.92,15.5,,8.88,1.0,253.28,5.75,991.22,,20.43,0.0
2022-11-28 02:00:00,2022-11-28 03:00:00,240.75,339.75,,70.5,467.0,33.3,15.8,3.6,4.22,3.65,15.38,,8.0,1.47,253.5,5.65,990.98,,20.12,0.0
2022-11-28 03:00:00,2022-11-28 04:00:00,238.75,330.25,465.27,61.25,421.93,34.38,17.35,2.95,3.5,3.52,15.1,,7.8,0.7,253.5,5.42,990.9,,19.88,0.0
2022-11-28 04:00:00,2022-11-28 05:00:00,223.25,299.25,370.82,69.0,339.07,34.3,15.22,1.55,2.7,3.4,15.03,,7.65,1.15,253.53,5.57,990.98,,19.48,0.0
2022-11-28 05:00:00,2022-11-28 06:00:00,212.75,287.5,348.18,69.03,320.58,34.77,15.67,1.0,2.05,3.48,15.55,,8.38,1.23,253.38,5.53,991.42,,19.27,0.0
2022-11-28 06:00:00,2022-11-28 07:00:00,206.5,299.5,303.7,68.72,284.17,33.02,17.52,0.42,2.55,3.52,15.35,,9.05,1.18,278.52,6.12,992.08,,19.25,0.0
2022-11-28 07:00:00,2022-11-28 08:00:00,208.0,315.25,286.57,72.72,272.32,29.68,17.27,0.1,2.55,3.62,14.08,,9.12,1.2,281.3,25.65,992.95,,19.42,0.0
2022-11-28 08:00:00,2022-11-28 09:00:00,209.75,327.75,231.65,136.4,261.43,31.73,16.05,2.02,3.5,3.02,12.8,,9.12,1.02,245.25,60.62,993.92,,22.05,0.0
2022-11-28 09:00:00,2022-11-28 10:00:00,214.0,340.25,104.75,170.17,175.88,35.02,10.43,1.12,3.55,2.85,10.6,,8.7,1.18,254.27,97.38,994.63,,25.32,0.0
2022-11-28 10:00:00,2022-11-28 11:00:00,204.75,315.75,34.08,144.02,104.4,35.25,3.63,0.43,20.32,2.25,8.4,,8.12,0.62,196.9,131.57,994.85,,27.9,0.0
2022-11-28 11:00:00,2022-11-28 12:00:00,185.5,282.0,15.85,136.57,85.55,39.02,0.65,0.18,60.05,2.05,7.23,,7.93,0.62,202.08,167.2,994.47,,29.55,0.0
2022-11-28 12:00:00,2022-11-28 13:00:00,187.0,281.25,6.6,113.12,65.55,41.23,7.15,0.07,131.15,1.9,6.8,,8.0,0.4,171.3,183.75,993.65,,30.05,0.0
2022-11-28 13:00:00,2022-11-28 14:00:00,187.5,297.25,3.23,72.25,41.02,43.57,11.05,,189.65,2.08,6.92,,9.07,0.62,175.53,199.22,993.03,,30.12,0.0
2022-11-28 14:00:00,2022-11-28 15:00:00,148.5,251.0,2.92,52.48,30.3,41.92,4.15,0.85,194.95,2.03,7.45,,10.88,1.15,256.1,132.77,992.5,,29.88,0.0
2022-11-28 15:00:00,2022-11-28 16:00:00,106.25,191.0,2.0,43.97,25.05,34.83,4.17,0.9,185.52,1.7,6.83,,10.85,1.07,258.27,101.4,992.17,,29.48,0.0
2022-11-28 16:00:00,2022-11-28 17:00:00,100.0,204.75,3.45,69.95,40.0,33.12,4.0,1.07,121.97,1.32,6.53,,10.47,1.05,253.03,48.22,992.1,,28.38,0.0
2022-11-28 17:00:00,2022-11-28 18:00:00,97.75,276.0,48.5,122.28,104.55,32.4,2.3,1.68,22.9,1.23,6.42,,9.47,1.18,252.82,9.9,992.35,,25.12,0.0
2022-11-28 18:00:00,2022-11-28 19:00:00,108.25,350.0,267.15,150.65,297.95,33.77,7.88,3.4,3.55,1.35,7.58,,8.3,1.3,253.12,6.05,992.8,,23.18,0.0
2022-11-28 19:00:00,2022-11-28 20:00:00,143.0,310.25,399.32,146.5,403.48,38.15,16.43,3.7,2.88,2.23,10.88,,8.0,1.18,253.25,6.0,993.4,,22.35,0.0
2022-11-28 20:00:00,2022-11-28 21:00:00,183.5,346.75,449.8,136.38,455.37,35.17,22.18,4.42,3.08,2.95,12.55,,8.08,1.35,253.3,6.0,994.02,,21.82,0.0
2022-11-28 21:00:00,2022-11-28 22:00:00,223.75,395.0,,133.97,,40.12,29.05,6.05,2.1,3.83,14.68,,8.75,1.12,253.32,5.97,994.73,,21.55,0.0
2022-11-28 22:00:00,2022-11-28 23:00:00,254.75,438.75,,118.2,,33.78,35.38,6.83,2.1,4.55,16.45,,9.28,1.35,253.28,5.93,995.02,,21.1,0.0
2022-11-28 23:00:00,2022-11-29 00:00:00,292.75,464.5,,103.1,,35.1,38.47,6.67,2.67,4.7,16.5,,9.2,1.27,253.23,5.65,994.85,,20.75,0.0
2022-11-29 00:00:00,2022-11-29 01:00:00,354.5,485.25,,96.25,,35.9,21.32,6.7,2.05,4.75,16.4,,9.18,1.18,253.2,5.73,994.7,,20.45,0.0
2022-11-29 01:00:00,2022-11-29 02:00:00,311.75,426.0,,83.67,,35.5,18.85,5.83,6.4,4.67,15.93,,8.68,1.0,253.35,5.77,994.55,,20.23,0.0
2022-11-29 02:00:00,2022-11-29 03:00:00,263.75,367.25,,84.9,467.6,38.3,10.0,3.6,3.0,4.17,15.75,,7.95,1.03,253.53,5.72,994.15,,19.88,0.0
2022-11-29 03:00:00,2022-11-29 04:00:00,243.5,347.5,487.7,82.2,441.38,35.42,10.82,3.47,2.67,4.03,16.18,,7.75,0.95,253.5,5.45,993.88,,19.52,0.0
2022-11-29 04:00:00,2022-11-29 05:00:00,229.25,328.25,428.1,74.05,388.43,35.52,11.22,2.6,2.55,3.9,16.02,,7.6,1.2,253.55,5.47,993.92,,19.28,0.0
2022-11-29 05:00:00,2022-11-29 06:00:00,226.75,319.0,383.35,79.03,354.57,33.8,10.8,1.85,1.17,4.18,16.98,,8.32,1.02,253.38,5.55,994.25,,19.05,0.0
2022-11-29 06:00:00,2022-11-29 07:00:00,226.25,341.25,377.0,75.9,347.75,32.92,12.02,1.45,1.85,4.55,17.15,,8.82,0.92,253.3,6.1,994.75,,18.98,0.0
2022-11-29 07:00:00,2022-11-29 08:00:00,227.75,406.75,396.5,78.07,364.77,32.6,12.92,1.3,2.33,4.02,16.7,,8.8,1.08,253.3,25.33,995.55,,19.1,0.0
2022-11-29 08:00:00,2022-11-29 09:00:00,237.75,387.5,303.4,128.95,315.95,36.48,13.2,2.4,3.42,3.77,16.05,,8.83,1.23,253.4,64.17,996.4,,21.6,0.0
2022-11-29 09:00:00,2022-11-29 10:00:00,271.0,426.0,134.43,221.32,227.28,38.95,11.07,1.32,4.05,3.38,15.25,,8.6,1.18,257.98,99.8,996.95,,24.57,0.0
2022-11-29 10:00:00,2022-11-29 11:00:00,300.25,436.25,64.75,219.03,169.3,36.42,6.4,0.82,11.35,3.17,12.93,,8.12,0.7,276.65,136.73,996.98,,27.22,0.0
2022-11-29 11:00:00,2022-11-29 12:00:00,306.25,446.5,42.55,233.72,158.97,41.1,5.27,1.07,33.4,3.62,13.8,,7.95,0.55,191.85,161.62,996.3,,28.52,0.0
2022-11-29 12:00:00,2022-11-29 13:00:00,306.25,462.25,6.88,112.38,65.38,41.28,7.1,0.1,123.87,2.85,12.17,,8.0,0.57,222.95,180.75,995.47,,29.38,0.0
2022-11-29 13:00:00,2022-11-29 14:00:00,211.25,336.75,2.55,58.25,33.05,42.35,6.9,,176.1,2.65,9.95,,8.9,0.47,288.25,193.57,994.7,,29.73,0.0
2022-11-29 14:00:00,2022-11-29 15:00:00,143.75,225.25,2.9,51.52,29.83,41.35,4.85,0.75,186.32,2.45,8.38,,9.82,0.7,167.28,128.55,994.08,,30.03,0.0
2022-11-29 15:00:00,2022-11-29 16:00:00,125.5,188.75,2.35,46.88,26.85,41.53,4.1,0.67,179.63,1.92,7.02,,9.95,1.02,269.77,101.72,993.65,,30.0,0.0
2022-11-29 16:00:00,2022-11-29 17:00:00,118.0,219.5,5.55,85.1,49.78,38.35,3.38,0.88,102.15,1.75,6.53,,10.0,1.48,281.75,49.6,993.42,,28.15,0.0
2022-11-29 17:00:00,2022-11-29 18:00:00,124.5,397.25,112.57,155.78,174.62,38.65,3.33,2.4,4.48,1.55,7.22,,9.35,1.27,281.58,8.9,994.03,,25.65,0.0
2022-11-29 18:00:00,2022-11-29 19:00:00,148.0,554.0,315.25,159.62,341.9,40.35,10.2,4.33,3.08,1.88,9.62,,8.5,0.97,281.5,5.97,994.48,,23.8,0.0
2022-11-29 19:00:00,2022-11-29 20:00:00,163.5,354.5,327.88,148.38,346.23,37.9,15.95,4.6,2.07,2.42,11.68,,8.35,1.43,279.32,5.8,994.9,,23.15,0.0
2022-11-29 20:00:00,2022-11-29 21:00:00,179.5,345.75,361.2,150.25,374.4,42.48,18.98,3.1,2.08,2.7,12.5,,8.28,1.15,279.68,5.6,995.5,,22.65,0.0
2022-11-29 21:00:00,2022-11-29 22:00:00,204.5,337.25,407.6,145.78,454.15,42.85,21.88,4.25,1.15,3.15,13.45,,8.93,0.97,280.43,5.65,996.0,,22.1,0.0
2022-11-29 22:00:00,2022-11-29 23:00:00,231.75,350.0,,131.0,488.5,38.95,26.85,5.05,1.62,3.73,15.03,,9.45,1.27,279.55,5.72,996.17,,21.87,0.0
2022-11-29 23:00:00,2022-11-30 00:00:00,229.75,335.25,417.37,111.5,416.45,38.25,27.97,3.97,0.9,3.72,15.62,,9.42,1.18,271.25,5.65,996.05,,21.45,0.0
2022-11-30 00:00:00,2022-11-30 01:00:00,201.75,282.25,329.12,104.43,323.88,37.32,16.45,2.62,1.2,3.33,13.57,,9.3,1.38,253.2,5.78,995.85,,21.0,0.0
2022-11-30 01:00:00,2022-11-30 02:00:00,180.0,254.5,253.38,86.62,252.62,39.2,11.43,1.97,5.5,2.82,11.85,,8.68,1.18,253.4,5.88,995.68,,20.78,0.0
2022-11-30 02:00:00,2022-11-30 03:00:00,171.25,254.0,223.9,99.0,235.2,37.5,6.1,1.8,2.85,2.38,10.22,,7.97,1.2,253.5,5.9,995.4,,20.5,0.0
2022-11-30 03:00:00,2022-11-30 04:00:00,173.75,263.5,224.33,100.02,236.1,37.92,6.97,1.7,2.02,2.23,9.4,,7.88,1.18,253.58,5.9,995.25,,20.43,0.0
2022-11-30 04:00:00,2022-11-30 05:00:00,180.0,257.25,206.6,90.85,216.77,37.57,7.82,1.45,2.02,2.3,9.1,,7.75,0.93,253.58,5.88,995.3,,20.15,0.0
2022-11-30 05:00:00,2022-11-30 06:00:00,183.5,261.5,169.38,79.78,180.5,36.8,8.37,1.02,1.02,2.45,10.0,,8.43,1.18,253.43,5.9,995.45,,19.88,0.0
2022-11-30 06:00:00,2022-11-30 07:00:00,186.25,267.75,137.65,85.7,157.77,36.97,8.92,0.68,1.5,2.33,9.5,,8.88,1.12,253.4,6.2,995.95,,19.82,0.0
2022-11-30 07:00:00,2022-11-30 08:00:00,193.5,291.75,196.75,91.15,208.9,33.4,9.75,0.93,1.0,2.48,9.33,,8.9,1.18,253.32,22.72,996.95,,20.1,0.0
2022-11-30 08:00:00,2022-11-30 09:00:00,206.75,325.75,84.05,115.53,129.95,38.8,9.93,1.05,3.12,2.12,8.97,,8.95,1.1,256.57,68.55,997.9,,21.8,0.0
2022-11-30 09:00:00,2022-11-30 10:00:00,219.5,344.0,33.12,110.1,85.57,40.25,7.5,0.8,13.2,1.88,7.9,,8.62,1.15,261.83,106.9,998.55,,23.62,0.0
2022-11-30 10:00:00,2022-11-30 11:00:00,234.0,367.75,23.65,115.3,80.57,39.88,5.7,0.78,31.12,1.7,6.97,,8.12,1.05,259.0,136.65,998.38,,25.62,0.0
2022-11-30 11:00:00,2022-11-30 12:00:00,231.0,388.5,7.4,85.1,51.3,42.72,4.77,0.47,95.08,1.62,6.27,,8.3,1.1,261.55,160.77,997.75,,27.12,0.0
2022-11-30 12:00:00,2022-11-30 13:00:00,202.5,331.25,4.5,63.2,37.33,40.2,7.1,0.17,142.0,1.38,5.15,,8.25,1.08,261.15,176.85,997.03,,28.35,0.0
2022-11-30 13:00:00,2022-11-30 14:00:00,166.25,279.75,3.48,56.47,32.85,41.83,8.03,,165.68,1.42,4.68,,9.12,1.12,260.38,185.25,996.08,,28.98,0.0
2022-11-30 14:00:00,2022-11-30 15:00:00,150.5,245.25,4.12,51.33,30.67,39.42,7.28,0.78,172.97,1.22,4.67,,9.88,1.1,260.9,126.88,995.45,,29.2,0.0
2022-11-30 15:00:00,2022-11-30 16:00:00,139.0,228.75,4.05,53.85,31.92,37.38,7.2,0.7,156.8,1.2,4.53,,10.0,1.02,259.92,104.5,994.95,,29.03,0.0
2022-11-30 16:00:00,2022-11-30 17:00:00,119.75,235.0,5.17,87.67,50.88,36.38,6.4,0.88,95.38,1.38,6.65,,10.0,0.95,253.43,44.52,994.62,,27.92,0.0
2022-11-30 17:00:00,2022-11-30 18:00:00,129.0,327.0,44.45,138.07,109.7,34.35,6.93,1.7,7.68,1.4,8.1,,9.25,0.95,250.5,9.12,994.83,,25.1,0.0
2022-11-30 18:00:00,2022-11-30 19:00:00,145.25,401.0,130.58,138.15,179.93,36.1,9.0,2.78,2.27,1.42,9.73,,8.2,0.65,253.12,5.7,995.25,,23.4,0.0
2022-11-30 19:00:00,2022-11-30 20:00:00,166.75,383.75,370.0,137.8,402.55,39.23,13.55,5.13,2.42,1.87,10.88,,8.0,1.0,253.25,5.65,995.88,,22.52,0.0
2022-11-30 20:00:00,2022-11-30 21:00:00,200.75,370.75,486.35,134.0,478.0,42.1,21.1,4.03,2.42,2.88,13.3,,8.18,0.33,253.3,5.7,996.65,,22.0,0.0
2022-11-30 21:00:00,2022-11-30 22:00:00,231.0,382.25,,121.72,,41.72,26.88,4.67,0.95,3.83,14.7,,8.93,1.62,253.25,5.47,996.98,,21.6,0.0
2022-11-30 22:00:00,2022-11-30 23:00:00,256.0,397.0,,111.1,484.17,36.17,30.25,4.62,1.1,4.12,15.12,,9.3,1.35,253.15,5.6,996.85,,21.25,0.0
2022-11-30 23:00:00,2022-12-01 00:00:00,265.0,403.25,420.6,104.72,434.05,39.42,32.27,4.55,1.77,4.12,14.97,,9.3,1.45,253.2,5.58,996.75,,21.02,0.0
2022-12-01 00:00:00,2022-12-01 01:00:00,255.0,371.75,358.88,94.88,343.08,38.95,16.9,2.95,1.25,3.92,15.45,,9.17,1.4,253.25,5.9,996.27,,20.58,0.0
2022-12-01 01:00:00,2022-12-01 02:00:00,252.0,353.5,349.3,86.85,330.95,44.35,12.32,2.67,5.5,3.55,15.55,,8.55,1.02,253.35,5.68,996.02,,20.35,0.0
2022-12-01 02:00:00,2022-12-01 03:00:00,246.0,344.0,276.8,95.8,276.6,42.3,6.2,1.5,2.68,3.15,14.65,,7.93,1.18,253.47,5.6,995.77,,20.25,0.0
2022-12-01 03:00:00,2022-12-01 04:00:00,229.75,340.5,259.57,79.65,253.98,41.25,7.03,1.33,2.45,2.78,12.7,,7.7,1.4,253.53,5.67,995.43,,19.93,0.0
2022-12-01 04:00:00,2022-12-01 05:00:00,233.75,342.0,216.75,64.72,211.12,39.85,6.7,0.7,1.7,2.77,11.43,,7.65,0.75,253.55,5.65,995.27,,19.67,0.0
2022-12-01 05:00:00,2022-12-01 06:00:00,227.75,325.75,193.73,75.35,197.97,40.17,6.37,0.25,1.3,2.73,11.07,,8.5,1.18,253.6,5.7,995.4,,19.73,0.0
2022-12-01 06:00:00,2022-12-01 07:00:00,220.5,331.75,173.05,74.2,180.53,39.12,10.57,,1.32,2.7,9.83,,8.9,1.2,253.27,6.18,995.65,,19.6,0.0
2022-12-01 07:00:00,2022-12-01 08:00:00,218.0,336.0,121.67,80.35,141.93,37.0,10.67,,2.42,2.5,8.45,,8.93,1.15,253.55,25.05,996.1,,19.88,0.0
2022-12-01 08:00:00,2022-12-01 09:00:00,217.75,350.75,99.88,125.72,148.28,38.05,10.0,1.37,2.9,2.2,7.08,,8.93,1.12,256.35,62.9,996.83,,21.82,0.0
2022-12-01 09:00:00,2022-12-01 10:00:00,224.25,366.5,25.42,108.33,78.35,41.17,7.8,1.0,20.07,2.0,5.78,,8.53,1.1,259.73,102.35,997.1,,23.97,0.0
2022-12-01 10:00:00,2022-12-01 11:00:00,215.25,330.75,10.88,94.22,58.95,41.42,5.82,0.9,59.0,1.57,4.88,,8.07,1.12,260.1,117.9,996.92,,25.88,0.0
2022-12-01 11:00:00,2022-12-01 12:00:00,202.75,320.75,6.42,75.47,45.4,42.35,4.97,0.85,126.15,1.53,4.67,,7.95,0.9,271.1,148.4,996.07,,27.4,0.0
2022-12-01 12:00:00,2022-12-01 13:00:00,192.0,322.0,3.65,54.12,31.75,42.02,8.75,0.6,185.05,1.62,5.35,,8.0,0.9,272.8,182.93,994.88,,28.35,0.0
2022-12-01 13:00:00,2022-12-01 14:00:00,176.75,309.25,2.72,51.85,29.8,42.38,9.65,0.43,,1.97,6.28,,9.12,0.95,265.68,178.72,993.77,,28.8,0.0
2022-12-01 14:00:00,2022-12-01 15:00:00,180.75,310.25,1.7,45.27,25.5,40.38,9.68,0.78,199.7,2.1,7.25,,9.82,1.05,263.32,117.55,993.17,,28.98,0.0
2022-12-01 15:00:00,2022-12-01 16:00:00,139.5,238.5,3.0,55.95,32.23,40.2,9.12,0.7,179.18,1.67,6.27,,10.0,1.12,258.05,89.47,992.7,,28.85,0.0
2022-12-01 16:00:00,2022-12-01 17:00:00,138.5,284.75,5.25,105.88,60.58,38.27,9.1,0.95,94.58,1.52,6.08,,10.0,1.1,254.35,43.33,992.6,,27.9,0.0
2022-12-01 17:00:00,2022-12-01 18:00:00,150.0,424.5,20.82,138.07,90.38,41.58,8.53,1.58,15.75,1.65,6.17,,9.07,1.43,252.88,9.17,993.1,,25.2,0.0
2022-12-01 18:00:00,2022-12-01 19:00:00,157.5,408.0,157.28,150.57,208.33,38.35,9.88,3.05,2.45,1.42,6.95,,8.15,1.1,253.18,5.83,993.73,,23.4,0.0
2022-12-01 19:00:00,2022-12-01 20:00:00,178.5,386.5,377.3,147.27,385.95,39.38,15.85,5.27,2.2,2.08,10.03,,7.93,1.05,253.25,5.92,994.48,,22.6,0.0
2022-12-01 20:00:00,2022-12-01 21:00:00,202.75,374.0,371.98,136.08,375.62,38.28,20.32,3.15,1.75,2.7,11.23,,8.1,1.35,253.32,5.92,995.12,,22.1,0.0
2022-12-01 21:00:00,2022-12-01 22:00:00,210.25,365.0,406.67,128.65,402.73,36.48,23.27,3.88,1.07,3.2,12.48,,8.98,1.05,253.23,5.95,995.08,,21.67,0.0
2022-12-01 22:00:00,2022-12-01 23:00:00,220.75,356.0,440.77,117.62,421.92,32.9,26.88,4.05,1.43,3.67,14.15,,9.38,1.0,231.93,5.93,995.1,,21.7,0.0
2022-12-01 23:00:00,2022-12-02 00:00:00,229.5,349.75,308.27,96.7,302.77,37.88,26.7,3.08,1.07,3.5,13.65,,9.38,1.25,226.45,5.88,994.77,,21.45,0.0
2022-12-02 00:00:00,2022-12-02 01:00:00,228.5,338.75,433.1,91.28,435.1,34.1,18.85,4.15,1.6,3.53,13.43,,9.28,1.12,226.68,5.85,994.27,,20.82,0.0
2022-12-02 01:00:00,2022-12-02 02:00:00,255.5,364.0,483.0,75.4,438.7,36.12,19.17,4.57,5.5,3.75,13.35,,8.53,1.15,227.55,5.8,994.0,,20.62,0.0
2022-12-02 02:00:00,2022-12-02 03:00:00,267.75,356.25,355.1,61.7,322.3,39.7,13.5,2.0,2.95,3.35,12.25,,7.93,1.22,231.53,5.75,993.62,,20.3,0.0
2022-12-02 03:00:00,2022-12-02 04:00:00,231.0,306.75,348.75,57.52,314.93,37.52,13.92,1.7,2.2,2.97,11.17,,7.83,1.5,246.7,5.78,993.48,,20.05,0.0
2022-12-02 04:00:00,2022-12-02 05:00:00,208.0,276.25,296.32,55.65,271.2,34.62,14.43,0.93,2.08,2.7,10.28,,7.75,1.2,248.97,5.62,993.4,,19.92,0.0
2022-12-02 05:00:00,2022-12-02 06:00:00,192.25,261.5,216.82,71.7,214.9,33.08,13.9,0.2,0.55,2.67,10.57,,8.53,1.2,253.35,5.67,993.65,,19.82,0.0
2022-12-02 06:00:00,2022-12-02 07:00:00,189.75,273.0,196.43,75.1,200.07,32.15,11.18,,1.58,2.53,10.88,,8.93,1.43,253.3,6.18,994.2,,19.57,0.0
2022-12-02 07:00:00,2022-12-02 08:00:00,192.0,297.0,236.95,82.1,236.9,34.12,10.45,,2.02,2.5,10.32,,8.95,1.15,255.65,24.18,995.05,,19.92,0.0
2022-12-02 08:00:00,2022-12-02 09:00:00,197.0,327.25,113.6,132.62,163.15,36.75,10.18,1.15,2.75,2.55,9.77,,9.0,1.1,256.85,61.5,995.73,,22.02,0.0
2022-12-02 09:00:00,2022-12-02 10:00:00,186.25,310.75,44.33,135.3,108.1,36.25,6.58,0.75,9.77,2.1,7.7,,8.52,1.08,259.55,101.0,995.95,,24.25,0.0
2022-12-02 10:00:00,2022-12-02 11:00:00,186.0,307.0,22.35,110.6,77.03,36.98,3.4,0.53,32.5,1.57,5.93,,8.12,0.88,265.42,115.5,995.88,,26.5,0.0
2022-12-02 11:00:00,2022-12-02 12:00:00,169.25,286.5,12.28,101.93,64.22,34.27,2.43,0.35,68.47,1.38,5.15,,7.92,0.72,246.12,143.57,995.65,,28.52,0.0
2022-12-02 12:00:00,2022-12-02 13:00:00,146.0,262.25,7.15,75.1,45.8,36.15,6.55,0.15,102.45,1.3,4.78,,65.73,0.68,235.05,139.4,994.7,,44.2,0.0
2022-12-02 13:00:00,2022-12-02 14:00:00,119.0,212.0,3.7,66.8,38.52,36.88,7.92,0.87,135.93,1.15,4.0,,43.58,0.8,189.72,200.65,993.53,,27.18,0.0
2022-12-02 14:00:00,2022-12-02 15:00:00,118.5,212.25,2.6,61.33,34.72,31.02,5.12,1.0,174.35,1.1,3.77,,44.12,0.93,221.9,129.42,992.85,,27.02,0.0
2022-12-02 15:00:00,2022-12-02 16:00:00,120.25,218.0,3.5,69.6,39.12,31.88,5.53,1.1,182.93,1.0,3.85,,44.98,1.05,228.62,94.8,992.4,,26.6,0.0
2022-12-02 16:00:00,2022-12-02 17:00:00,129.25,258.0,3.92,82.1,46.88,30.62,5.45,1.1,124.48,1.05,3.85,,52.15,1.32,251.12,49.05,992.3,,24.9,0.0
2022-12-02 17:00:00,2022-12-02 18:00:00,140.0,369.25,31.35,166.3,114.02,33.62,5.07,2.4,11.6,1.23,4.95,,65.2,1.15,251.25,9.22,992.23,,21.9,0.0
2022-12-02 18:00:00,2022-12-02 19:00:00,181.75,485.75,265.95,167.9,306.15,32.67,9.68,4.68,3.98,1.45,7.12,,76.28,1.4,251.47,5.65,993.0,,20.12,0.0
2022-12-02 19:00:00,2022-12-02 20:00:00,190.75,482.5,312.43,163.98,341.95,34.9,15.52,5.77,2.78,2.25,9.65,,82.12,1.6,251.45,5.55,993.6,,19.5,0.0
2022-12-02 20:00:00,2022-12-02 21:00:00,195.75,396.5,334.97,152.65,354.33,30.28,19.2,3.7,2.77,2.7,12.52,,86.5,1.43,251.58,5.6,994.55,,18.85,0.0
2022-12-02 21:00:00,2022-12-02 22:00:00,207.75,375.75,460.68,132.97,446.3,24.7,23.3,4.8,1.85,3.38,14.75,,89.23,1.25,251.47,5.7,994.65,,18.68,0.0
2022-12-02 22:00:00,2022-12-02 23:00:00,229.5,382.5,486.23,121.23,464.4,18.05,27.35,5.92,2.5,3.77,15.65,,92.35,0.62,251.5,5.62,994.77,,18.33,0.0
2022-12-02 23:00:00,2022-12-03 00:00:00,285.75,437.0,,110.2,,20.72,33.3,7.92,2.88,4.28,16.1,,92.47,1.67,251.5,5.72,994.65,,18.27,0.0
2022-12-03 00:00:00,2022-12-03 01:00:00,337.75,471.5,385.0,105.9,367.43,28.3,22.0,4.98,2.0,4.28,15.5,,92.32,0.83,251.6,5.75,994.5,,17.88,0.0
2022-12-03 01:00:00,2022-12-03 02:00:00,268.5,361.5,316.75,95.88,309.25,22.82,13.68,3.03,6.1,3.25,12.8,,92.3,0.53,251.65,5.72,994.35,,17.45,0.0
2022-12-03 02:00:00,2022-12-03 03:00:00,259.75,340.0,387.7,77.6,357.5,36.3,9.0,3.9,3.32,3.05,11.92,,91.85,1.67,251.73,5.88,994.12,,17.05,0.0
2022-12-03 03:00:00,2022-12-03 04:00:00,250.75,325.25,414.4,54.17,366.68,33.83,10.48,4.12,3.0,2.93,12.42,,94.28,0.93,251.7,5.62,993.95,,16.95,0.0
2022-12-03 04:00:00,2022-12-03 05:00:00,230.5,291.25,373.48,53.12,332.75,31.3,11.97,3.58,2.27,2.85,12.08,,96.8,0.9,251.73,5.57,993.75,,16.55,0.0
2022-12-03 05:00:00,2022-12-03 06:00:00,216.75,270.0,374.18,50.6,332.0,32.53,12.87,3.35,1.52,3.17,12.7,,96.8,1.08,251.55,5.55,993.85,,16.32,0.0
2022-12-03 06:00:00,2022-12-03 07:00:00,218.0,282.0,439.77,47.05,401.75,29.93,13.95,3.85,2.4,3.3,13.13,,96.8,1.23,251.5,5.95,994.52,,16.1,0.0
2022-12-03 07:00:00,2022-12-03 08:00:00,224.75,308.5,491.75,52.42,431.93,23.47,16.27,3.7,2.75,3.22,12.62,,96.8,1.07,251.6,24.53,995.25,,16.3,0.0
2022-12-03 08:00:00,2022-12-03 09:00:00,227.75,333.25,472.95,89.42,460.43,30.53,17.9,3.28,3.5,3.18,11.95,,94.6,0.65,113.97,81.65,996.23,,18.1,0.0
2022-12-03 09:00:00,2022-12-03 10:00:00,218.75,322.25,127.3,151.07,184.12,37.45,14.18,1.65,5.72,2.65,10.72,,81.6,1.1,160.75,168.2,996.95,,21.45,0.0
2022-12-03 10:00:00,2022-12-03 11:00:00,183.5,287.75,19.33,123.37,81.38,39.85,6.45,,36.55,1.75,7.55,,59.33,0.8,204.55,193.25,996.58,,24.45,0.0
2022-12-03 11:00:00,2022-12-03 12:00:00,171.75,255.5,7.77,84.95,51.55,39.0,2.9,,94.72,1.55,6.08,,53.12,0.8,159.7,180.33,996.12,,25.65,0.0
2022-12-03 12:00:00,2022-12-03 13:00:00,150.75,235.5,2.5,58.12,32.95,39.3,5.53,,160.32,1.23,4.88,,50.88,0.62,143.15,184.93,995.17,,26.33,0.0
2022-12-03 13:00:00,2022-12-03 14:00:00,157.75,251.75,2.9,55.45,31.88,38.75,7.53,0.8,184.6,1.45,5.2,,51.15,0.75,208.57,191.25,994.25,,26.25,0.0
2022-12-03 14:00:00,2022-12-03 15:00:00,176.25,285.25,3.2,87.47,49.17,34.2,7.25,1.25,177.02,1.68,5.33,,51.92,0.78,207.1,136.5,993.67,,26.2,0.0
2022-12-03 15:00:00,2022-12-03 16:00:00,194.5,317.5,4.75,112.4,63.62,36.27,6.8,1.55,148.43,1.57,5.45,,54.3,1.15,121.57,91.75,993.25,,25.57,0.0
2022-12-03 16:00:00,2022-12-03 17:00:00,218.0,366.75,11.68,152.4,90.55,33.78,7.7,1.98,56.1,1.65,6.25,,62.97,1.18,131.57,41.28,993.38,,23.8,0.0
2022-12-03 17:00:00,2022-12-03 18:00:00,245.75,437.0,50.33,179.97,136.72,37.1,7.83,2.98,3.92,1.8,7.5,,76.85,1.0,140.55,8.5,993.67,,21.45,0.0
2022-12-03 18:00:00,2022-12-03 19:00:00,271.75,500.75,257.4,171.03,300.85,37.93,10.32,4.75,2.48,1.85,8.6,,85.9,0.98,140.32,5.8,994.28,,20.15,0.0
2022-12-03 19:00:00,2022-12-03 20:00:00,293.5,526.5,312.88,154.1,337.07,36.7,16.12,5.9,1.7,2.35,10.43,,89.32,1.45,140.45,5.83,995.32,,19.9,0.0
