From Date,To Date,PM2.5 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm),Xylene (ug/m3)
2021-04-04 10:00:00,2021-04-04 11:00:00,84.75,3.2,2.1,2.73,4.55,0.38,9.62,0.6,1.5,29.4,31.23,0.6,157.0,508.25,754.0,-0.97,35.42,0.0,0.2
2021-04-04 11:00:00,2021-04-04 12:00:00,58.25,3.22,2.05,2.7,3.93,0.35,9.0,0.6,1.5,29.98,29.45,1.07,139.25,561.5,754.0,-0.88,35.8,0.0,0.2
2021-04-04 12:00:00,2021-04-04 13:00:00,43.75,3.25,2.1,2.78,4.2,0.42,7.72,0.6,1.5,30.08,28.6,1.73,169.0,252.5,754.0,-0.85,36.12,0.0,0.2
2021-04-04 13:00:00,2021-04-04 14:00:00,45.25,3.48,2.02,2.92,3.98,0.42,8.25,0.6,1.5,30.1,28.27,2.67,158.0,291.75,754.0,-1.0,35.5,0.0,0.2
2021-04-04 14:00:00,2021-04-04 15:00:00,50.0,3.7,1.97,3.07,3.03,0.76,7.0,0.6,1.5,29.87,28.37,1.83,152.67,358.67,754.0,-0.93,35.2,0.0,0.2
2021-04-04 15:00:00,2021-04-04 16:00:00,41.0,3.53,2.2,3.07,2.9,0.74,8.3,0.6,1.5,29.4,28.7,1.87,184.67,252.67,754.0,-0.93,34.3,0.0,0.2
2021-04-04 16:00:00,2021-04-04 17:00:00,30.25,3.5,2.18,2.98,3.35,0.85,7.57,0.6,1.5,29.3,29.95,1.1,198.5,126.5,754.0,-1.05,32.45,0.0,0.2
2021-04-04 17:00:00,2021-04-04 18:00:00,29.25,3.37,2.0,2.8,3.2,0.78,8.7,0.6,1.5,29.07,33.4,0.3,245.25,28.25,754.5,-0.32,30.2,0.0,0.2
2021-04-04 18:00:00,2021-04-04 19:00:00,38.0,3.55,2.08,3.0,3.85,0.22,9.18,0.6,1.5,29.12,40.02,0.3,270.0,10.5,755.0,0.0,26.48,0.0,0.2
2021-04-04 19:00:00,2021-04-04 20:00:00,53.0,3.4,1.93,2.77,3.37,0.28,7.8,0.6,1.5,29.43,43.3,0.3,311.67,10.0,755.0,0.0,25.07,0.0,0.2
2021-04-04 20:00:00,2021-04-04 21:00:00,90.67,3.3,1.87,2.7,5.23,1.39,10.6,0.63,1.6,29.3,49.97,0.3,297.0,10.0,755.0,0.0,23.7,0.0,0.2
2021-04-04 21:00:00,2021-04-04 22:00:00,112.0,3.37,1.87,2.7,5.37,1.39,8.0,0.63,1.5,29.27,53.93,0.3,157.0,10.0,755.0,0.0,22.73,0.0,0.2
2021-04-04 22:00:00,2021-04-04 23:00:00,163.25,3.38,1.98,2.83,8.32,0.6,8.08,0.6,1.5,29.45,54.47,0.3,182.25,10.25,755.0,0.0,22.3,0.0,0.2
2021-04-04 23:00:00,2021-04-05 00:00:00,197.0,3.2,2.03,2.7,9.03,0.56,8.13,0.6,1.5,29.03,57.93,0.3,339.0,10.0,755.0,0.0,21.63,0.0,0.2
2021-04-05 00:00:00,2021-04-05 01:00:00,193.5,3.17,2.12,2.75,6.7,0.72,7.78,0.62,1.5,28.92,59.7,0.3,276.0,10.25,755.0,-0.38,21.18,0.0,0.2
2021-04-05 01:00:00,2021-04-05 02:00:00,186.5,3.1,1.9,2.55,5.8,0.87,7.5,0.6,1.5,28.9,54.5,0.3,98.5,11.0,755.0,-1.0,21.55,0.0,0.2
2021-04-05 02:00:00,2021-04-05 03:00:00,160.33,3.6,1.87,2.9,5.3,0.4,9.13,0.73,1.5,29.2,50.97,0.3,295.33,10.0,755.0,0.0,21.5,0.0,0.2
2021-04-05 03:00:00,2021-04-05 04:00:00,119.0,3.2,2.03,2.7,4.07,0.42,8.87,0.6,1.5,29.2,52.07,0.3,327.67,10.33,755.0,-0.6,21.27,0.0,0.2
2021-04-05 04:00:00,2021-04-05 05:00:00,134.33,3.1,2.17,2.67,4.7,0.21,8.17,0.6,1.5,29.13,57.53,2.0,311.67,11.0,755.0,-1.07,20.8,0.0,0.2
2021-04-05 05:00:00,2021-04-05 06:00:00,160.0,3.23,2.15,2.75,4.15,0.25,7.95,0.6,1.5,29.02,59.22,3.83,318.25,11.0,755.0,-1.02,20.22,0.0,0.2
2021-04-05 06:00:00,2021-04-05 07:00:00,152.0,3.25,2.15,2.85,5.75,0.41,8.2,0.6,1.5,29.27,63.42,4.25,248.5,30.75,755.0,-1.02,20.0,0.0,0.2
2021-04-05 07:00:00,2021-04-05 08:00:00,132.67,3.43,2.17,2.93,5.93,0.38,6.5,0.6,1.5,28.97,61.4,3.77,204.67,139.33,755.0,-0.97,21.83,0.0,0.2
2021-04-05 08:00:00,2021-04-05 09:00:00,109.75,3.52,1.83,2.85,7.2,0.67,8.73,0.7,1.6,29.97,55.8,3.92,172.5,244.5,755.0,-0.97,24.1,0.0,0.25
2021-04-05 09:00:00,2021-04-05 10:00:00,66.0,3.35,1.9,2.75,7.4,0.75,8.4,0.88,1.55,30.0,49.4,2.6,224.75,352.5,755.0,-0.95,26.85,0.0,0.22
2021-04-05 10:00:00,2021-04-05 11:00:00,61.0,3.33,1.98,2.78,7.35,0.79,7.92,0.6,1.5,29.32,45.7,2.43,216.25,430.5,755.0,-0.85,28.75,0.0,0.2
2021-04-05 11:00:00,2021-04-05 12:00:00,56.25,3.4,2.08,2.85,8.1,0.72,9.78,0.6,1.5,30.17,42.52,1.78,232.0,470.75,755.0,-0.93,30.25,0.0,0.2
2021-04-05 12:00:00,2021-04-05 13:00:00,60.0,3.25,2.35,2.95,7.15,0.41,7.45,0.6,1.5,30.25,40.5,1.9,216.0,246.5,754.0,-0.9,31.3,0.0,0.25
2021-04-05 13:00:00,2021-04-05 14:00:00,68.0,3.58,1.9,2.93,7.15,0.46,8.38,0.62,1.5,30.13,39.35,1.5,214.0,279.5,754.0,-0.93,31.77,0.0,0.2
2021-04-05 14:00:00,2021-04-05 15:00:00,63.25,3.5,2.05,2.98,7.17,0.31,7.65,0.6,1.5,30.2,38.62,0.72,228.75,310.75,754.0,-0.65,32.17,0.0,0.2
2021-04-05 15:00:00,2021-04-05 16:00:00,54.75,3.35,2.25,2.95,7.3,0.34,7.62,0.6,1.5,29.9,39.0,0.5,216.5,209.0,754.0,-0.55,31.77,0.0,0.2
2021-04-05 16:00:00,2021-04-05 17:00:00,47.0,3.12,2.15,2.67,5.8,0.48,7.45,0.6,1.5,29.32,39.83,0.3,229.25,99.25,754.0,-0.68,30.62,0.0,0.2
2021-04-05 17:00:00,2021-04-05 18:00:00,57.25,3.18,2.1,2.7,6.27,0.39,7.97,0.7,1.52,29.27,43.7,0.3,131.5,21.75,754.75,-1.65,28.8,0.0,0.2
2021-04-05 18:00:00,2021-04-05 19:00:00,70.0,3.37,2.03,2.8,6.57,0.91,8.37,0.77,1.53,29.3,51.77,0.3,254.33,10.0,755.0,-1.67,25.87,0.0,0.4
2021-04-05 19:00:00,2021-04-05 20:00:00,99.25,3.48,2.08,2.95,5.82,0.77,9.12,0.72,1.58,29.55,53.42,0.3,180.5,10.0,755.0,-1.5,25.07,0.0,0.7
2021-04-05 20:00:00,2021-04-05 21:00:00,108.0,3.57,1.93,2.97,6.5,0.26,8.77,0.97,1.63,29.67,52.37,0.77,209.33,10.0,755.0,-0.8,25.83,0.0,0.47
2021-04-05 21:00:00,2021-04-05 22:00:00,120.33,3.4,2.13,2.93,7.43,0.2,7.6,0.77,1.6,29.7,54.73,1.57,260.67,10.0,755.0,-0.93,25.4,0.0,0.6
2021-04-05 22:00:00,2021-04-05 23:00:00,119.25,3.32,1.9,2.72,6.1,0.46,8.43,0.85,1.6,29.62,56.62,0.8,263.0,10.0,755.0,-0.9,24.68,0.0,0.62
2021-04-05 23:00:00,2021-04-06 00:00:00,102.0,3.5,1.97,2.9,6.23,0.31,7.8,1.1,1.6,29.67,58.43,0.63,255.33,10.0,755.0,-0.63,24.1,0.0,0.3
2021-04-06 00:00:00,2021-04-06 01:00:00,79.75,3.4,1.92,2.83,7.1,0.93,8.2,0.73,1.52,29.23,57.33,0.5,240.75,10.0,755.0,-0.8,23.95,0.0,0.33
2021-04-06 01:00:00,2021-04-06 02:00:00,75.0,3.3,1.93,2.7,6.57,0.94,7.47,0.73,1.5,29.17,58.77,1.0,234.0,10.0,755.0,-0.93,23.43,0.0,0.37
2021-04-06 02:00:00,2021-04-06 03:00:00,83.75,3.33,1.9,2.73,4.35,0.97,8.1,0.67,1.5,29.18,59.85,1.02,239.75,10.0,755.0,-0.95,22.98,0.0,0.22
2021-04-06 03:00:00,2021-04-06 04:00:00,80.0,3.13,2.33,2.77,4.13,0.99,9.27,0.87,1.5,29.27,61.47,1.83,237.0,10.0,755.0,-0.93,22.57,0.0,0.27
2021-04-06 04:00:00,2021-04-06 05:00:00,82.0,3.22,1.92,2.65,5.45,0.81,8.43,0.6,1.5,29.23,66.92,1.95,186.75,10.0,755.0,-0.9,21.42,0.0,0.33
2021-04-06 05:00:00,2021-04-06 06:00:00,90.0,3.2,1.9,2.62,7.18,0.79,8.88,0.78,1.58,29.25,67.9,2.85,201.75,10.0,755.0,-1.02,21.25,0.0,0.3
2021-04-06 06:00:00,2021-04-06 07:00:00,99.0,3.3,2.05,2.8,6.95,1.02,8.22,0.8,1.68,29.3,67.12,1.9,202.0,27.5,755.0,-1.0,21.75,0.0,0.8
2021-04-06 07:00:00,2021-04-06 08:00:00,111.75,2.97,2.27,2.6,5.2,0.84,9.55,1.0,1.55,29.83,63.25,2.1,186.75,112.75,755.0,-0.95,23.38,0.0,0.28
2021-04-06 08:00:00,2021-04-06 09:00:00,118.25,3.3,2.12,2.83,5.53,0.43,7.2,1.1,1.58,29.45,57.05,2.38,220.25,218.75,755.0,-1.05,25.93,0.0,0.3
2021-04-06 09:00:00,2021-04-06 10:00:00,102.25,3.33,2.2,2.9,5.0,0.45,8.1,0.75,1.55,29.33,51.42,1.65,201.25,319.5,755.0,-1.02,28.6,0.0,0.25
2021-04-06 10:00:00,2021-04-06 11:00:00,93.33,3.4,2.23,2.9,6.1,0.86,9.03,1.0,1.5,29.47,47.17,1.5,199.67,403.0,754.67,-0.9,30.9,0.0,0.27
2021-04-06 11:00:00,2021-04-06 12:00:00,93.75,3.38,1.9,2.75,4.65,0.68,9.95,0.75,1.52,30.05,45.75,1.3,192.5,448.25,754.0,-0.72,32.27,0.0,0.25
2021-04-06 12:00:00,2021-04-06 13:00:00,110.0,3.6,2.17,3.07,4.57,0.62,8.37,0.63,1.67,31.0,44.6,1.53,183.33,246.67,754.0,-0.93,33.13,0.0,0.23
2021-04-06 13:00:00,2021-04-06 14:00:00,96.0,3.47,1.93,2.87,6.03,0.55,6.67,0.6,1.5,31.13,44.4,1.0,190.67,249.0,754.0,-0.73,33.27,0.0,0.3
2021-04-06 14:00:00,2021-04-06 15:00:00,94.25,3.43,1.83,2.77,4.8,1.44,7.0,0.72,1.6,32.02,43.05,0.7,178.25,304.75,754.0,-0.72,33.88,0.0,0.3
2021-04-06 15:00:00,2021-04-06 16:00:00,83.0,3.5,1.97,2.87,5.37,1.34,6.27,1.1,1.6,31.2,43.3,0.4,174.33,191.67,754.0,-1.1,33.2,0.0,0.27
2021-04-06 16:00:00,2021-04-06 17:00:00,63.75,3.65,1.93,2.98,5.42,0.41,5.75,0.6,1.5,29.8,44.42,0.38,143.25,97.5,754.0,-0.5,32.12,0.0,0.22
2021-04-06 17:00:00,2021-04-06 18:00:00,60.75,3.23,2.02,2.75,6.0,0.41,6.65,0.72,1.5,29.55,47.42,0.35,170.75,22.25,754.25,-0.68,30.78,0.0,0.22
2021-04-06 18:00:00,2021-04-06 19:00:00,71.25,3.45,2.15,2.98,3.92,0.59,6.95,0.62,1.5,29.5,51.17,0.45,184.0,10.0,755.0,-0.75,29.42,0.0,0.25
2021-04-06 19:00:00,2021-04-06 20:00:00,96.0,3.47,2.23,3.0,3.37,0.66,6.4,0.63,1.5,29.43,52.4,0.87,187.67,10.0,755.0,-0.87,28.67,0.0,0.43
2021-04-06 20:00:00,2021-04-06 21:00:00,110.25,3.17,2.1,2.68,6.43,1.14,8.03,0.88,1.62,30.6,55.35,0.8,209.5,10.0,755.0,-0.88,27.5,0.0,0.3
2021-04-06 21:00:00,2021-04-06 22:00:00,111.75,3.65,1.88,3.0,8.05,1.18,6.25,0.8,1.65,30.7,57.7,1.0,217.5,10.0,755.0,-0.85,26.7,0.0,0.3
2021-04-06 22:00:00,2021-04-06 23:00:00,102.75,3.52,1.9,2.9,7.12,0.4,6.5,0.8,1.55,30.62,58.75,0.8,221.75,10.0,755.0,-0.73,26.08,0.0,0.38
2021-04-06 23:00:00,2021-04-07 00:00:00,96.0,3.67,1.67,2.9,6.37,0.35,6.67,0.87,1.77,30.67,58.8,0.9,219.0,10.0,755.0,-0.7,25.73,0.0,0.4
2021-04-07 00:00:00,2021-04-07 01:00:00,91.5,3.65,2.02,3.02,6.0,0.62,5.33,0.85,1.65,29.7,59.18,1.12,205.25,10.0,755.0,-0.82,25.3,0.0,0.32
2021-04-07 01:00:00,2021-04-07 02:00:00,86.67,3.1,2.03,2.6,7.17,0.71,5.87,0.93,1.6,29.3,61.2,1.73,188.0,10.33,755.0,-0.9,24.67,0.0,0.33
2021-04-07 02:00:00,2021-04-07 03:00:00,89.0,3.23,2.07,2.7,5.27,0.66,6.7,0.8,1.5,29.33,64.93,1.77,175.0,10.0,755.0,-1.03,23.7,0.0,0.27
2021-04-07 03:00:00,2021-04-07 04:00:00,95.0,3.4,2.0,2.83,3.7,0.65,5.67,0.6,1.5,29.3,68.03,2.4,186.0,10.0,755.0,-0.97,23.07,0.0,0.6
2021-04-07 04:00:00,2021-04-07 05:00:00,126.0,3.35,2.08,2.85,3.78,1.05,7.45,0.9,1.5,30.27,69.2,2.58,193.75,10.5,755.0,-0.92,22.7,0.0,0.2
2021-04-07 05:00:00,2021-04-07 06:00:00,126.5,3.58,2.0,2.97,3.33,0.7,7.17,0.77,1.5,30.3,69.57,1.88,196.75,10.5,755.0,-0.97,22.6,0.0,0.28
2021-04-07 06:00:00,2021-04-07 07:00:00,130.0,3.5,2.1,2.95,5.25,0.09,6.2,0.62,1.5,30.35,67.7,2.48,191.5,32.75,755.0,-0.85,23.12,0.0,0.25
2021-04-07 07:00:00,2021-04-07 08:00:00,132.5,3.43,1.93,2.8,7.27,0.12,6.6,0.7,1.5,30.47,63.33,2.75,191.0,117.25,755.0,-0.88,24.7,0.0,0.28
2021-04-07 08:00:00,2021-04-07 09:00:00,117.25,3.38,2.1,2.85,7.67,0.97,6.27,0.65,1.5,29.77,58.0,2.95,185.5,225.0,755.0,-0.9,27.08,0.0,0.2
2021-04-07 09:00:00,2021-04-07 10:00:00,99.33,3.6,2.0,3.0,7.0,0.89,7.07,0.63,1.5,29.37,53.83,3.3,205.0,330.0,755.0,-1.07,29.1,0.0,0.23
2021-04-07 10:00:00,2021-04-07 11:00:00,92.0,3.3,2.23,2.9,4.27,0.39,6.4,0.6,1.5,29.4,50.53,3.13,205.33,399.0,754.67,-0.83,30.87,0.0,0.23
2021-04-07 11:00:00,2021-04-07 12:00:00,90.0,3.4,1.97,2.8,2.33,0.26,7.2,0.6,1.5,29.53,47.33,3.57,240.67,442.0,754.0,-0.97,31.93,0.0,0.2
2021-04-07 12:00:00,2021-04-07 13:00:00,80.75,3.5,2.33,3.08,6.97,0.38,7.1,0.6,1.5,30.62,45.58,3.1,293.75,264.0,754.0,-0.85,32.83,0.0,0.23
2021-04-07 13:00:00,2021-04-07 14:00:00,83.0,3.5,2.13,2.97,7.97,0.36,6.97,0.6,1.53,31.07,45.67,2.47,247.0,256.67,754.0,-0.93,33.03,0.0,0.33
2021-04-07 14:00:00,2021-04-07 15:00:00,80.25,3.48,2.02,2.92,5.17,0.36,7.2,0.62,1.67,31.18,44.98,1.8,229.75,318.5,754.0,-0.9,33.42,0.0,0.25
2021-04-07 15:00:00,2021-04-07 16:00:00,73.25,3.2,2.02,2.7,3.15,0.3,6.4,0.7,1.77,31.18,45.15,1.1,249.75,213.0,754.0,-0.75,33.4,0.0,0.2
2021-04-07 16:00:00,2021-04-07 17:00:00,68.0,3.77,1.83,3.03,6.37,0.83,5.0,0.77,1.5,30.37,47.23,1.4,236.0,113.33,754.0,-0.97,32.27,0.0,0.23
2021-04-07 17:00:00,2021-04-07 18:00:00,59.25,3.4,2.03,2.88,7.92,0.79,5.58,0.85,1.55,29.67,49.73,0.35,238.25,23.5,754.5,-1.45,31.0,0.0,0.28
2021-04-07 18:00:00,2021-04-07 19:00:00,66.0,3.57,1.83,2.87,7.27,0.55,6.83,0.6,1.5,29.6,53.8,0.3,307.0,10.33,755.0,-0.07,29.57,0.0,0.2
2021-04-07 19:00:00,2021-04-07 20:00:00,81.33,3.5,2.13,2.97,6.63,0.53,6.33,0.6,1.5,29.53,56.3,0.4,205.0,11.0,755.0,-1.43,28.9,0.0,0.23
2021-04-07 20:00:00,2021-04-07 21:00:00,90.0,3.5,2.2,3.0,6.9,0.41,8.35,0.65,1.5,30.45,57.25,0.55,199.5,11.0,755.0,-0.75,28.15,0.0,0.25
2021-04-07 21:00:00,2021-04-07 22:00:00,108.0,3.25,2.05,2.73,7.25,0.39,7.35,0.82,1.6,30.9,59.5,0.88,211.5,11.0,755.0,-0.75,27.23,0.0,0.3
2021-04-07 22:00:00,2021-04-07 23:00:00,115.5,3.55,1.9,2.9,10.03,0.26,7.05,0.8,1.5,31.17,63.12,0.43,227.25,11.0,755.0,-0.6,26.55,0.0,0.3
2021-04-07 23:00:00,2021-04-08 00:00:00,120.0,3.75,1.75,3.05,11.3,0.18,2.5,0.85,1.5,30.95,67.45,0.6,283.0,11.0,755.0,-0.95,25.95,0.0,1.25
2021-04-08 00:00:00,2021-04-08 01:00:00,117.25,3.55,2.1,3.0,8.45,0.61,5.2,0.7,1.7,30.32,70.38,0.57,295.75,10.75,755.0,-0.9,25.32,0.0,0.35
2021-04-08 01:00:00,2021-04-08 02:00:00,118.5,3.48,2.02,2.88,7.53,0.55,6.32,0.7,1.52,29.5,71.38,0.58,290.75,10.75,755.0,-0.65,25.05,0.0,0.3
2021-04-08 02:00:00,2021-04-08 03:00:00,102.0,3.5,1.97,2.87,4.83,0.17,6.97,0.73,1.5,29.47,72.5,0.9,292.67,10.67,755.0,-1.03,24.73,0.0,0.27
2021-04-08 03:00:00,2021-04-08 04:00:00,115.0,3.23,1.73,2.53,3.1,0.2,6.33,0.6,1.5,29.4,74.3,1.97,285.33,11.0,755.0,-0.93,24.07,0.0,0.2
2021-04-08 04:00:00,2021-04-08 05:00:00,107.75,3.22,1.93,2.62,5.72,0.11,8.47,0.65,1.5,30.07,72.12,1.3,224.75,10.75,755.0,-0.82,23.95,0.0,0.27
2021-04-08 05:00:00,2021-04-08 06:00:00,91.0,3.55,1.97,2.95,5.67,0.1,7.22,0.65,1.5,30.52,71.05,0.53,187.75,11.0,755.0,-1.1,23.85,0.0,0.2
2021-04-08 06:00:00,2021-04-08 07:00:00,90.0,3.6,2.0,3.0,5.3,0.0,7.0,0.73,1.53,30.63,68.3,0.37,120.33,39.33,755.0,-0.53,24.6,0.0,0.2
2021-04-08 07:00:00,2021-04-08 08:00:00,95.0,3.6,2.03,3.07,7.37,0.12,5.55,0.9,1.85,30.77,62.62,0.65,141.25,125.5,755.0,-0.93,26.35,0.0,0.43
2021-04-08 08:00:00,2021-04-08 09:00:00,97.5,3.48,2.0,2.9,5.05,0.41,5.5,0.8,1.55,30.33,60.1,1.35,160.5,239.5,755.0,-0.88,28.43,0.0,0.25
2021-04-08 09:00:00,2021-04-08 10:00:00,92.0,3.33,1.97,2.78,3.42,0.21,7.53,0.6,1.5,30.18,57.18,0.85,140.5,346.0,754.5,-0.72,30.98,0.0,0.2
2021-04-08 10:00:00,2021-04-08 11:00:00,81.75,3.55,1.9,2.9,2.1,0.6,6.17,0.6,1.5,30.43,55.0,1.25,186.75,428.5,754.0,-0.85,32.48,0.0,0.2
2021-04-08 11:00:00,2021-04-08 12:00:00,84.67,3.47,2.0,2.87,1.1,0.6,6.67,0.6,1.5,29.47,50.1,0.73,186.0,468.33,754.0,-0.8,34.0,0.0,0.2
2021-04-08 12:00:00,2021-04-08 13:00:00,77.67,3.53,1.93,2.93,2.23,0.81,7.47,0.6,1.5,29.77,47.4,0.53,217.0,244.67,754.0,-0.67,34.9,0.0,0.23
2021-04-08 13:00:00,2021-04-08 14:00:00,75.0,3.57,1.93,2.97,4.43,0.8,9.0,0.63,1.5,31.13,43.5,0.4,193.67,322.33,754.0,-0.43,35.9,0.0,0.23
2021-04-08 14:00:00,2021-04-08 15:00:00,79.0,3.93,1.9,3.23,6.87,0.44,9.1,0.6,1.5,32.1,42.5,0.3,227.33,346.67,754.0,-0.33,36.17,0.0,0.2
2021-04-08 15:00:00,2021-04-08 16:00:00,115.0,3.67,1.93,3.03,5.95,0.5,6.43,0.65,1.5,32.07,43.12,0.3,209.5,201.0,754.0,-0.43,35.5,0.0,0.28
2021-04-08 16:00:00,2021-04-08 17:00:00,66.75,3.45,1.92,2.88,6.58,0.46,6.33,0.67,1.5,32.02,41.33,0.35,203.5,117.5,754.0,-0.4,33.88,0.0,0.28
2021-04-08 17:00:00,2021-04-08 18:00:00,60.75,3.53,2.15,3.0,6.52,0.66,5.4,0.6,1.52,30.2,45.35,0.3,180.5,26.25,754.0,0.0,31.88,0.0,0.25
2021-04-08 18:00:00,2021-04-08 19:00:00,93.75,3.53,2.47,3.22,4.2,0.33,8.95,0.6,1.5,31.53,53.73,0.3,137.75,10.0,755.0,0.0,29.05,0.0,0.2
2021-04-08 19:00:00,2021-04-08 20:00:00,155.5,3.38,2.0,2.83,2.23,1.09,6.62,0.6,1.5,31.12,57.8,0.3,137.5,10.0,755.0,0.0,27.38,0.0,0.2
2021-04-08 20:00:00,2021-04-08 21:00:00,152.25,3.7,1.68,2.92,4.97,0.36,7.2,0.62,1.5,31.28,60.72,0.75,167.0,10.25,755.0,-0.2,26.73,0.0,0.2
2021-04-08 21:00:00,2021-04-08 22:00:00,166.75,3.5,2.05,2.93,6.02,0.51,5.32,0.62,1.52,30.65,69.92,2.52,167.5,10.25,755.0,-0.85,27.47,0.0,0.2
2021-04-08 22:00:00,2021-04-08 23:00:00,145.0,3.4,1.83,2.77,5.93,0.69,6.03,0.7,1.53,30.47,74.17,1.33,109.33,10.67,755.0,-0.87,26.93,0.0,0.4
2021-04-08 23:00:00,2021-04-09 00:00:00,94.0,3.5,1.87,2.8,5.33,0.64,7.47,1.1,1.6,30.47,76.23,0.43,83.67,11.0,755.0,-0.7,26.3,0.0,0.27
2021-04-09 00:00:00,2021-04-09 01:00:00,96.0,3.43,2.2,2.98,4.47,1.15,6.2,0.62,1.5,30.03,73.83,0.43,127.25,10.25,755.0,-0.93,25.95,0.0,0.3
2021-04-09 01:00:00,2021-04-09 02:00:00,81.67,3.3,2.1,2.83,3.6,1.1,7.13,1.1,1.57,29.6,72.63,1.43,190.0,10.67,755.0,-0.97,24.77,0.0,0.33
2021-04-09 02:00:00,2021-04-09 03:00:00,77.0,3.4,2.07,2.9,6.27,0.67,7.27,0.93,1.57,29.53,71.67,1.13,200.33,11.0,755.0,-0.67,23.87,0.0,0.57
2021-04-09 03:00:00,2021-04-09 04:00:00,67.0,3.37,2.03,2.87,7.4,0.7,7.63,0.8,1.53,29.5,74.07,1.4,144.33,11.0,755.0,-0.93,23.5,0.0,0.2
2021-04-09 04:00:00,2021-04-09 05:00:00,63.33,3.23,2.13,2.8,4.3,1.21,8.77,0.7,1.5,30.0,80.0,2.1,183.0,10.33,755.0,-0.9,23.03,0.0,0.4
2021-04-09 05:00:00,2021-04-09 06:00:00,67.67,3.3,2.13,2.83,2.5,1.14,6.67,0.8,1.53,30.2,84.33,1.97,143.33,11.0,755.0,-0.9,23.1,0.0,0.3
2021-04-09 06:00:00,2021-04-09 07:00:00,72.75,3.45,2.05,2.9,3.8,0.51,7.47,0.9,1.58,30.25,83.2,2.42,117.25,36.0,755.0,-0.85,23.55,0.0,0.3
2021-04-09 07:00:00,2021-04-09 08:00:00,76.5,3.43,2.13,2.93,4.8,0.63,6.7,0.9,1.6,30.6,75.72,2.38,90.5,130.75,755.0,-1.0,25.05,0.0,0.3
2021-04-09 08:00:00,2021-04-09 09:00:00,70.0,3.62,2.1,3.08,3.7,0.67,3.67,0.9,1.6,30.75,66.35,2.8,75.75,251.25,755.0,-0.9,27.17,0.0,0.3
2021-04-09 09:00:00,2021-04-09 10:00:00,64.0,3.07,2.17,2.63,2.1,0.47,7.63,0.97,1.53,29.73,60.53,2.03,85.67,365.33,755.0,-1.13,29.07,0.0,0.27
2021-04-09 10:00:00,2021-04-09 11:00:00,71.75,3.6,2.15,3.08,5.0,0.26,3.5,0.62,1.5,28.88,54.25,1.43,105.25,431.5,754.5,-0.93,31.3,0.0,0.25
2021-04-09 11:00:00,2021-04-09 12:00:00,69.25,3.27,2.25,2.9,5.98,0.22,5.47,0.6,1.5,26.62,52.52,0.68,160.0,372.25,754.0,-0.95,32.2,0.0,0.2
2021-04-09 12:00:00,2021-04-09 13:00:00,65.25,3.0,2.18,2.6,4.75,0.15,7.88,0.6,1.5,26.38,51.75,0.57,162.5,276.25,754.0,-1.05,32.9,0.0,0.23
2021-04-09 13:00:00,2021-04-09 14:00:00,71.5,3.1,2.2,2.7,4.3,0.09,9.68,0.83,1.52,30.15,55.3,0.33,132.5,174.0,754.25,-0.92,31.35,0.0,0.3
2021-04-09 14:00:00,2021-04-09 15:00:00,79.0,3.18,1.95,2.6,4.6,0.81,7.67,0.9,1.6,31.05,53.85,0.3,170.25,162.25,754.0,-1.72,31.82,0.0,0.3
2021-04-09 15:00:00,2021-04-09 16:00:00,78.33,3.43,1.87,2.87,5.23,0.71,6.67,0.9,1.6,31.03,52.9,0.3,165.0,158.67,754.33,-1.73,31.7,0.0,0.3
2021-04-09 16:00:00,2021-04-09 17:00:00,79.5,3.25,2.12,2.77,5.55,0.03,7.1,0.9,1.6,31.15,52.9,0.3,119.25,112.5,754.0,-0.98,31.15,0.0,0.3
2021-04-09 17:00:00,2021-04-09 18:00:00,87.0,3.33,1.87,2.67,3.27,0.16,3.3,0.83,1.6,28.97,55.2,0.3,121.33,37.0,754.67,-1.83,30.23,0.0,0.3
2021-04-09 18:00:00,2021-04-09 19:00:00,94.0,3.12,1.98,2.6,5.3,0.9,6.43,0.6,1.5,25.75,62.55,0.3,119.25,11.0,755.0,-1.85,27.72,0.0,0.2
2021-04-09 19:00:00,2021-04-09 20:00:00,113.25,3.08,2.0,2.55,6.08,1.61,7.03,0.6,1.5,25.38,69.38,0.3,119.0,11.0,755.0,-1.82,26.0,0.0,0.2
2021-04-09 20:00:00,2021-04-09 21:00:00,148.33,3.23,2.13,2.8,8.07,0.62,6.87,0.7,1.5,25.77,72.03,0.3,55.67,11.0,755.0,-1.87,25.37,0.0,0.23
2021-04-09 21:00:00,2021-04-09 22:00:00,164.25,3.38,1.95,2.8,8.9,0.46,9.73,0.7,1.5,29.38,67.65,0.3,154.75,11.0,755.0,0.0,26.18,0.0,0.8
2021-04-09 22:00:00,2021-04-09 23:00:00,133.75,3.55,2.03,2.95,6.3,0.35,7.85,0.7,1.5,30.3,69.83,0.3,47.75,11.0,755.0,0.0,25.7,0.0,0.8
2021-04-09 23:00:00,2021-04-10 00:00:00,139.0,3.55,2.15,3.05,6.2,0.28,7.25,0.7,1.5,30.45,69.3,0.3,74.0,11.0,755.0,-0.05,25.75,0.0,0.8
