From Date,To Date,PM2.5 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm),Xylene (ug/m3)
2016-01-10 02:00:00,2016-01-10 03:00:00,161.0,1.18,0.91,2.09,0.49,1.46,20.12,0.19,0.24,17.0,81.31,1.36,49.99,86.97,749.82,-0.01,,0.0,0.11
2016-01-10 03:00:00,2016-01-10 04:00:00,153.0,1.04,0.9,1.94,,1.47,19.64,0.18,0.25,16.7,82.14,1.1,48.5,86.97,749.82,-0.01,,0.0,0.11
2016-01-10 04:00:00,2016-01-10 05:00:00,159.0,1.57,0.97,2.54,1.8,1.71,19.65,0.18,0.24,16.65,80.89,1.48,48.22,86.98,749.82,-0.01,,0.0,0.11
2016-01-10 05:00:00,2016-01-10 06:00:00,146.0,1.36,0.99,2.34,2.26,1.51,19.08,0.17,0.22,16.0,84.35,0.99,44.49,86.95,749.83,-0.01,,0.0,0.1
2016-01-10 06:00:00,2016-01-10 07:00:00,140.0,1.65,1.02,2.66,4.34,0.93,18.75,0.17,0.22,15.8,84.75,1.11,42.63,86.95,749.83,-0.01,,0.0,0.1
2016-01-10 07:00:00,2016-01-10 08:00:00,154.0,2.1,1.0,3.1,5.4,1.05,19.36,0.21,0.23,16.12,83.48,1.16,44.38,105.72,749.85,-0.01,,0.0,0.1
2016-01-10 08:00:00,2016-01-10 09:00:00,191.0,1.61,1.16,2.77,1.47,2.3,19.36,0.21,0.25,17.52,76.03,1.61,52.22,161.77,749.86,-0.01,,0.0,0.11
2016-01-10 09:00:00,2016-01-10 10:00:00,154.0,1.09,0.97,2.06,0.75,2.33,19.19,0.19,0.25,19.06,69.4,1.38,60.91,173.14,749.87,-0.01,,0.0,0.1
2016-01-10 10:00:00,2016-01-10 11:00:00,163.0,0.91,0.81,1.72,0.95,1.03,18.67,0.19,0.27,20.75,63.86,1.19,71.43,359.37,749.87,-0.01,,0.0,0.1
2016-01-10 11:00:00,2016-01-10 12:00:00,190.0,0.84,0.96,1.8,3.61,0.68,20.41,0.2,0.28,21.78,60.72,1.68,75.27,433.7,749.86,-0.01,,0.0,0.12
2016-01-10 12:00:00,2016-01-10 13:00:00,174.0,3.96,0.57,4.38,97.22,2.58,20.56,0.18,0.36,22.58,58.02,1.53,81.9,429.98,749.85,-0.01,,0.0,0.12
2016-01-10 13:00:00,2016-01-10 14:00:00,158.0,0.83,0.82,1.65,0.54,1.1,20.19,0.17,0.32,22.74,57.97,2.12,83.09,393.87,749.84,-0.02,,0.0,0.11
2016-01-10 14:00:00,2016-01-10 15:00:00,156.0,0.79,0.77,1.56,,0.64,19.58,0.16,0.26,22.98,53.45,2.36,83.84,328.44,749.83,-0.01,,0.0,0.09
2016-01-10 15:00:00,2016-01-10 16:00:00,76.0,0.81,0.71,1.52,,0.72,18.24,0.13,0.28,22.61,53.67,2.68,80.45,228.44,749.83,-0.02,,0.0,0.12
2016-01-10 16:00:00,2016-01-10 17:00:00,65.0,0.83,0.72,1.55,0.71,1.13,18.21,0.12,0.35,21.78,58.61,1.55,75.96,118.32,749.83,-0.01,,,0.21
2016-01-10 17:00:00,2016-01-10 18:00:00,83.0,0.9,0.93,1.83,1.59,1.24,19.2,0.13,0.32,20.34,66.73,1.48,67.99,87.2,749.84,-0.01,,0.0,0.19
2016-01-10 18:00:00,2016-01-10 19:00:00,155.0,1.79,1.39,3.18,5.77,1.49,21.46,0.22,0.59,18.96,75.52,,60.37,87.23,749.85,-0.01,,0.0,0.4
2016-01-10 19:00:00,2016-01-10 20:00:00,219.0,4.13,1.55,5.68,8.97,2.41,24.0,0.33,0.9,18.23,80.26,2.53,57.13,87.21,749.86,-0.01,,0.0,0.72
2016-01-10 20:00:00,2016-01-10 21:00:00,307.0,5.43,1.52,6.96,9.12,3.16,24.28,0.38,0.98,17.73,83.39,,54.39,87.19,749.86,-0.01,,0.0,0.86
2016-01-10 21:00:00,2016-01-10 22:00:00,361.0,5.42,1.42,6.84,10.68,3.13,24.9,0.41,0.97,17.66,84.1,0.35,53.93,87.08,749.86,-0.01,,,0.89
2016-01-10 22:00:00,2016-01-10 23:00:00,400.0,4.21,1.36,5.57,10.75,1.23,24.63,0.41,0.87,17.17,85.75,0.05,50.82,86.97,749.86,-0.01,17.26,0.0,0.78
2016-01-10 23:00:00,2016-01-11 00:00:00,368.0,3.41,1.28,4.68,9.66,1.05,23.2,0.38,0.69,16.69,88.1,1.28,47.51,86.95,749.86,-0.01,,0.0,0.56
2016-01-11 00:00:00,2016-01-11 01:00:00,331.0,2.38,1.05,3.43,6.22,2.01,22.26,0.34,0.55,16.48,89.71,0.15,46.37,87.01,749.86,-0.01,,0.0,0.4
2016-01-11 01:00:00,2016-01-11 02:00:00,333.0,2.13,0.92,3.05,5.93,1.96,22.34,0.32,0.45,16.16,91.41,0.05,44.53,87.08,749.86,-0.01,,0.0,0.29
2016-01-11 02:00:00,2016-01-11 03:00:00,333.0,2.09,0.88,2.96,6.38,1.08,21.72,0.32,0.42,15.95,93.65,0.01,43.49,86.97,749.85,-0.01,,0.0,0.25
2016-01-11 03:00:00,2016-01-11 04:00:00,350.0,1.95,0.76,2.72,5.38,0.99,21.65,0.31,0.4,15.82,95.36,0.12,43.34,87.05,749.84,-0.01,,0.0,0.22
2016-01-11 04:00:00,2016-01-11 05:00:00,321.0,1.99,0.66,2.65,6.28,0.58,21.88,0.31,0.38,15.6,96.46,0.45,42.15,87.03,749.84,-0.01,,0.0,0.19
2016-01-11 05:00:00,2016-01-11 06:00:00,343.0,2.0,0.69,2.69,7.84,0.51,21.99,0.32,0.38,15.17,96.45,1.41,39.74,87.54,749.85,-0.01,,0.0,0.18
2016-01-11 06:00:00,2016-01-11 07:00:00,309.0,2.14,0.52,2.66,8.89,2.52,22.32,0.31,0.38,15.07,96.43,0.07,39.04,89.03,749.85,-0.01,,0.0,0.18
2016-01-11 07:00:00,2016-01-11 08:00:00,307.0,2.57,0.62,3.19,10.23,2.58,22.5,0.34,0.4,15.34,96.48,0.01,40.03,96.71,749.85,-0.01,,0.0,0.19
2016-01-11 08:00:00,2016-01-11 09:00:00,329.0,3.06,0.64,3.7,8.7,2.55,24.42,0.37,0.46,15.77,96.59,0.13,42.41,138.17,749.88,-0.01,,0.0,0.23
2016-01-11 09:00:00,2016-01-11 10:00:00,386.0,3.85,0.91,4.76,12.81,3.02,24.83,0.4,0.5,17.18,95.61,0.65,50.24,210.81,749.88,-0.01,,0.0,0.27
2016-01-11 10:00:00,2016-01-11 11:00:00,519.0,4.01,1.96,5.97,13.22,2.3,24.58,0.41,0.61,19.3,81.69,1.01,62.39,302.15,749.88,-0.01,,0.0,0.38
2016-01-11 11:00:00,2016-01-11 12:00:00,425.0,1.73,1.62,3.35,11.56,1.3,23.12,0.36,0.59,20.56,72.06,1.81,69.97,353.16,749.86,-0.01,,0.0,0.36
2016-01-11 12:00:00,2016-01-11 13:00:00,297.0,0.85,0.9,1.75,5.43,1.21,22.54,0.33,0.77,21.19,67.67,2.69,73.17,389.19,749.85,-0.02,,0.0,0.58
2016-01-11 13:00:00,2016-01-11 14:00:00,194.0,0.88,0.81,1.69,1.12,0.96,23.15,0.24,0.58,21.91,64.55,2.73,78.44,369.33,749.84,-0.01,,0.0,0.49
2016-01-11 14:00:00,2016-01-11 15:00:00,155.0,90.52,2.23,81.56,145.2,10.89,22.86,0.21,0.47,21.84,67.19,3.01,77.5,277.82,749.83,-0.01,,,0.32
2016-01-11 15:00:00,2016-01-11 16:00:00,141.0,1.11,1.63,2.64,7.97,2.0,24.86,0.22,0.45,21.77,70.52,2.37,72.03,184.2,749.83,-0.02,,0.0,0.28
2016-01-11 16:00:00,2016-01-11 17:00:00,177.0,1.53,2.21,3.75,6.51,1.8,25.22,0.31,0.69,21.08,76.12,1.28,69.59,104.7,749.82,-0.01,,0.0,0.51
2016-01-11 17:00:00,2016-01-11 18:00:00,250.0,3.68,2.43,6.11,3.17,2.9,24.81,0.34,0.77,19.81,82.24,0.04,63.97,87.23,749.83,-0.01,,0.0,0.63
2016-01-11 18:00:00,2016-01-11 19:00:00,270.0,8.21,2.52,10.73,3.36,2.1,25.83,0.44,1.23,18.79,87.88,0.01,59.43,85.01,749.8,-0.01,,0.0,1.22
2016-01-11 19:00:00,2016-01-11 20:00:00,270.0,5.91,1.38,7.29,9.97,3.39,6.86,0.27,0.74,18.03,90.57,0.06,56.22,81.09,749.76,-0.01,,0.0,0.73
2016-01-11 20:00:00,2016-01-11 21:00:00,985.0,9.76,1.39,11.15,15.16,4.12,22.66,0.47,1.24,17.51,92.16,0.08,52.83,81.3,749.77,-0.01,,0.0,1.26
2016-01-11 21:00:00,2016-01-11 22:00:00,469.0,11.44,1.55,13.0,16.84,4.77,30.0,0.5,1.3,17.63,92.87,0.27,53.6,81.2,749.77,-0.01,,0.0,1.33
2016-01-11 22:00:00,2016-01-11 23:00:00,547.0,9.39,1.3,10.69,16.88,2.59,29.87,0.48,1.11,17.38,93.55,0.11,52.19,81.39,749.77,-0.01,,,1.04
2016-01-11 23:00:00,2016-01-12 00:00:00,531.0,7.41,1.26,8.66,14.74,2.35,28.99,0.45,0.88,16.83,94.53,0.02,49.0,82.48,749.77,-0.01,,0.0,0.74
2016-01-12 00:00:00,2016-01-12 01:00:00,477.0,6.64,1.39,8.03,10.28,2.88,24.2,0.42,0.74,16.37,95.57,0.01,45.82,82.79,749.77,-0.01,,0.0,0.57
2016-01-12 01:00:00,2016-01-12 02:00:00,430.0,7.01,1.17,8.18,11.9,3.13,26.08,0.43,0.72,16.18,95.78,0.01,44.68,83.15,749.76,-0.01,,0.0,0.55
2016-01-12 02:00:00,2016-01-12 03:00:00,450.0,9.24,1.09,10.33,13.15,2.9,26.35,0.46,0.78,15.97,95.75,1.38,43.53,82.83,749.76,-0.01,15.94,0.0,0.59
2016-01-12 03:00:00,2016-01-12 04:00:00,451.0,10.78,0.91,11.69,12.44,2.8,26.47,0.49,0.79,15.31,95.66,0.04,39.93,82.36,749.76,-0.01,,0.0,0.63
2016-01-12 04:00:00,2016-01-12 05:00:00,374.0,9.55,1.04,10.59,4.32,2.5,24.91,0.46,0.69,15.06,95.62,0.06,38.86,82.12,749.76,-0.01,,0.0,0.5
2016-01-12 05:00:00,2016-01-12 06:00:00,320.0,8.39,0.99,9.38,1.36,2.24,24.64,0.41,0.6,14.98,95.62,0.02,38.64,82.02,749.76,-0.01,,,0.38
2016-01-12 06:00:00,2016-01-12 07:00:00,264.0,7.94,0.77,8.71,1.56,2.29,25.3,0.39,0.57,14.7,95.58,0.16,37.09,81.94,749.77,-0.01,,,0.36
2016-01-12 07:00:00,2016-01-12 08:00:00,368.0,10.28,0.89,11.17,4.8,2.57,25.7,0.43,0.69,14.57,95.58,0.42,36.4,90.08,749.78,-0.01,,0.0,0.45
2016-01-12 08:00:00,2016-01-12 09:00:00,346.0,9.45,1.38,10.83,4.57,2.43,25.72,0.43,0.66,15.37,95.74,0.38,40.3,144.57,749.79,-0.01,,0.0,0.43
2016-01-12 09:00:00,2016-01-12 10:00:00,295.0,7.27,1.68,8.96,4.86,2.49,25.06,0.41,0.61,16.7,94.68,1.02,47.64,207.11,749.79,-0.01,,0.0,0.39
2016-01-12 10:00:00,2016-01-12 11:00:00,319.0,4.71,2.19,6.89,3.93,2.34,26.09,0.39,0.59,18.57,86.36,1.88,58.08,305.37,749.79,-0.01,,,0.37
2016-01-12 11:00:00,2016-01-12 12:00:00,315.0,2.38,2.77,5.14,4.42,2.06,25.24,0.35,0.59,20.75,74.06,0.95,70.2,359.51,749.78,-0.01,,,0.37
2016-01-12 12:00:00,2016-01-12 13:00:00,298.0,1.3,2.2,3.5,4.98,1.66,24.8,0.33,0.62,21.17,70.44,1.94,71.26,362.42,749.77,-0.01,,0.0,0.39
2016-01-12 13:00:00,2016-01-12 14:00:00,225.0,1.35,1.91,3.26,8.95,1.88,27.99,0.29,0.5,21.71,67.65,2.1,71.74,330.09,749.76,-0.01,,0.0,0.3
2016-01-12 14:00:00,2016-01-12 15:00:00,191.0,70.23,4.22,75.65,132.81,12.98,27.48,0.28,0.58,22.62,64.39,2.9,73.38,266.79,749.75,-0.01,,,0.37
2016-01-12 15:00:00,2016-01-12 16:00:00,167.0,1.6,4.51,6.11,31.11,1.58,30.4,0.26,0.56,21.56,65.66,2.48,72.74,180.09,749.74,-0.02,,0.0,0.36
2016-01-12 16:00:00,2016-01-12 17:00:00,175.0,1.55,4.76,6.31,13.27,1.96,47.21,0.27,0.6,21.02,70.93,0.43,69.14,101.33,749.74,-0.01,,0.0,0.39
2016-01-12 17:00:00,2016-01-12 18:00:00,213.0,6.66,6.88,13.54,58.95,2.58,23.58,0.36,0.88,19.49,79.64,0.01,60.49,81.58,749.74,-0.01,,0.0,0.74
2016-01-12 18:00:00,2016-01-12 19:00:00,308.0,13.42,6.38,19.79,57.57,2.98,22.84,0.49,1.36,18.63,85.34,0.14,55.34,81.54,749.74,-0.01,,,1.42
2016-01-12 19:00:00,2016-01-12 20:00:00,350.0,20.97,4.77,25.74,57.65,3.23,18.11,0.52,1.48,17.87,88.1,,53.22,81.54,749.75,-0.01,,0.0,1.59
2016-01-12 20:00:00,2016-01-12 21:00:00,431.0,26.66,4.66,31.32,14.99,4.22,21.82,0.53,1.52,17.46,91.5,0.01,51.81,81.47,749.75,-0.01,,0.0,1.64
2016-01-12 21:00:00,2016-01-12 22:00:00,610.0,27.35,4.35,31.7,11.41,4.51,24.05,0.56,1.46,17.21,93.59,0.01,50.49,81.38,749.75,-0.01,,0.0,1.55
2016-01-12 22:00:00,2016-01-12 23:00:00,658.0,18.16,4.17,22.33,8.3,2.27,21.41,0.56,1.23,16.99,93.79,0.01,49.32,81.48,749.76,-0.01,,0.0,1.28
2016-01-12 23:00:00,2016-01-13 00:00:00,494.0,10.35,4.11,14.45,4.92,1.21,19.17,0.48,0.93,16.68,93.61,,48.27,81.55,749.76,-0.01,,0.0,0.89
2016-01-13 00:00:00,2016-01-13 01:00:00,442.0,11.61,3.76,15.38,3.05,2.79,20.46,0.43,0.78,16.26,94.63,,45.92,81.55,749.75,-0.01,,0.0,0.66
2016-01-13 01:00:00,2016-01-13 02:00:00,482.0,16.09,3.45,19.54,3.54,2.89,20.41,0.44,0.83,16.01,95.36,,44.49,81.56,749.75,-0.01,,0.0,0.68
2016-01-13 02:00:00,2016-01-13 03:00:00,438.0,15.79,3.53,19.32,3.88,1.86,20.42,0.42,0.78,15.79,95.71,0.02,43.21,81.47,749.74,-0.01,,0.0,0.63
2016-01-13 03:00:00,2016-01-13 04:00:00,411.0,16.21,3.83,20.04,5.28,2.03,19.14,0.42,0.72,15.72,95.75,0.02,42.16,81.57,749.74,-0.01,,0.0,0.56
2016-01-13 04:00:00,2016-01-13 05:00:00,438.0,12.55,3.79,16.34,3.39,1.93,18.97,0.43,0.69,15.34,95.68,0.16,40.1,81.93,749.74,-0.01,,0.0,0.53
2016-01-13 05:00:00,2016-01-13 06:00:00,395.0,7.35,3.94,11.28,3.51,1.8,18.67,0.41,0.58,14.91,95.62,0.08,37.74,82.12,749.75,-0.01,,0.0,0.39
2016-01-13 06:00:00,2016-01-13 07:00:00,318.0,4.32,4.07,8.4,2.47,2.16,17.85,0.38,0.5,14.73,95.6,0.01,36.75,81.9,749.75,-0.01,,,0.29
2016-01-13 07:00:00,2016-01-13 08:00:00,342.0,5.1,4.05,9.15,2.27,2.42,17.44,0.38,0.49,14.8,95.63,0.48,37.65,97.42,749.76,-0.01,,0.0,0.27
2016-01-13 08:00:00,2016-01-13 09:00:00,355.0,4.17,4.58,8.75,1.56,1.59,17.36,0.37,0.49,15.92,94.63,0.75,44.05,152.08,749.77,-0.01,15.23,0.0,0.27
2016-01-13 09:00:00,2016-01-13 10:00:00,322.0,2.6,5.16,7.76,1.88,1.39,17.82,0.33,0.46,18.03,85.63,1.36,56.19,195.01,749.78,-0.01,,0.0,0.26
2016-01-13 10:00:00,2016-01-13 11:00:00,307.0,1.77,6.04,7.81,2.09,1.17,18.89,0.3,0.45,19.54,78.57,1.94,64.6,307.18,749.77,-0.01,,0.0,0.27
2016-01-13 11:00:00,2016-01-13 12:00:00,285.0,1.4,4.7,6.1,4.96,0.97,18.85,0.29,0.49,21.0,72.72,2.01,71.17,377.39,749.77,-0.01,,,0.27
2016-01-13 12:00:00,2016-01-13 13:00:00,241.0,1.57,4.43,6.0,2.99,1.35,19.1,0.25,0.39,21.97,64.58,2.51,73.1,397.31,749.75,-0.01,,0.0,0.21
2016-01-13 13:00:00,2016-01-13 14:00:00,184.0,1.59,3.93,5.51,0.52,0.8,17.25,0.23,0.39,22.34,59.56,2.47,77.25,358.07,749.74,-0.01,,0.0,0.22
2016-01-13 14:00:00,2016-01-13 15:00:00,162.0,96.15,5.83,98.5,110.89,10.37,17.04,0.22,0.37,22.35,59.14,2.8,73.62,275.14,749.74,-0.02,,,0.21
2016-01-13 15:00:00,2016-01-13 16:00:00,144.0,1.2,1.6,2.8,2.05,0.79,18.06,0.23,0.45,22.26,60.18,1.9,77.28,180.72,749.73,-0.01,,0.0,0.25
2016-01-13 16:00:00,2016-01-13 17:00:00,154.0,1.42,3.1,4.53,3.72,0.63,38.62,0.26,0.6,21.54,61.86,0.95,69.82,106.31,749.73,-0.01,,0.0,0.49
2016-01-13 17:00:00,2016-01-13 18:00:00,165.0,4.45,3.99,8.44,4.86,1.13,20.26,0.29,0.71,19.89,71.61,0.01,62.73,81.52,749.73,-0.01,,0.0,0.55
2016-01-13 18:00:00,2016-01-13 19:00:00,258.0,15.17,3.33,18.5,2.18,1.15,19.67,0.44,1.37,18.36,81.24,,57.3,81.44,749.73,-0.01,,0.0,1.32
2016-01-13 19:00:00,2016-01-13 20:00:00,419.0,20.11,3.54,23.65,4.68,1.66,23.23,0.51,1.6,17.73,86.07,0.01,54.11,81.44,749.74,-0.01,,0.0,1.7
2016-01-13 20:00:00,2016-01-13 21:00:00,515.0,25.22,3.32,28.54,7.84,1.86,24.15,0.56,1.75,17.33,88.93,,51.84,81.43,749.75,-0.01,,0.0,1.89
2016-01-13 21:00:00,2016-01-13 22:00:00,534.0,26.45,2.99,29.43,9.68,1.67,24.08,0.57,1.73,17.01,90.42,0.01,49.99,81.53,749.75,-0.01,,0.0,1.9
2016-01-13 22:00:00,2016-01-13 23:00:00,549.0,24.08,2.92,27.0,9.3,1.46,22.82,0.54,1.5,16.83,91.2,1.41,48.84,81.44,749.75,-0.01,,0.0,1.64
2016-01-13 23:00:00,2016-01-14 00:00:00,501.0,22.15,2.46,24.62,8.41,1.49,21.52,0.55,1.39,16.57,93.16,0.01,46.84,81.52,749.75,-0.01,,0.0,1.52
2016-01-14 00:00:00,2016-01-14 01:00:00,577.0,20.29,2.27,22.56,9.11,1.47,22.44,0.56,1.3,16.37,94.4,0.07,45.77,81.51,749.75,-0.01,,0.0,1.41
2016-01-14 01:00:00,2016-01-14 02:00:00,614.0,16.72,2.15,18.87,9.99,1.35,22.21,0.57,1.21,16.16,95.04,0.02,44.62,81.59,749.75,-0.01,,0.0,1.23
2016-01-14 02:00:00,2016-01-14 03:00:00,595.0,18.71,1.96,20.68,10.72,1.44,22.28,0.55,1.15,16.38,94.79,0.15,46.02,81.53,749.74,-0.01,,0.0,1.12
2016-01-14 03:00:00,2016-01-14 04:00:00,621.0,24.76,2.2,26.95,11.37,1.35,26.61,0.55,1.21,16.41,93.79,0.14,46.67,81.56,749.74,-0.01,,0.0,1.18
2016-01-14 04:00:00,2016-01-14 05:00:00,560.0,21.19,2.18,23.37,6.29,1.08,25.22,0.53,1.2,16.36,92.82,0.31,46.46,81.56,749.74,-0.01,,0.0,1.08
2016-01-14 05:00:00,2016-01-14 06:00:00,371.0,11.63,2.49,14.12,4.07,0.69,21.0,0.44,0.99,16.07,93.12,0.24,44.85,81.58,749.75,-0.01,,0.0,0.8
2016-01-14 06:00:00,2016-01-14 07:00:00,351.0,9.13,2.18,11.31,4.4,0.84,19.23,0.39,0.76,15.63,95.13,0.77,42.15,81.54,749.75,-0.01,,0.0,0.57
2016-01-14 07:00:00,2016-01-14 08:00:00,433.0,8.66,2.05,10.71,5.69,1.05,18.66,0.44,0.78,15.78,95.26,1.39,42.49,97.04,749.77,-0.01,,0.0,0.56
2016-01-14 08:00:00,2016-01-14 09:00:00,447.0,3.45,2.79,6.24,3.64,0.57,18.71,0.39,0.63,17.22,89.75,0.64,50.52,147.5,749.78,-0.01,,0.0,0.42
2016-01-14 09:00:00,2016-01-14 10:00:00,411.0,1.74,2.79,4.54,3.53,0.46,19.0,0.34,0.53,18.69,81.76,1.42,58.77,192.29,749.78,-0.01,,0.0,0.33
2016-01-14 10:00:00,2016-01-14 11:00:00,366.0,1.45,3.27,4.72,3.97,0.47,18.65,0.32,0.58,20.37,73.71,1.51,68.33,302.47,749.78,-0.01,,0.0,0.3
2016-01-14 11:00:00,2016-01-14 12:00:00,305.0,1.3,2.89,4.18,13.63,0.46,20.17,0.3,0.58,21.94,65.28,1.5,73.13,374.97,749.78,-0.02,,0.0,0.31
2016-01-14 12:00:00,2016-01-14 13:00:00,200.0,1.59,2.84,4.43,6.39,0.32,20.17,0.28,0.52,22.75,60.24,1.78,78.91,384.28,749.76,-0.02,22.69,0.0,0.31
2016-01-14 13:00:00,2016-01-14 14:00:00,171.0,1.08,1.9,2.98,0.25,0.43,17.8,0.22,0.5,23.19,57.95,1.57,84.99,348.45,749.75,-0.02,,0.0,0.27
2016-01-14 14:00:00,2016-01-14 15:00:00,157.0,1.27,1.87,3.14,5.65,0.64,17.47,0.19,0.46,23.35,58.43,1.16,84.55,259.78,749.74,-0.01,,0.0,0.24
2016-01-14 15:00:00,2016-01-14 16:00:00,155.0,1.35,1.96,3.31,7.72,0.77,16.36,0.22,0.49,23.2,58.46,0.88,83.49,176.88,749.74,-0.01,,0.0,0.29
2016-01-14 16:00:00,2016-01-14 17:00:00,155.0,1.3,2.32,3.62,1.66,0.79,18.08,0.22,0.58,22.34,63.33,0.18,79.18,102.47,749.73,-0.01,,0.0,0.36
2016-01-14 17:00:00,2016-01-14 18:00:00,187.0,6.31,4.42,10.74,7.08,1.67,22.58,0.36,1.05,20.53,73.89,0.03,67.64,81.52,749.74,-0.01,,0.0,0.95
2016-01-14 18:00:00,2016-01-14 19:00:00,265.0,14.04,3.96,18.0,12.56,1.26,19.93,0.52,1.58,19.16,81.27,2.91,60.73,81.61,749.74,-0.01,,0.0,1.75
2016-01-14 19:00:00,2016-01-14 20:00:00,342.0,20.77,3.06,23.83,14.08,1.65,22.68,0.55,1.67,18.62,85.93,,58.33,81.62,749.75,-0.01,,0.0,1.84
2016-01-14 20:00:00,2016-01-14 21:00:00,425.0,29.1,2.67,31.77,7.72,1.98,24.51,0.66,2.0,18.28,87.22,0.02,56.47,81.6,749.75,-0.01,,0.0,2.1
2016-01-14 21:00:00,2016-01-14 22:00:00,478.0,29.1,2.98,32.08,8.02,1.86,24.02,0.82,2.54,18.05,88.49,0.03,55.27,81.62,749.76,-0.01,,0.0,2.34
2016-01-14 22:00:00,2016-01-14 23:00:00,466.0,24.14,2.33,26.47,5.44,1.32,21.33,0.78,2.39,18.13,86.66,0.99,56.86,81.5,749.76,-0.01,,0.0,2.24
2016-01-14 23:00:00,2016-01-15 00:00:00,408.0,9.41,3.24,12.65,1.42,0.31,21.62,0.61,1.77,17.82,85.65,0.41,55.16,81.55,749.75,-0.01,,0.0,1.66
2016-01-15 00:00:00,2016-01-15 01:00:00,303.0,4.16,3.19,7.36,0.55,0.57,20.99,0.42,1.12,17.2,89.28,0.8,51.54,81.53,749.75,-0.01,,0.0,0.99
2016-01-15 01:00:00,2016-01-15 02:00:00,356.0,2.72,2.91,5.62,2.0,0.58,22.56,0.36,0.91,17.0,90.56,1.17,50.23,81.54,749.75,-0.01,,0.0,0.74
2016-01-15 02:00:00,2016-01-15 03:00:00,375.0,1.83,2.67,4.49,3.97,0.58,20.24,0.33,0.73,16.91,91.28,0.44,48.83,81.53,749.74,-0.01,,0.0,0.53
2016-01-15 03:00:00,2016-01-15 04:00:00,330.0,1.66,2.28,3.94,3.22,0.52,19.24,0.29,0.54,16.89,91.86,0.56,48.69,81.53,749.74,-0.01,,0.0,0.36
2016-01-15 04:00:00,2016-01-15 05:00:00,282.0,1.44,2.03,3.47,1.2,0.3,19.31,0.27,0.45,16.94,91.64,0.37,49.03,81.54,749.73,-0.01,,0.0,0.26
2016-01-15 05:00:00,2016-01-15 06:00:00,269.0,1.45,2.24,3.69,0.8,0.3,18.85,0.27,0.43,16.6,92.91,0.17,47.1,81.57,749.74,-0.01,,0.0,0.23
2016-01-15 06:00:00,2016-01-15 07:00:00,255.0,1.92,2.35,4.27,1.07,0.57,19.0,0.26,0.41,16.35,94.08,0.04,46.46,81.61,749.75,-0.01,,0.0,0.22
2016-01-15 07:00:00,2016-01-15 08:00:00,288.0,2.75,2.2,4.95,,0.65,19.57,0.29,0.41,16.24,94.96,0.09,46.0,96.27,749.75,-0.01,,0.0,0.23
2016-01-15 08:00:00,2016-01-15 09:00:00,354.0,3.8,2.33,6.13,1.05,1.06,21.13,0.35,0.51,16.78,92.62,0.68,49.09,152.38,749.76,-0.01,,0.0,0.3
2016-01-15 09:00:00,2016-01-15 10:00:00,535.0,3.88,2.94,6.82,1.37,1.15,20.79,0.39,0.57,18.89,83.79,0.2,61.16,199.92,749.77,-0.01,,0.0,0.34
2016-01-15 10:00:00,2016-01-15 11:00:00,490.0,2.01,3.28,5.29,1.92,0.69,39.89,0.36,0.55,21.1,74.71,2.33,72.5,313.4,749.77,-0.01,,0.0,0.34
2016-01-15 11:00:00,2016-01-15 12:00:00,299.0,35.4,1.3,35.75,83.41,2.99,29.68,0.31,0.72,21.97,68.07,1.21,76.42,383.41,749.76,-0.02,,0.0,0.33
2016-01-15 12:00:00,2016-01-15 13:00:00,285.0,35.59,1.89,38.5,,5.89,20.37,0.3,0.66,23.05,63.63,1.13,80.47,347.8,749.74,-0.01,,0.0,0.32
2016-01-15 13:00:00,2016-01-15 14:00:00,279.0,0.79,1.38,2.17,9.01,0.68,19.73,0.29,0.59,23.29,61.68,2.45,80.13,375.04,749.73,-0.01,,0.0,0.31
2016-01-15 14:00:00,2016-01-15 15:00:00,192.0,0.83,1.26,2.1,8.33,0.57,18.02,0.25,0.46,23.02,57.89,3.49,80.45,282.0,749.72,-0.01,,0.0,0.26
2016-01-15 15:00:00,2016-01-15 16:00:00,123.0,0.78,1.11,1.89,3.58,0.46,17.27,0.21,0.41,22.69,58.16,2.76,80.81,185.82,749.72,-0.01,,,0.23
2016-01-15 16:00:00,2016-01-15 17:00:00,122.0,0.76,1.07,1.82,1.38,0.68,17.03,0.18,0.45,22.08,59.59,1.49,79.22,104.36,749.72,-0.01,,0.0,0.26
2016-01-15 17:00:00,2016-01-15 18:00:00,105.0,0.89,1.5,2.39,,0.73,20.91,0.18,0.47,20.89,66.82,1.53,72.41,81.56,749.72,-0.01,,0.0,0.3
2016-01-15 18:00:00,2016-01-15 19:00:00,142.0,0.95,1.54,2.49,0.17,0.83,19.19,0.2,0.48,20.05,70.32,1.69,66.39,81.53,749.72,-0.01,,0.0,0.3
2016-01-15 19:00:00,2016-01-15 20:00:00,185.0,1.07,1.63,2.7,1.31,0.85,19.04,0.24,0.46,19.52,71.97,1.64,63.35,81.53,749.73,-0.01,,0.0,0.28
